评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
不禁思考一个问题，很多古旧工艺究竟怎么流传下去，现在很多人甚至觉得就算进厂打工都比这个赚钱，所以国家纯粹的保护能有多大作用，没有传承者才是最不可避免而又糟心的一件事情，加之很多老一辈工艺者坚持不传外人的思想，一旦其子孙不愿接手，迎来的终是传承的断绝,2021-09-16 18:17:15,5,评论,不禁思考一个问题，很多古旧工艺究竟怎么流传下去，现在很多人甚至觉得就算进厂打工都比这个赚钱，所以国家纯粹的保护能有多大作用，没有传承者才是最不可避免而又糟心的一件事情，加之很多老一辈工艺者坚持不传外人的思想，一旦其子孙不愿接手，迎来的终是传承的断绝,0.5497
记得以前看到一个故事，一个大学生找不到工作，回到乡下闲着没事干用泥巴来玩，然后正好他是专业对口学考古的，认识一个陶匠师傅就这样一个差点失传的手艺稀里糊涂的继承了下来～(￣▽￣～)~,2021-09-16 20:11:52,4,回复,记得以前看到一个故事，一个大学生找不到工作，回到乡下闲着没事干用泥巴来玩，然后正好他是专业对口学考古的，认识一个陶匠师傅就这样一个差点失传的手艺稀里糊涂的继承了下来～(￣▽￣～)~,0.9793
回复 @我叫啥名字你管的着吗 :那还好，有些人是不传外人的,2021-09-17 08:27:06,5,回复,回复 @我叫啥名字你管的着吗 :那还好，有些人是不传外人的,0.4551
每个人的小宇宙都蕴含者巨大的能量，小宇宙计划的每部作品都很好看,2021-09-15 23:07:36,4,评论,每个人的小宇宙都蕴含者巨大的能量，小宇宙计划的每部作品都很好看,0.9976
我觉得中国动画应该有中国自己的画风，比如说视频的这种画风，这才是贴合中国人自己的画风。日漫的画风用来画国漫真的看腻了。个人观点。不喜勿喷,2021-09-16 20:02:41,0,评论,我觉得中国动画应该有中国自己的画风，比如说视频的这种画风，这才是贴合中国人自己的画风。日漫的画风用来画国漫真的看腻了。个人观点。不喜勿喷,0.1285
这也是我一直想说的，想起某些打着国漫崛起的旗号，结果是日系画风还自配了日语版[2233娘_汗],2021-09-17 02:02:22,3,回复,这也是我一直想说的，想起某些打着国漫崛起的旗号，结果是日系画风还自配了日语版,0.394
真的，现在清一色的日系画风….,2021-09-17 12:31:01,5,回复,真的，现在清一色的日系画风….,0.5996
好喜欢上美的画风，哪吒闹海，大闹天宫，天书奇谭，这些真的好好看啊,2021-09-17 23:41:15,5,回复,好喜欢上美的画风，哪吒闹海，大闹天宫，天书奇谭，这些真的好看啊,0.9968
有幸与这么好的作品合作配乐[打call],2021-09-11 11:48:42,2,评论,有幸与这么好的作品合作配乐,0.9952
老师的音乐真的太棒了！！,2021-09-11 12:48:45,5,回复,老师的音乐真的太棒了！,0.9836
