评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
[支持][支持],2022-02-23 14:03:09,2,评论,,0.5693
厉害耶！声音也好好听！,2022-02-23 11:22:12,6,评论,厉害耶！声音也好听！,0.9997
可以的！,2022-02-24 18:17:02,4,评论,可以的！,0.9965
涨知识了，声音也好好听，棒棒哒！,2022-02-23 16:33:27,2,评论,涨知识了，声音也好听，棒哒！,0.9999
[珈乐Carol_OK][珈乐Carol_OK][珈乐Carol_OK],2022-03-04 18:50:21,6,评论,,0.5693
