评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
可能到套圈我就不在了[喜极而泣][喜极而泣][喜极而泣],2022-02-21 09:48:20,3,评论,可能到套圈我就不在了,0.0324
太难了！眼睛只要一次看不清，或者手一抖，就干坏事了。[脸红],2022-02-21 19:21:25,4,回复,太难了！眼睛只要一次看不清，或者手一抖，就干坏事了。,0.0021
回复 @grace豆虫 :所以大佬之所以是大佬[doge],2022-02-22 12:05:23,3,回复,回复 @grace豆虫 :所以大佬之所以是大佬,0.0156
加水印防越南猴子和韩国棒子,2022-02-23 15:57:59,6,评论,加水印防越南猴子和韩国棒子,0.01
还有日本鬼子,2022-03-07 21:40:03,6,回复,还有日本鬼子,0.2423
试图教会我们[doge],2022-02-21 12:19:16,5,评论,试图教会我们,0.8803
以后叫你非遗up主[脱单doge],2022-02-27 10:19:33,5,评论,以后叫你非遗up主,0.0426
以后还有更多非遗手艺和大家分享[doge],2022-02-27 11:53:05,6,回复,以后还有更多非遗手艺和大家分享,0.9999
怎么变成金色呀,2022-02-23 12:46:00,5,评论,怎么变成金色呀,0.0036
应该是电镀的,2022-03-03 23:05:10,5,回复,应该是电镀的,0.0465
好厉害啊！果然是很精细的手艺,2022-02-22 00:13:51,5,评论,好厉害啊！果然是很精细的手艺,0.9999
看会了，不，看看得了[喜极而泣],2022-02-21 15:46:44,5,评论,看会了，不，看得了,0.9129
跟才疏学浅的才浅那个黄金神州飞船有得一拼[呲牙][呲牙][呲牙],2022-02-22 22:19:49,5,评论,跟才疏学浅的才浅那个黄金神州飞船有得一拼,0.0023
注意防寒啊,2022-03-10 17:00:55,5,评论,注意防寒啊,0.5602
太好看了,2022-03-09 01:02:08,4,评论,太好看了,0.7921
好漂亮,2022-03-08 22:25:00,5,评论,好漂亮,0.985
能不能把上面镶嵌上珠宝,2022-03-08 14:53:59,3,评论,能不能把上面镶嵌上珠宝,0.0068
太难了[热词系列_你币有了],2022-03-06 22:57:19,4,评论,太难了,0.0787
工艺品啊！,2022-03-06 15:12:36,5,评论,工艺品啊！,0.9535
买得起吗,2022-03-06 14:57:30,4,评论,买得起吗,0.1672
迷迷糊糊的点进来，看完，迷迷糊糊的出去了[笑哭]没忘记点赞[狗子],2022-03-06 11:43:52,5,评论,迷糊的点进来，看完，迷糊的出去了,0.0015
这bgm！自得琴社！,2022-02-21 22:27:22,5,评论,这bgm！自得琴社！,0.9793
是和风音乐吗？说错了希望不要生气[doge],2022-02-21 14:43:47,4,评论,是和风音乐吗？说错了希望不要生气,0.8513
bam是自得琴社的长安幻世绘 国风音乐哦,2022-02-21 15:07:49,6,回复,bam是自得琴社的长安幻世绘 国风音乐哦,0.9999
谢谢🙏,2022-02-22 11:11:43,4,回复,谢🙏,0.6268
你这不火不科学啊,2022-03-05 10:32:12,5,评论,你这不火不科学啊,0.0121
真好看,2022-03-03 11:19:29,5,评论,真好看,0.9144
好牛啊啊啊啊啊啊啊啊啊,2022-03-01 20:14:54,5,评论,好牛啊,0.9987
太高端了,2022-02-27 14:46:52,5,评论,太高端了,0.3666
太太越来越强了我的天,2022-02-21 10:37:14,6,评论,太越来越强了我的天,0.0185
又学新技能啦[喜欢],2022-02-21 12:12:02,5,评论,又学新技能啦,0.9991
越来越厉害了[热词系列_知识增加],2022-02-22 17:51:51,6,评论,越来越厉害了,0.8099
👍🏻,2022-02-21 12:53:40,5,评论,👍🏻,0.6268
太牛啦,2022-02-21 11:25:47,5,评论,太牛啦,0.7011
我大受震撼,2022-02-21 21:44:16,6,评论,我大受震撼,0.9706
