评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
回复 @danzhudanzhu :金银胎景泰蓝都有的，只是铜胎是大家接触最多的。,2022-01-22 01:11:04,4,回复,回复 @danzhu :金银胎景泰蓝都有的，只是铜胎是大家接触最多的。,0.0014
回复 @danzhudanzhu :您说的是另一项非遗技艺，应该是永胜珐琅银器吧，和铜胎掐丝的景泰蓝是两种不同的非遗项目,2022-01-22 01:16:46,5,回复,回复 @danzhu :您说的是另一项非遗技艺，应该是永胜珐琅银器吧，和铜胎掐丝的景泰蓝是两种不同的非遗项目,0.0019
尤其是北京景点里十多块一条的“景泰蓝”手镯，和景点里的景泰蓝店铺基本都是假的，北京景泰蓝厂里有师傅去看过了像这种便宜的都不是景泰蓝，好一点的还好可能是烤漆之类的，次一点的可能佩戴还对身体有害,2022-01-21 15:22:54,5,评论,尤其是北京景点里十多块一条的“景泰蓝”手镯，和景点里的景泰蓝店铺基本都是假的，北京景泰蓝厂里有师傅去看过了像这种便宜的都不是景泰蓝，好一点的还好可能是烤漆之类的，次一点的可能佩戴还对身体有害,0.9999
被骗过[笑哭]“景泰蓝的手串”，带了十几年了，它掉色了[跪了][跪了][跪了],2022-01-22 16:59:09,5,回复,被骗过,0.0319
买过，义乌生产十块一个，不变色随便戴戴,2022-01-23 23:46:05,6,回复,买过，义乌生产十块一个，不变色随便戴,0.9149
回复 @晴岚梦影 :主要是怕他里面的成分有问题，可以看看转地摊的视频，有提及,2022-01-24 19:31:31,5,回复,回复 @晴岚梦影 :主要是怕他里面的成分有问题，可以看转地摊的视频，有提及,0.0016
景泰蓝是不是也算珐琅啊，铜胎烧的,2022-01-20 08:12:33,6,评论,景泰蓝是不是也算珐琅啊，铜胎烧的,0.0017
是的[支持],2022-01-20 10:03:01,4,回复,是的,0.5303
是的，是一种结和了我们文化的产物，属于非物质文化遗产的一种,2022-01-21 15:18:36,5,回复,是的，是一种结和了我们文化的产物，属于非物质文化遗产的一种,0.9998
景泰蓝全名就叫铜胎掐丝珐琅彩,2022-01-22 01:27:58,4,回复,景泰蓝全名就叫铜胎掐丝珐琅彩,0.9976
很喜欢空窗珐琅就是不知道国内哪有靠谱的地方去买（本来做的就少，而且也确实很怕买到滴胶冒充的）,2022-01-17 16:19:24,4,评论,很喜欢空窗珐琅就是不知道国内哪有靠谱的地方去买（本来做的就少，而且也确实很怕买到滴胶冒充的）,0.9999
空窗珐琅现在确实稀有，而且价格普遍不便宜，凝蓝珐琅工作室和北京Latelier工作室都有一些，感兴趣可以看看。,2022-01-21 16:33:09,4,回复,空窗珐琅现在确实稀有，而且价格普遍不便宜，凝蓝珐琅工作室和北京Latelier工作室都有一些，感兴趣可以看。,0.9999
确实可以自己拿滴胶高仿：自己做个图案，底面贴封箱带，然后在上面填滴胶。我很喜欢这样自己搞点小东西，很好玩也便宜，不喜欢了就继续做新的,2022-01-23 17:02:48,6,回复,确实可以自己拿滴胶高仿：自己做个图案，底面贴封箱带，然后在上面填滴胶。我很喜欢这样自己搞点小东西，很好玩也便宜，不喜欢了就继续做新的,0.9999
回复 @囚徒不补 :滴胶会更轻，质感是胶质的，能直接看出来,2022-01-23 19:06:54,5,回复,回复 @囚徒不补 :滴胶会更轻，质感是胶质的，能直接看出来,0.0015
点进来之前:法兰不是工业零件吗，咋成了文化遗产了?[doge]点进来之后:原来是这个珐琅，好漂亮，又学到了新知识[doge]。,2022-01-21 08:06:04,5,评论,点进来之前:法兰不是工业零件吗，咋成了文化遗产了。,0.0019
[调皮],2022-01-21 09:35:23,4,回复,,0.5688
哈哈 是法兰连接还是螺纹连接那个哈,2022-01-21 16:25:41,5,回复,哈 是法兰连接还是螺纹连接那个哈,0.9999
回复 @Summer1919 :必然要是法兰连接[狗子]，谁能拒绝可以放水杯的法兰呢,2022-02-09 15:39:59,5,回复,回复 @Sumer19 :必然要是法兰连接，谁能拒绝可以放水杯的法兰呢,0.0025
珐琅鉴定与分类，中国有行业标准在编制，有兴趣的可以查下标准,2022-01-19 19:51:05,5,评论,珐琅鉴定与分类，中国有行业标准在编制，有兴趣的可以查下标准,0.9997
[保卫萝卜_哭哭]期待标准早日落实，规范名称归属问题,2022-01-19 20:36:55,4,回复,期待标准早日落实，规范名称归属问题,0.9999
好棒的知识科普[呲牙][打call],2022-01-21 17:39:17,5,评论,好棒的知识科普,0.9999
[保卫萝卜_哇]谢谢,2022-01-21 18:09:00,4,回复,谢,0.5081
幹了30幾年，終於看到有人在討論珐瑯！,2022-01-22 04:49:50,4,评论,幹了30幾年，終於看到有人在討論珐瑯！,0.0012
请问珐琅和陶瓷釉 有区别吗？,2022-03-10 07:03:05,2,回复,请问珐琅和陶瓷釉 有区别吗？,0.0055
好专业啊[笑哭],2022-01-17 16:20:07,5,评论,好专业啊,0.9984
每次你来的速度都好快[哦呼],2022-01-17 17:06:42,4,回复,每次你来的速度都好快,0.9999
巧了，巧了[笑哭]刚刚一打开就刷到了,2022-01-17 20:09:41,5,回复,巧了，巧了刚一打开就刷到了,0.9999
以前买过一个镯子，说是脱胎珐琅，有点透明的，不知道是不是真的珐琅，挺漂亮的,2022-01-23 19:18:02,5,评论,以前买过一个镯子，说是脱胎珐琅，有点透明的，不知道是不是真的珐琅，挺漂亮的,0.9966
手镯假的见的少一些,2022-01-23 19:49:36,4,回复,手镯假的见的少一些,0.0033
翡拉拉的珐琅是真的珐琅吗？我还挺喜欢他们家的东西,2022-01-21 16:10:19,5,评论,翡拉的珐琅是真的珐琅吗？我还挺喜欢他们家的东西,0.0009
[嘘声]不是珐琅,2022-01-21 16:22:33,4,回复,不是珐琅,0.0808
宝藏up,2022-01-17 20:45:35,5,评论,宝藏up,0.6343
[保卫萝卜_笔芯],2022-01-17 21:39:11,4,回复,,0.5688
可以的，学习,2022-01-17 18:08:26,5,评论,可以的，学习,0.9993
[虎年]那么请问up主什么时候开店呢，淘宝上看到我心惊胆战的，圈外人又分辨不出来,2022-01-24 22:07:24,5,评论,那么请问up主什么时候开店呢，淘宝上看到我心惊胆战的，圈外人又分辨不出来,0.0012
[灵魂出窍]我加快工作效率，尽量快点上线,2022-01-24 23:01:34,4,回复,我加快工作效率，尽量快点上线,0.9999
有了记得踹我[脱单doge]我也馋这些很久了,2022-02-09 23:30:59,4,回复,有了记得踹我我也馋这些很久了,0.9998
昨天在微信打了珐琅两字，今天就给我推这个？,2022-01-22 11:55:23,6,评论,昨天在微信打了珐琅两字，今天就给我推这个？,0.999
[妙啊]我摊牌了，几家互联网公司的幕后黑手就是我，我明天就让Siri当苹果ceo,2022-01-22 12:11:47,4,回复,我摊牌了，几家互联网公司的幕后黑手就是我，我明天就让Siri当苹果ceo,0.0319
回复 @银河铁匠 :行[doge],2022-01-22 13:04:37,6,回复,回复 @银河铁匠 :行,0.0967
懂了，珐琅就是高级搪瓷货！(but not),2022-01-23 21:54:17,4,评论,懂了，珐琅就是高级搪瓷货！(but not),0.9999
[喜极而泣]直白点都行,2022-01-23 22:10:46,4,回复,直白点都行,0.2411
那逆向思维买搪瓷珠能确保买到真珐琅么[doge],2022-01-26 17:48:32,6,评论,那逆向思维买搪瓷珠能确保买到真珐琅么,0.9996
[狗子]未曾设想得道路,2022-01-26 20:11:58,4,回复,未曾设想得道路,0.9945
现在关注以后俺就是老粉儿了[doge][doge][doge][doge][doge][doge][doge],2022-01-25 00:25:32,5,评论,现在关注以后俺就是老粉儿了,0.9997
[妙啊],2022-01-25 00:58:57,4,回复,,0.5688
珐琅印象里就是博物馆的发簪,2022-01-23 23:50:59,6,评论,珐琅印象里就是博物馆的发簪,0.9823
某宝上那种很漂亮但不太好用的珐琅锅是不是也可以叫搪瓷锅啊？,2022-01-22 19:29:09,6,评论,某宝上那种很漂亮但不太好用的珐琅锅是不是也可以叫搪瓷锅啊？,0.9997
是可以叫搪瓷锅，它是不好用光剩下漂亮了吗[喜极而泣],2022-01-22 20:27:40,4,回复,是可以叫搪瓷锅，它是不好用光剩下漂亮了吗,0.9996
回复 @银河铁匠 :珐琅锅说得好听是一锅两用，既能煲汤也能炒菜；说得不好听就是鸡肋，煲汤不如砂锅，炒菜不如铁锅😂不过好看是真的好看,2022-01-23 13:48:54,6,回复,回复 @银河铁匠 :珐琅锅说得好听是一锅两用，既能煲汤也能炒菜；说得不好听就是鸡肋，煲汤不如砂锅，炒菜不如铁锅😂不过好看是真的好看,0.0025
懂了[虎年],2022-01-18 11:27:11,3,评论,懂了,0.5896
以前“冷珐琅”都叫仿掐丝珐琅，仿珐琅，仿景泰蓝，从诞生这种材料包并且推广的时候就说明了是用更便捷的方式让大家关注珐琅，就……啥时候开始直接叫“冷珐琅”了，好家伙，商家果然有利可图啥都敢说[笑哭],2022-01-25 22:43:41,5,评论,以前“冷珐琅”都叫仿掐丝珐琅，仿景泰蓝，从诞生这种材料包并且推广的时候就说明了是用更便捷的方式让大家关注珐琅，就…啥时候开始直接叫“冷珐琅”了，好家伙，商家果然有利可图啥都敢说,0.0034
这视频推荐底下还有很多标题写的非遗，结果是掐丝沙画的,2022-01-25 08:46:05,6,评论,这视频推荐底下还有很多标题写的非遗，结果是掐丝沙画的,0.9999
[喜极而泣]就很黑色幽默,2022-01-25 09:14:39,4,回复,就很黑色幽默,0.9768
这个视频太赞了 受益匪浅,2022-01-23 13:04:03,6,评论,这个视频太赞了 受益匪浅,0.9992
[妙啊]兄台过奖了,2022-01-23 16:03:03,4,回复,兄台过奖了,0.8931
原来如此,2022-01-23 00:52:41,5,评论,原来如此,0.477
在某个4A景区的展览馆里看到一个摊位写着“非遗珐琅画”，我走近一看，就是视频说的掐丝沙画，不是珐琅，但因为很多人都认不出来，就那样蹭着非遗的热度大大方方摆着卖。挺魔幻的。,2022-01-22 14:42:27,6,评论,在某个4A景区的展览馆里看到一个摊位写着“非遗珐琅画”，我走近一看，就是视频说的掐丝沙画，不是珐琅，但因为很多人都认不出来，就那样蹭着非遗的热度大方摆着卖。挺魔幻的。,0.9997
好美啊,2022-01-22 10:45:54,5,评论,好美啊,0.9995
淘宝滥竽充数的商家太多了！,2022-01-22 10:39:28,5,评论,淘宝滥竽充数的商家太多了！,0.0112
回复 @19767816649 :还有很多标题写的非遗，里面视频是掐丝沙画，这么搞和偷国差不多了，偷国是偷别人的东西说是自己的，这么搞是混淆把本来是自己的东西给扔了捡了个别人的,2022-01-25 08:48:55,6,回复,回复 @1976781649 :还有很多标题写的非遗，里面视频是掐丝沙画，这么搞和偷国差不多了，偷国是偷别人的东西说是自己的，这么搞是混淆把本来是自己的东西给扔了捡了个别人的,0.0013
不仅淘宝，b站也好多[灵魂出窍]标题是珐琅，点进去结果是滴胶，看的我怀疑世界错了。,2022-01-24 08:38:37,5,回复,不仅淘宝，b站也好多标题是珐琅，点进去结果是滴胶，看的我怀疑世界错了。,0.9999
因为便宜容易上手，高温珐琅太麻烦了…,2022-01-23 18:28:34,5,回复,因为便宜容易上手，高温珐琅太麻烦了…,0.9999
噢！发廊嘛！我知道！,2022-01-22 08:12:09,5,评论,噢！发廊嘛！我知道！,0.9997
up 有没有认识武汉做珐琅的朋友嘞？,2022-01-19 12:02:14,6,评论,up 有没有认识武汉做珐琅的朋友嘞？,0.0045
目前没有…,2022-01-19 12:43:16,4,回复,目前没有…,0.4833
学到了新知识！,2022-02-27 02:15:59,5,评论,学到了新知识！,0.9998
[热词系列_妙啊],2022-02-27 09:19:41,4,回复,,0.5688
谢谢科普！ヾ(≧∇≦谢谢≧∇≦)ノ[虎年],2022-02-07 22:00:36,5,评论,谢科普！ヾ(≧∇≦谢≧∇≦)ノ,0.8666
[冰墩墩],2022-02-07 23:05:16,4,回复,,0.5688
那么请问珐琅漆是不是珐琅[doge][doge][doge],2022-01-24 21:05:01,5,评论,那么请问珐琅漆是不是珐琅,0.0183
[喜极而泣]是漆？,2022-01-24 23:00:54,4,回复,是漆？,0.0216
up主！之前在某宝上看到过一款珐琅感温变色项链，想知道有没有这样一种可以感温的珐琅？或者它可能是别的什么工艺呢？,2022-02-26 20:56:13,4,评论,up主！之前在某宝上看到过一款珐琅感温变色项链，想知道有没有这样一种可以感温的珐琅？或者它可能是别的什么工艺呢？,0.0013
一种热敏材料，理论上讲和珐琅没有关系。我之前都没注意到，给我涨见识了哈哈哈哈,2022-02-26 21:11:40,4,回复,一种热敏材料，理论上讲和珐琅没有关系。我之前都没注意到，给我涨见识了哈,0.0016
我说我看的珐琅饰品才几百元 大概是冷珐琅,2022-02-26 09:07:18,5,评论,我说我看的珐琅饰品才几百元 大概是冷珐琅,0.9605
其实百元也是有高温珐琅的[保卫萝卜_哇],2022-02-26 09:42:41,4,回复,其实百元也是有高温珐琅的,0.4532
回复 @银河铁匠 :真的嘛[脱单doge],2022-02-26 10:47:48,5,回复,回复 @银河铁匠 :真的嘛,0.0083
没错 掐丝珐琅真的害人不浅！！！,2022-02-25 16:23:37,5,评论,没错 掐丝珐琅真的害人不浅！,0.9981
我搞明白了。 珐琅按照图案的画法，也就是上色是画上去还是涂到金属的框里还是块里，分为画珐琅，掐丝珐琅，内填珐琅。热珐琅是传统珐琅，釉料上色，然后需要高温烧制而成。冷珐琅是利用树脂和颜料，通过低温烘烤或风干制成。冷珐琅材料便宜，操作简单，便于批量生产，大量商品化。大家市面上买到的千元以下的饰品，都是冷珐琅。我们先别纠结冷珐琅能不能叫珐琅，毕竟呈现出来的颜色和形式一模一样，再去分别也没有意义。我认为UP应该分析分析热珐琅比冷珐琅对于普通人来说好在哪，是颜色更鲜艳，还是保存时间更久，还是更有质感，还是什么别的优点。如果仅仅是工艺复杂，附加值高，那无非就是陷入了传统的就是好的这种偏执[doge],2022-02-18 16:14:20,5,评论,我搞明白了。 珐琅按照图案的画法，也就是上色是画上去还是涂到金属的框里还是块里，分为画珐琅，掐丝珐琅，内填珐琅。热珐琅是传统珐琅，釉料上色，然后需要高温烧制而成。冷珐琅是利用树脂和颜料，通过低温烘烤或风干制成。冷珐琅材料便宜，操作简单，便于批量生产，大量商品化。大家市面上买到的千元以下的饰品，都是冷珐琅。我们先别纠结冷珐琅能不能叫珐琅，毕竟呈现出来的颜色和形式一模一样，再去分别也没有意义。我认为UP应该分析热珐琅比冷珐琅对于普通人来说好在哪，是颜色更鲜艳，还是保存时间更久，还是更有质感，还是什么别的优点。如果仅是工艺复杂，附加值高，那无非就是陷入了传统的就是好的这种偏执,0.0021
想问下UP，埃及法老的珐琅可以存在上千年，是不是所有热珐琅只要保存好，都可以把颜色保存上千年？冷珐琅呢？多久就会变旧变色？,2022-02-18 16:17:41,5,回复,想问下UP，埃及法老的珐琅可以存在上千年，是不是所有热珐琅只要保存好，都可以把颜色保存上千年？冷珐琅呢？多久就会变旧变色？,0.9998
[坎公骑冠剑_无语]高温珐琅的优点都是冷珐琅没有的“耐腐蚀、耐高温、高硬度、不氧化….”视频里有提到…低温珐琅现在严格的来说已经被除名了，只是咱们的行业标准迟迟不落实。,2022-02-18 17:20:56,4,回复,高温珐琅的优点都是冷珐琅没有的“耐腐蚀、耐高温、高硬度、不氧化….”视频里有提到…低温珐琅现在严格的来说已经被除名了，只是咱们的行业标准迟不落实。,0.9999
你可拉倒吧,2022-02-18 19:31:49,3,回复,你可拉倒吧,0.2093
视频一直没有说清楚珐琅是什么，这种工艺用什么材料，经过什么步骤形成什么效果的成品。,2022-01-22 01:35:34,4,评论,视频一直没有说清楚珐琅是什么，这种工艺用什么材料，经过什么步骤形成什么效果的成品。,0.9997
[妙啊]02:00后面有说，珐琅是一种玻璃，主要成分是二氧化硅，高温釉化后附着在金属上形成类似保护层的效果。,2022-01-22 01:49:10,4,回复,02:0后面有说，珐琅是一种玻璃，主要成分是二氧化硅，高温釉化后附着在金属上形成类似保护层的效果。,0.9999
这不是一个普及珐琅种类知识的视频吗？要看工艺的去找专门的视频啊。[疑惑],2022-01-24 08:43:51,5,回复,这不是一个普及珐琅种类知识的视频吗？要看工艺的去找专门的视频啊。,0.0009
回复 @乐仙弥 :斧正一下 我挺想听听您的高见,2022-01-22 17:52:05,4,回复,回复 @乐仙弥 :斧正一下 我挺想听您的高见,0.0069
