评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
太牛啦,2021-06-10 17:06:48,4,评论,太牛啦,0.6998
[给心心]谢谢,2021-06-10 18:36:37,5,回复,谢,0.5111
虽然不太欣赏得来，但是非遗是一定要支持的，up加油[打call],2021-07-04 17:40:23,6,评论,虽然不太欣赏得来，但是非遗是一定要支持的，up加油,0.9996
因为是第一个成功品，没做好。[笑哭],2021-07-04 20:29:48,5,回复,因为是第一个成功品，没做好。,0.9997
我天！！up你的手好可爱！！！！[打call],2021-07-03 22:57:45,5,评论,我天！up你的手好可爱！,0.9999
(⁄ ⁄•⁄ω⁄•⁄ ⁄),2021-07-04 11:50:38,5,回复,(⁄ ⁄•⁄ω⁄•⁄ ⁄),0.0853
花挺好看，人....有点吓人[笑哭],2021-07-02 20:47:25,6,评论,花挺好看，人,0.9989
人物会改的[笑哭],2021-07-03 07:53:30,5,回复,人物会改的,0.5392
up求黏头发的是啥胶？这么好使！,2021-06-13 09:02:50,5,评论,up求黏头发的是啥胶？这么好使！,0.0025
是酒精胶。十块钱十个的样子。,2021-06-13 09:18:35,5,回复,是酒精胶。十块钱十个的样子。,0.0011
好厉害[打call],2021-06-11 09:49:36,5,评论,好厉害,0.8834
谢谢[给心心],2021-06-11 11:19:14,5,回复,谢,0.5111
哇😯好神奇,2021-06-10 12:10:15,0,评论,哇😯好神奇,0.9995
[给心心],2021-06-10 15:18:04,5,回复,,0.5696
很棒很棒很棒！！,2021-07-02 11:56:57,5,评论,很棒！,0.9996
谢谢[爱心],2021-07-02 12:57:47,5,回复,谢,0.5111
好绝！up加油鸭！,2021-06-29 10:29:45,5,评论,好绝！up加油鸭！,0.9998
谢谢[爱心],2021-06-29 17:57:02,5,回复,谢,0.5111
被封面的树吸引进来[笑哭][笑哭][笑哭]人物还有可以改进的地方，不过还是很厉害的！加油呀！[给心心],2021-06-26 14:52:52,5,评论,被封面的树吸引进来,0.9973
谢谢[爱心],2021-06-26 16:04:23,5,回复,谢,0.5111
Emmm   up要不要入土坑  用粘土捏娃体   比如超轻  软陶,2021-06-26 14:24:40,5,评论,Em up要不要入土坑 用粘土捏娃体 比如超轻 软陶,0.9999
回复 @厨房杀手要减肥 :推荐粘土   超轻入门容易，做精致有点难，和软陶比胜在成本相对低，教程感觉也多些   软陶做精致的比粘土容易一点  毕竟塑型能力强，就是需要烤，才能定型   缺点的话就是材料相对贵，需要烤箱，还有一定烤裂什么的，需要技术,2021-06-26 19:39:51,5,回复,回复 @厨房杀手要减肥 :推荐粘土 超轻入门容易，做精致有点难，和软陶比胜在成本相对低，教程感觉也多些 软陶做精致的比粘土容易一点 毕竟塑型能力强，就是需要烤，才能定型 缺点的话就是材料相对贵，需要烤箱，还有一定烤裂什么的，需要技术,0.0014
[笑哭]我已经快要被用纸做手要弄秃了,2021-06-26 16:04:12,5,回复,我已经快要被用纸做手要弄秃了,0.0016
up可以试试右手扶着坐的木头 左手捏个兰花指摸头发这种感觉的姿势x  比较好凹造型 还会更生动一点做的真的特别好！,2021-06-23 20:43:54,5,评论,up可以试右手扶着坐的木头 左手捏个兰花指摸头发这种感觉的姿势x 比较好凹造型 还会更生动一点做的真的特别好！,0.9999
收到(°∀°)ﾉ,2021-06-23 21:32:55,5,回复,收到(°∀°)ﾉ,0.997
回复 @厨房杀手要减肥 :✧*｡٩(ˊᗜˋ*)و✧*｡,2021-06-24 21:58:12,5,回复,回复 @厨房杀手要减肥 :✧*｡٩(ˊᗜˋ*)و✧*｡,0.0018
好厉害👍🏻,2021-06-23 18:30:19,5,评论,好厉害👍🏻,0.9618
谢谢(=・ω・=),2021-06-23 21:33:06,5,回复,谢(=・ω・=),0.9024
好厉害！好漂亮！！,2021-06-22 12:39:15,5,评论,好厉害！好漂亮！,0.9998
ε=ε=(ノ≧∇≦)ノ谢谢,2021-06-22 13:47:15,5,回复,ε=(ノ≧∇≦)ノ谢,0.9991
我光注意up灵活的小胖手惹，有亿点点想盘[doge],2021-06-22 02:54:18,5,评论,我光注意up灵活的小胖手惹，有亿点想盘,0.9999
[蛆音娘_吃惊],2021-06-22 09:47:37,5,回复,,0.5696
可是四个月的时间 那这个手办的价格有多贵呢,2021-06-21 14:48:06,4,评论,可是四个月的时间 那这个手办的价格有多贵呢,0.0017
这个只是试看看的,2021-06-21 17:46:12,5,回复,这个只是试看的,0.9895
把暑假作业打成纸浆做手办,2021-06-21 12:41:13,5,评论,把暑假作业打成纸浆做手办,0.9978
这个也不知道是我什么时候的作业本。,2021-06-21 17:46:29,5,回复,这个也不知道是我什么时候的作业本。,0.8532
好看！！,2021-06-20 20:00:07,5,评论,好看！,0.9939
谢谢(°∀°)ﾉ,2021-06-20 21:15:06,5,回复,谢(°∀°)ﾉ,0.9929
再精致一些的话——会成神吧！宝藏up主，加油啊！,2021-06-20 15:57:41,4,评论,再精致一些的话—会成神吧！宝藏up主，加油啊！,0.9999
回复 @厨房杀手要减肥 :加油加油,2021-06-20 18:58:58,4,回复,回复 @厨房杀手要减肥 :加油,0.0309
[妙啊]我也想成为大神。,2021-06-20 16:28:21,5,回复,我也想成为大神。,0.9998
她的手就。。。其他的都很好看,2021-06-19 15:30:30,5,评论,她的手就。其他的都很好看,0.9999
手是石膏的[笑哭]僵硬，准备改了,2021-06-19 17:03:16,5,回复,手是石膏的僵硬，准备改了,0.002
如果动作不好改的话，建议在手下放个东西吧，垫着显得动作自然点,2021-06-18 22:36:48,4,评论,如果动作不好改的话，建议在手下放个东西吧，垫着显得动作自然点,0.002
好主意(°∀°)ﾉ,2021-06-18 23:35:06,5,回复,好主意(°∀°)ﾉ,0.0515
好奇：非遗是指？,2021-06-17 13:23:37,5,评论,好奇：非遗是指？,0.5638
非物质文化遗产。,2021-06-17 14:54:56,5,回复,非物质文化遗产。,0.9988
回复 @厨房杀手要减肥 :这……我是说up的非遗是指哪个[tv_doge],2021-08-03 18:44:07,5,回复,回复 @厨房杀手要减肥 :这…我是说up的非遗是指哪个,0.0011
太强了[打call],2021-06-17 09:05:09,6,评论,太强了,0.1746
[爱心]谢谢,2021-06-17 09:41:22,5,回复,谢,0.5111
听说UP主每条评论都会回复？[狗子],2021-06-16 13:44:38,5,评论,听说UP主每条评论都会回复？,0.0037
(°∀°)ﾉ看到的会回的。,2021-06-16 13:55:08,5,回复,(°∀°)ﾉ看到的会回的。,0.999
厉害！！！花花真是超好看，头发也太可怕，中间发生了什么事，亿点点调整之后成为了神仙发型！期待化完妆的效果~,2021-06-15 20:28:29,5,评论,厉害！花真是超好看，头发也太可怕，中间发生了什么事，亿点调整之后成为了神仙发型！期待化完妆的效果~,0.9999
另，首页通知书！！！恭喜！！！！！,2021-06-15 20:29:02,5,回复,另，首页通知书！恭喜！,0.9984
回复 @睦睦睦月 :开心！ε=ε=(ノ≧∇≦)ノ,2021-06-15 20:36:41,5,回复,回复 @睦月 :开心！ε=(ノ≧∇≦)ノ,0.0098
[热词系列_三连]想法很棒啊，期待下次作品更好！,2021-06-15 13:44:59,5,评论,想法很棒啊，期待下次作品更好！,0.9999
(°∀°)ﾉ谢谢,2021-06-15 13:55:42,5,回复,(°∀°)ﾉ谢,0.8532
加油，还想看完成度更高的作品。给你两个圆圆的补充能量[热词系列_你币有了],2021-06-14 14:10:10,5,评论,加油，还想看完成度更高的作品。给你两个圆的补充能量,0.9999
ε=ε=(ノ≧∇≦)ノ谢谢,2021-06-14 14:32:16,5,回复,ε=(ノ≧∇≦)ノ谢,0.9991
背部和手臂稍微弯曲一点会很好的[OK][OK]加油呀[打call],2021-06-14 09:00:58,6,评论,背部和手臂稍微弯曲一点会很好的,0.0086
收到！(°∀°)ﾉ谢谢,2021-06-14 09:21:35,5,回复,收到！(°∀°)ﾉ谢,0.9991
太短了，up真的太短了[doge],2021-06-13 21:18:04,6,评论,太短了，up真的太短了,0.0023
[笑哭],2021-06-13 21:23:18,5,回复,,0.5696
这个发型做的好别致啊,2021-06-13 20:58:29,5,评论,这个发型做的好别致啊,0.9998
[爱心],2021-06-13 21:23:08,5,回复,,0.5696
手指头弯起来  不然要跳了,2021-06-13 15:05:34,6,评论,手指头弯起来 不然要跳了,0.0016
[笑哭],2021-06-13 15:27:53,5,回复,,0.5696
膜拜大佬！,2021-06-13 00:24:06,4,评论,膜拜大佬！,0.8347
[笑哭]我的梦想是成为大佬。,2021-06-13 08:00:42,5,回复,我的梦想是成为大佬。,0.9999
这小手，胖嘟嘟，可爱,2021-06-12 23:11:44,6,评论,这小手，胖嘟，可爱,0.9934
(=・ω・=),2021-06-12 23:24:36,5,回复,(=・ω・=),0.5738
我想问问这种胶水粘的时间长了会硬化陀螺 或者一碰就碎啥的么,2021-06-12 21:50:49,5,评论,我想问这种胶水粘的时间长了会硬化陀螺 或者一碰就碎啥的么,0.0017
不知道胶水会不会硬化，但是通草纸一旦干了之后就会很脆。就尽量的就不要大浮动的去揉捏会碎掉。[笑哭]我在做的过程当中有的时候水分给少了就碎了。,2021-06-12 21:57:35,5,回复,不知道胶水会不会硬化，但是通草纸一旦干了之后就会很脆。就尽量的就不要大浮动的去揉捏会碎掉。我在做的过程当中有的时候水分给少了就碎了。,0.0014
手残党路过[微笑],2021-06-12 18:39:56,5,评论,手残党路过,0.7935
摸摸爪[藏狐],2021-06-12 19:57:24,5,回复,摸爪,0.8481
头发好好看！就是手部动作有点僵[doge],2021-06-12 16:39:18,5,评论,头发好看！就是手部动作有点僵,0.9999
是的，手因为是石膏的，所以看着很僵硬，我在尝试能不能改成纸的,2021-06-12 17:07:19,5,回复,是的，手因为是石膏的，所以看着很僵硬，我在尝试能不能改成纸的,0.9997
这个，他贵吗？[doge],2021-06-12 16:33:11,6,评论,这个，他贵吗？,0.223
这个我也不知道啊价格。[热词系列_泪目],2021-06-12 17:07:58,5,回复,这个我也不知道啊价格。,0.989
加油！,2021-06-12 15:45:22,6,评论,加油！,0.992
谢谢[给心心],2021-06-12 15:48:05,5,回复,谢,0.5111
这是什么feiyi技术,2021-06-12 14:37:58,6,评论,这是什么feiyi技术,0.0197
是通草花然后还有纸笸箩，我把两个合在一起了。,2021-06-12 15:08:53,5,回复,是通草花然后还有纸笸箩，我把两个合在一起了。,0.9996
好牛！人物动态多练练就超级棒了！,2021-06-12 14:18:51,5,评论,好牛！人物动态多练就超级棒了！,0.9999
这个是目前唯一成功的一个前面还有两个失败了。以后还是要多练习[OK],2021-06-12 15:07:43,5,回复,这个是目前唯一成功的一个前面还有两个失败了。以后还是要多练习,0.9996
回复 @厨房杀手要减肥 :加油加油！期待up的下一个作品,2021-06-13 12:29:22,5,回复,回复 @厨房杀手要减肥 :加油！期待up的下一个作品,0.0081
好好看的，超棒，up的手好巧啊,2021-06-12 13:38:41,4,评论,好看的，超棒，up的手好巧啊,0.9999
[给心心]谢谢,2021-06-12 14:02:04,5,回复,谢,0.5111
加油哦,2021-06-12 12:50:59,5,评论,加油哦,0.9976
谢谢[给心心],2021-06-12 13:22:31,5,回复,谢,0.5111
好棒！加油鸭！免费的粉丝要不要？,2021-06-12 12:43:24,4,评论,好棒！加油鸭！免费的粉丝要不要？,0.9999
[星星眼]那可真是太棒了,2021-06-12 13:22:23,5,回复,那可真是太棒了,0.9917
視頻挺好，但是感覺bgm有點不合適,2021-06-12 08:53:42,5,评论,視頻挺好，但是感覺bgm有點不合適,0.9999
其实是为了踩点才选的这个[笑哭],2021-06-12 09:13:16,5,回复,其实是为了踩点才选的这个,0.075
回覆 @厨房杀手要减肥 :這個bgm聽著有點懸疑片的感覺[doge],2021-06-12 09:14:13,5,回复,回覆 @厨房杀手要减肥 :這個bgm聽著有點懸疑片的感覺,0.9999
太厉害了[跪了],2021-06-12 01:06:07,6,评论,太厉害了,0.1611
[给心心]谢谢,2021-06-12 08:17:08,5,回复,谢,0.5111
加油！！！,2021-06-11 23:38:17,4,评论,加油！,0.992
[热词系列_好耶]我会加油哒,2021-06-12 08:17:35,5,回复,我会加油哒,0.9997
真棒！,2021-06-11 23:08:44,5,评论,真棒！,0.9973
[给心心]谢谢,2021-06-12 08:17:47,5,回复,谢,0.5111
