评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
[doge]封建统治者一如既往地会享受,2022-01-23 10:57:08,5,评论,封建统治者一如既往地会享受,0.9671
高一地理题上考过,2022-01-17 16:52:39,3,评论,高一地理题上考过,0.5542
香云纱，广东特有,2022-01-15 18:07:05,4,评论,香云纱，广东特有,0.8229
深圳的晒布的地名就是以前晒的香云纱，宝安县深圳墟也是远近闻名的商业手工业中心，出的香云纱质量也不输顺德，深圳过去不全是小渔村,2022-01-15 16:15:18,5,评论,深圳的晒布的地名就是以前晒的香云纱，宝安县深圳墟也是远近闻名的商业手工业中心，出的香云纱质量也不输顺德，深圳过去不全是小渔村,0.7674
我先来：有什么用啊？人家LV看得起你吗？          dogedogedogedogedogedogedogedogedoge别杀我，我是友军,2022-01-13 13:39:57,5,评论,我先来：有什么用啊？人家LV看得起你吗？ doge别杀我，我是友军,0.1545
香云纱旗袍知道好好看！！！穿上就是摇曳生姿 太爱了,2022-01-08 13:31:18,5,评论,香云纱旗袍知道好看！穿上就是摇曳生姿 太爱了,0.9929
会起球吗？[doge][doge][doge],2022-02-01 19:26:34,4,评论,会起球吗？,0.0402
思密达！！！！！[滑稽][嗑瓜子][阴险][阴险][阴险],2022-02-01 15:57:22,3,评论,思密达！,0.3734
卖炭翁：我赚了？,2022-02-01 10:39:25,4,评论,卖炭翁：我赚了？,0.0692
小心韩偷国人,2022-02-01 03:25:07,5,评论,小心韩偷国人,0.0935
这个衣服怎么才能提醒国家去把它申遗呀？我们要尽早,2022-01-29 18:30:15,2,评论,这个衣服怎么才能提醒国家去把它申遗呀？我们要尽早,0.164
汉服样式的可能会很惊艳哦,2022-01-28 18:08:47,3,评论,汉服样式的可能会很惊艳哦,0.979
这个纱他就像烟雾一样真的好美，但他又不是那种一盘散的烟，他就像有形体一样，就是精神体一样包围着你的那种感觉，很美。怎么说呢？就像流水一样的那样子，线条美就是很美，很轻盈的感觉。,2022-01-26 18:49:25,4,评论,这个纱他就像烟雾一样真的好美，但他又不是那种一盘散的烟，他就像有形体一样，就是精神体一样包围着你的那种感觉，很美。怎么说呢？就像流水一样的那样子，线条美就是很美，很轻盈的感觉。,0.9938
偷国：[喜欢],2022-01-26 13:08:27,4,评论,偷国：,0.645
已经在申遗了思密达,2022-01-26 13:07:55,4,评论,已经在申遗了思密达,0.3391
我的天啊！小时候用的都是这料子，不喜欢，现在才知它的好[笑哭][笑哭][笑哭][笑哭],2022-01-26 12:08:43,2,评论,我的天啊！小时候用的都是这料子，不喜欢，现在才知它的好,0.7645
一个bgm和出色的剪辑让我热了眼眶，内心激动,2022-01-25 13:27:24,5,评论,一个bgm和出色的剪辑让我热了眼眶，内心激动,0.9981
！霜雪我吹爆,2022-01-31 19:16:58,4,回复,！霜雪我吹爆,0.4551
薯染,2022-01-25 13:25:48,5,评论,薯染,0.7566
东南亚那边喜欢，出了汗不沾身,2022-01-25 13:25:02,5,评论,东南亚那边喜欢，出了汗不沾身,0.7147
所以中国奢侈品，真的是咬牙都买不起[笑哭],2022-01-25 10:20:31,4,评论,所以中国奢侈品，真的是咬牙都买不起,0.7621
小时候奶奶告诉我现在的衣服不如她们年轻的时候的好穿透气，小时候的我不懂，觉得她们的年代那么穷，怎么会比我们的时代物资更好，现在我懂了，她们的衣服就是香云纱做的。,2022-01-24 23:35:24,4,评论,小时候奶告诉我现在的衣服不如她们年轻的时候的好穿透气，小时候的我不懂，觉得她们的年代那么穷，怎么会比我们的时代物资更好，现在我懂了，她们的衣服就是香云纱做的。,0.5976
传统工艺一定问传承下去！以史为鉴，一定不要大方地教他国盗贼啊！,2022-01-24 19:50:43,3,评论,传统工艺一定问传承下去！以史为鉴，一定不要大方地教他国盗贼啊！,0.9423
这个真的是国家的财富，这个才是奢侈品，底蕴！格局！,2022-01-24 19:46:50,5,评论,这个真的是国家的财富，这个才是奢侈品，底蕴！格局！,0.9504
我做过这个的地理题！,2022-01-24 18:41:16,4,评论,我做过这个的地理题！,0.4144
韩国：懂了，马上就偷。,2022-01-24 10:53:05,6,评论,韩国：懂了，马上就偷。,0.2502
香云纱,2022-01-23 15:06:52,4,评论,香云纱,0.5153
等什么那，申遗！申遗！,2022-01-23 12:57:42,5,评论,等什么那，申遗！,0.3048
香云纱不是工艺吗[doge],2022-01-23 01:53:10,3,评论,香云纱不是工艺吗,0.0225
顺德人报道,2022-01-23 01:38:11,5,评论,顺德人报道,0.3426
地理考过，限制规模的竟然是没有大平原，人傻了。,2022-01-22 17:56:45,2,评论,地理考过，限制规模的竟然是没有大平原，人傻了。,0.0297
现代的产量怎么样？,2022-01-22 05:16:31,3,评论,现代的产量怎么样？,0.0614
缂丝，香云纱用这些做衣服可真是穿不起啊,2022-01-22 01:04:29,5,评论,缂丝，香云纱用这些做衣服可真是穿不起啊,0.1945
我发布了一篇笔记，快来看看吧	香云纱，广东省佛山市顺德区特产，中国国家地理标志产品。  	香云纱又名“响云纱”，本名“莨纱”，是采用植物染料薯莨染色的丝绸面料，是世界纺织品中唯一用纯...https://www.bilibili.com/h5/note-app/view?cvid=14940481&pagefrom=comment,2022-01-21 23:53:53,4,评论,我发布了一篇笔记，快来看吧	香云纱，广东省佛山市顺德区特产，中国家地理标志产品。  	香云纱又名“响云纱”，本名“莨纱”，是采用植物染料薯莨染色的丝绸面料，是世界纺织品中唯一用纯.htps:/w.bili.com/h5/note-ap/view?cvid=14940481&pagefrom=coment,0.5468
我很喜欢这些传统工艺，也很反感一味崇洋媚外，但是是否真的要了解了才能比较谩骂呢？国外的奢侈品例如香奈儿，设计，版型和品牌积淀确实很厉害，还有国外也不是没有优秀的面料和匠人，希望未来的文化自信能是我的民族有这样的东西很好，而不是我的民族有，其他民族都没有，有也比不上我们这很好。单纯的优越感是否也是在侮辱我们自己的工艺呢？,2022-01-21 19:06:08,2,评论,我很喜欢这些传统工艺，也很反感一味崇洋媚外，但是否真的要了解了才能比较谩骂呢？国外的奢侈品例如香奈儿，设计，版型和品牌积淀确实很厉害，还有国外也不是没有优秀的面料和匠人，希望未来的文化自信能是我的民族有这样的东西很好，而不是我的民族有，其他民族都没有，有也比不上我们这很好。单纯的优越感是否也是在侮辱我们自己的工艺呢？,0.6738
千万不要教别国 小心被偷,2022-01-21 12:29:28,4,评论,千万不要教别国 小心被偷,0.0055
前几年跟我妈去祖庙那边逛了一家店好像就是专卖香云纱的 我就只记得我叔给我介绍说是要用泥巴做的 确实大部分都是深色调 我妈买的那条黑色裙子我倒很喜欢 好像七百多 然后我叔买了件衬衫 好像男士的衣服都蛮好看的 价格大概也是几百到几千 不过店员介绍说大部分都是折后价,2022-01-21 00:34:30,6,评论,前几年跟我妈去祖庙那边逛了一家店好像就是专卖香云纱的 我就只记得我叔给我介绍说是要用泥巴做的 确实大部分都是深色调 我妈买的那条黑色裙子我倒很喜欢 好像七百多 然后我叔买了件衬衫 好像男士的衣服都蛮好看的 价格大概也是几百到几千 不过店员介绍说大部分都是折后价,0.5841
之前想买香云纱布料做汉服来着，但是又贵又没找到合适的图案,2022-01-20 21:05:06,6,评论,之前想买香云纱布料做汉服来着，但是又贵又没找到合适的图案,0.6391
说个价格让我死心,2022-01-20 20:15:22,4,评论,说个价格让我死心,0.0811
布料好看，但这衣服设计的真丑，完全是浪费材料，你们还不如卖外国赚点外快,2022-01-20 14:18:33,4,评论,布料好看，但这衣服设计的真丑，完全是浪费材料，你们还不如卖外国赚点外快,0.0043
最后一句瞬间拔高了主题哈哈哈,2022-01-20 13:59:19,6,评论,最后一句瞬间拔高了主题哈,0.5886
现场去看的话那些味道有点难闻,2022-01-19 16:46:00,2,评论,现场去看的话那些味道有点难闻,0.5572
顺德考试非遗专题出过[脱单doge]讲非遗时老师重点讲过[妙啊],2022-01-18 23:41:02,3,评论,顺德考试非遗专题出过,0.7807
秋BGM！！！,2022-01-18 21:19:35,4,评论,秋BGM！,0.5837
韩国人学不会,2022-01-18 15:59:38,2,评论,韩国人学不会,0.5037
求一开始的bgm,2022-01-17 00:22:08,4,评论,求一开始的bgm,0.5313
偷国：在申遗了[藏狐],2022-01-16 21:02:27,4,评论,偷国：在申遗了,0.5581
刚考了,2022-01-16 15:16:56,2,评论,刚考了,0.5343
中国的奢侈品那是真的奢侈[热词系列_知识增加],2022-01-16 14:56:52,6,评论,中国的奢侈品那是真的奢侈,0.9792
记得香云纱刚做好先给丫头，老妈子穿，服帖以后小姐太太再穿,2022-01-16 09:21:26,5,评论,记得香云纱刚做好先给丫头，老妈子穿，服帖以后小姐太再穿,0.2127
考试材料里面背到了……,2022-01-16 02:13:25,5,评论,考试材料里面背到了…,0.6069
哇哦⊙∀⊙！,2022-01-15 20:07:01,4,评论,哇哦⊙∀⊙！,0.868
看了半天突然发现地理题做过这个,2022-01-15 17:38:20,5,评论,看了半天突然发现地理题做过这个,0.1659
韩国，，，又是我的了,2022-01-15 15:30:14,4,评论,韩国，又是我的了,0.5282
龚琳娜老师也喜欢香云纱,2022-01-15 13:34:17,5,评论,龚琳娜老师也喜欢香云纱,0.9376
事实证明，中国的奢侈品你连想都不敢想,2022-01-15 13:07:33,5,评论,事实证明，中国的奢侈品你连想都不敢想,0.1971
拼多多淘宝仿完的都标签日韩式[生气],2022-01-15 12:10:00,5,评论,拼多淘宝仿完的都标签日韩式,0.325
中国要走的更远！！！！,2022-01-15 09:31:04,5,评论,中国要走的更远！,0.3507
在偷了思密达[doge],2022-01-15 02:23:11,4,评论,在偷了思密达,0.0888
我想学！！,2022-01-15 02:13:42,3,评论,我想学！,0.6399
韩国人在偷了在偷了,2022-01-15 01:25:22,4,评论,韩国人在偷了,0.2037
做汉服应该很好看吧,2022-01-15 00:07:01,6,评论,做汉服应该很好看吧,0.8626
我们地理做过这个题,2022-01-14 21:48:53,2,评论,我们地理做过这个题,0.4829
我们地理做过这个题,2022-01-14 21:45:53,2,评论,我们地理做过这个题,0.4829
那个这个可以洗吗，如果可以等我以后结婚高低给媳妇整一套。,2022-01-14 19:21:26,5,评论,那个这个可以洗吗，如果可以等我以后结婚高低给媳妇整一套。,0.703
工艺就是你就算知道原料步骤，普通人也做不出来,2022-01-14 17:34:11,5,评论,工艺就是你就算知道原料步骤，普通人也做不出来,0.1938
收集一下资料发到韩国去,2022-01-14 14:31:10,4,评论,收集一下资料发到韩国去,0.5667
中国风的衣服，模特也要有中国的仪态才搭调。穿着中式的衣服，走着外国那种张扬的步子，就很不协调。,2022-01-14 12:22:15,4,评论,中国风的衣服，模特也要有中国的仪态才搭调。穿着中式的衣服，走着外国那种张扬的步子，就很不协调。,0.5448
有次经过香云纱晾晒场，阳光照射映衬出地面一片金黄,2022-01-14 08:27:12,5,评论,有次经过香云纱晾晒场，阳光照射映衬出地面一片金黄,0.8886
我妈就很喜欢穿香云纱的衣服…,2022-01-14 06:44:33,5,评论,我妈就很喜欢穿香云纱的衣服…,0.7468
国外的奢侈品咬咬牙还能买得起，国内的奢侈品咬碎了牙也买不起。,2022-01-13 23:12:02,4,评论,国外的奢侈品咬牙还能买得起，国内的奢侈品咬碎了牙也买不起。,0.9148
虚假的奢侈品，死贵实用性不强。代表作品：驴的空气马甲[doge],2022-01-13 22:15:46,5,评论,虚假的奢侈品，死贵实用性不强。代表作品：驴的空气马甲,0.0676
实在是太棒了！中国手艺人的智慧,2022-01-13 22:09:38,5,评论,实在是太棒了！中国手艺人的智慧,0.993
买了很多布料，但一直没做[笑哭],2022-01-13 22:02:06,5,评论,买了很多布料，但一直没做,0.4779
回复 @一繇 :淘宝买的，卿尘香云纱！,2022-02-01 21:18:43,5,回复,回复 @一繇 :淘宝买的，卿尘香云纱！,0.7091
问一下顺德那里有这种布料卖,2022-01-31 18:47:49,5,回复,问一下顺德那里有这种布料卖,0.0763
好美,2022-01-13 21:58:13,5,评论,好美,0.9877
我妈入坑疯狂买，还给我安利[笑哭],2022-01-13 21:33:23,6,评论,我妈入坑疯狂买，还给我安利,0.1788
缂丝也很贵,2022-01-13 21:03:32,2,评论,缂丝也很贵,0.4799
草，这个布料很水墨风啊！,2022-01-13 20:02:22,5,评论,草，这个布料很水墨风啊！,0.7001
小心偷国人[灵魂出窍][妙啊],2022-01-13 19:47:52,5,评论,小心偷国人,0.0935
这真的不是用钱买得到的，这才是真的奢侈品,2022-01-13 19:00:05,3,评论,这真的不是用钱买得到的，这才是真的奢侈品,0.5526
最贵应该是那个用荷茎织的,2022-01-13 14:01:04,5,评论,最贵应该是那个用荷茎织的,0.134
这个bgm衔接的好妙,2022-01-13 12:39:40,5,评论,这个bgm衔接的好妙,0.3149
没有男装就很难受,2022-01-13 09:53:45,5,评论,没有男装就很难受,0.0804
我在别的评论里评论帮。。。z就发不出来，为什么？,2022-01-13 00:56:53,5,评论,我在别的评论里评论帮。z就发不出来，为什么？,0.0697
中国不是没有奢侈品，是根本买不起[笑哭],2022-01-12 20:03:56,6,评论,中国不是没有奢侈品，是根本买不起,0.04
梦幻,2022-01-12 12:18:42,4,评论,梦幻,0.8504
这才是奢侈品  还是买不起的那种 [吃瓜],2022-01-12 10:51:49,5,评论,这才是奢侈品 还是买不起的那种 ,0.7684
不贵，我家卖的才100多一米,2022-01-12 00:02:58,3,评论,不贵，我家卖的才10多一米,0.7598
在哪买,2022-01-11 21:47:03,5,评论,在哪买,0.4037
