评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
砖瓦凝聚金木水火土五行，亦凝结了每位瓦工的心血。,2022-01-11 14:09:14,4,评论,砖瓦凝聚金木水火土五行，亦凝结了每位瓦工的心血。,0.9169
太对了，金木水火土，少一样都无法成形状,2022-01-11 17:47:08,5,回复,太对了，金木水火土，少一样都无法成形状,0.0535
啊啊啊啊新昌人来啦！！！！拍的太好啦！！,2022-01-09 22:40:01,4,评论,啊新昌人来啦！拍的太好啦！,0.9687
【龇牙】新昌真的是个好地方,2022-01-10 14:37:39,5,回复,【龇牙】新昌真的是个好地方,0.8923
回复 @东芳_ICH :大爱住,2022-01-10 15:28:49,4,回复,回复 @东芳_ICH :大爱住,0.6747
救命，电影感好强致敬那些传承人[打call],2022-01-09 21:00:34,3,评论,救命，电影感好强致敬那些传承人,0.9253
这是电影吧 [热词系列_泪目] 向守护传统的手艺人致敬,2022-01-09 16:15:34,6,评论,这是电影吧  向守护传统的手艺人致敬,0.9964
致敬非遗传承人！！,2022-01-10 12:33:55,5,评论,致敬非遗传承人！,0.9919
小姑娘演得好好！好可爱！这故事也很好！,2022-01-09 16:30:44,5,评论,小姑娘演得好！好可爱！这故事也很好！,0.9975
回复 @小演员卜路远 :哇年纪这么小就好懂事啊[Cat2_CatAMail][Cat2_CatAMail]加油小妹！[Cat2_Launch!][Cat2_Launch!]前途无量,2022-01-12 22:38:43,5,回复,回复 @小演员卜路远 :哇年纪这么小就好懂事啊前途无量,0.5677
回复 @小演员卜路远 :加油妹妹！你太可爱了！太自然了！太棒了！,2022-01-10 22:04:15,5,回复,回复 @小演员卜路远 :加油妹！你太可爱了！太自然了！太棒了！,0.9792
这部片子还有一个名字《骗你生女儿系列之制砖》,2022-01-09 23:01:09,2,回复,这部片子还有一个名字《骗你生女儿系列之制砖》,0.6176
我好喜欢那个妹妹呜呜呜呜[害羞],2022-01-09 23:03:57,4,评论,我好喜欢那个妹呜,0.9896
回复 @小演员卜路远 :[脸红]啊啊啊你怎么这么可爱！！！rua一下[害羞],2022-01-10 12:15:26,4,回复,回复 @小演员卜路远 :,0.3818
回复 @伏羲家的芥末 :我我我回你啦[大笑],2022-01-10 11:47:44,3,回复,回复 @伏羲家的芥末 :我回你啦,0.8508
回复 @小演员卜路远 :！！你你你回我啦[打call][打call],2022-01-10 00:52:30,4,回复,回复 @小演员卜路远 :！你回我啦,0.3387
一直敬佩这种独自坚守信念的人,2022-01-09 22:39:12,4,评论,一直敬佩这种独自坚守信念的人,0.9943
当中国人真好，有那么多的文化太神奇了,2022-01-09 19:10:08,3,评论,当中国人真好，有那么多的文化太神奇了,0.9401
这期视频做得太棒啦！[小电视_赞],2022-01-08 23:13:03,5,评论,这期视频做得太棒啦！,0.9812
谢谢，观众姥爷看得爽就好[doge],2022-01-09 10:21:15,5,回复,谢，观众姥爷看得爽就好,0.8296
传统手艺土木人[doge][doge],2022-01-10 12:37:43,6,评论,传统手艺土木人,0.8803
致敬每一位仍在坚守的非遗传承人！这样的传播方式很不错，挺喜欢的,2022-01-09 18:39:38,4,评论,致敬每一位仍在坚守的非遗传承人！这样的传播方式很不错，挺喜欢的,0.9954
新昌？？吃瓜吃到自己家,2022-01-09 01:00:11,4,评论,新昌？吃瓜吃到自己家,0.0726
自信点，？？改！！,2022-01-09 21:42:31,3,回复,自信点，？改！,0.072
对的，这是一项新昌的非遗技艺。新昌真的是人杰地灵的好地方（吃了好多好吃的）[嗑瓜子],2022-01-09 10:22:59,5,回复,对的，这是一项新昌的非遗技艺。新昌真的是人杰地灵的好地方（吃了好多好吃的）,0.9852
转发,2022-01-09 21:02:54,3,评论,转发,0.4098
想问问瓦灵小哥哥的衣服哈哈哈哈[doge][doge],2022-01-09 20:39:51,4,评论,想问瓦灵小哥的衣服哈,0.8408
冲啊！火起来[弹幕破百亿][响指][2022][脱单doge],2022-01-09 18:38:43,4,评论,冲啊！火起来,0.4103
砖瓦有什么低贱的？生命都从土和水里来的，我们不能忘了自己的根,2022-01-09 23:24:06,5,评论,砖瓦有什么低贱的？生命都从土和水里来的，我们不能忘了自己的根,0.1019
希望B站能多出这种有质感厚重感的视频,2022-01-09 22:06:59,2,评论,希望B站能多出这种有质感厚重感的视频,0.9172
宁海非遗 耍牙   如果拍出来该多好,2022-01-09 17:39:39,3,评论,宁海非遗 耍牙 如果拍出来该多好,0.1165
哭了哭了[大哭][大哭][大哭],2022-01-10 11:36:01,5,评论,哭了,0.6393
一砖一瓦，皆为岁月,2022-01-09 22:58:12,0,评论,一砖一瓦，皆为岁月,0.9487
牛逼！,2022-01-09 18:03:09,6,评论,牛逼！,0.6608
哇，晨阳哥！！！,2022-01-11 17:47:27,5,回复,哇，晨阳哥！,0.8161
好看不火,2022-01-13 13:25:05,3,评论,好看不火,0.7585
这就是传承！致敬,2022-01-13 05:56:20,6,评论,这就是传承！致敬,0.9927
致敬每一盏非遗文化明灯。[爱心],2022-01-12 18:29:52,4,评论,致敬每一盏非遗文化明灯。,0.9898
新昌，哇塞，刷到自己的家乡,2022-01-11 19:41:24,4,评论,新昌，哇塞，刷到自己的家乡,0.9466
我爷爷就是瓦匠,2022-01-11 15:22:02,5,评论,我爷就是瓦匠,0.4168
回复 @东芳_ICH :我爷爷举家搬到现在的老家之前附近几个乡镇还是茅草屋，然后我爷爷开始制瓦之后基本上每一家都用我爷爷烧出来的瓦盖房子，小时候我去同学家玩儿，一听是瓦匠的孙子基本上都知道了。,2022-01-11 18:33:31,5,回复,回复 @东芳_ICH :我爷举家搬到现在的老家之前附近几个乡镇还是茅草屋，然后我爷开始制瓦之后基本上每一家都用我爷烧出来的瓦盖房子，小时候我去同学家玩儿，一听是瓦匠的孙子基本上都知道了。,0.4423
哇，那你应该很骄傲！,2022-01-11 17:47:46,5,回复,哇，那你应该很骄傲！,0.974
传承传承传承！致敬！特别关注了[给心心],2022-01-11 01:30:06,4,评论,传承！致敬！特别关注了,0.9944
感谢[热词系列_排面],2022-01-11 17:48:05,5,回复,感谢,0.9552
拍的好棒呜呜呜,2022-01-10 12:53:06,4,评论,拍的好棒呜,0.9909
哇哇哇哇,2022-01-09 16:15:22,3,评论,哇,0.7791
真不错,2022-01-09 15:36:21,5,评论,真不错,0.9836
耶嘿 更新了[脸红],2022-01-28 18:25:40,5,评论,耶嘿 更新了,0.8996
加油！,2022-01-26 13:17:47,4,评论,加油！,0.9462
新昌人，现在在杭州做古建，很有感触，,2022-01-22 19:25:36,5,评论,新昌人，现在杭州做古建，很有感触，,0.9666
好溫馨的畫面啊,2022-01-13 22:15:49,5,评论,好溫馨的畫面啊,0.977
哎，触景生情，我老家这边也有一个非遗项目，可惜宣传的并不太到位，原先曾是北方陶硫重镇，陶硫生产技艺曾在整个山东鲁中地区很出名，但也只是默默出名，直到现在地位没落了也不曾为人知晓，山东淄博古窑村，就是现在的项目，原先这里很辉煌的，出过多位陶瓷大师，也曾给国家级宴会提供瓷器，现在，也已经改造成现代小区，只剩下几个原先的古窑遗迹在记录着它的过去...,2022-01-13 20:19:17,6,评论,哎，触景生情，我老家这边也有一个非遗项目，可惜宣传的并不太到位，原先曾是北方陶硫重镇，陶硫生产技艺曾在整个山东鲁中地区很出名，但也只是默出名，直到现在地位没落了也不曾为人知晓，山东淄博古窑村，就是现在的项目，原先这里很辉煌的，出过多位陶瓷大师，也曾给国家级宴会提供瓷器，现在，也已经改造成现代小区，只剩下几个原先的古窑遗迹在记录着它的过去.,0.9204
"第一个显示看新闻联播的镜头还是太违和了,其实笔记本用户很少全屏观看视频(指近身),嗯....我是说,云台要是可以水平移动一下会更棒咩.....还有很多很多, 但却有更多更多不愿回头看一眼......微电影,讲述了砖瓦的传承,多拍一点,单个稿件的影响力还是太少了~让更多人看见,然后,让哪里焕发光彩叭!~",2022-01-13 18:26:35,5,评论,"第一个显示看新闻联播的镜头还是太违和了,其实笔记本用户很少全屏观看视频(指近身),嗯.我是说,云台要是可以水平移动一下会更棒咩.还有很多, 但却有更多不愿回头看一眼.微电影,讲述了砖瓦的传承,多拍一点,单个稿件的影响力还是太少了~让更多人看见,然后,让哪里焕发光彩叭!~",0.3601
63,2022-01-13 15:58:32,3,评论,63,0.7591
拍得很好👍,2022-01-13 11:24:20,6,评论,拍得很好👍,0.5833
这世界上的传说有很多，他们都应相信而存在。,2022-01-12 22:31:34,4,评论,这世界上的传说有很多，他们都应相信而存在。,0.4776
绝了哥跪好，别乱动,2022-01-12 21:49:24,6,评论,绝了哥跪好，别乱动,0.9145
看过日月盈昃，辰宿列张。在这漫长的岁月中，人们从古至今寻寻觅觅从世界中获得了新的灵感继而创作。一砖一瓦也好，一个茶杯和一双筷子也罢。薪火相传方能雕琢出新的篇章。笔墨金石皆是华夏的盛章，每一片瓦片的斑驳都是历史的见证，他们用着自己的方式传颂着这个国家的前程浩荡。那些初心恪守的人们用自己的方式铸成了一道脊梁。一道从古连接至至今繁荣昌盛的脊梁。,2022-01-12 19:10:46,3,评论,看过日月盈昃，辰宿列张。在这漫长的岁月中，人们从古至今寻觅从世界中获得了新的灵感继而创作。一砖一瓦也好，一个茶杯和一双筷子也罢。薪火相传方能雕琢出新的篇章。笔墨金石皆是华夏的盛章，每一片瓦片的斑驳都是历史的见证，他们用着自己的方式传颂着这个国家的前程浩荡。那些初心恪守的人们用自己的方式铸成了一道脊梁。一道从古连接至今繁荣昌盛的脊梁。,0.9956
致敬非遗传承人！！,2022-01-11 21:40:09,3,评论,致敬非遗传承人！,0.9919
非物质文化遗产对于大部分年轻人来说并不了解，包括我。一句话：只要很赚钱那就会有人做。,2022-01-11 21:33:37,5,评论,非物质文化遗产对于大部分年轻人来说并不了解，包括我。一句话：只要很赚钱那就会有人做。,0.2772
被封面骗进来的都有谁？[笑哭][笑哭],2022-01-11 20:51:54,4,评论,被封面骗进来的都有谁？,0.0115
在下有一个网上志愿社团，不知列位有兴趣否。有意者请私聊我[来古-沉思],2022-01-11 20:38:47,5,评论,在下有一个网上志愿社团，不知列位有兴趣否。有意者请私聊我,0.8876
传承很累很苦，很多传承不是你想就可以的，很多技术流失就是因为下一代人传承不了，辛苦了，谢谢你传承下去,2022-01-11 20:04:41,6,评论,传承很累很苦，很多传承不是你想就可以的，很多技术流失就是因为下一代人传承不了，辛苦了，谢你传承下去,0.9544
说真的，,2022-01-11 19:31:51,3,评论,说真的，,0.4728
回复 @是快乐的味道 :为什么觉得我名字别扭呢？妈妈姓卜，妈妈说我想做演员的路很远，所以我就叫卜路远了,2022-01-13 01:54:23,3,回复,回复 @是快乐的味道 :为什么觉得我名字别扭呢？妈姓卜，妈说我想做演员的路很远，所以我就叫卜路远了,0.0943
小女孩这名字。。。别扭,2022-01-11 19:32:13,3,回复,小女孩这名字。别扭,0.0929
腊月初八,2022-01-11 19:26:14,3,评论,腊月初八,0.5704
[虎年],2022-01-10 20:07:35,6,评论,,0.5667
时代更替有的人死去，有的人出生沉淀的东西只会更多。,2022-01-10 11:17:55,5,评论,时代更替有的人死去，有的人出生沉淀的东西只会更多。,0.5698
这白白嫩嫩的手一看就经常干活[嗑瓜子],2022-01-09 18:06:05,5,评论,这白嫩的手一看就经常干活,0.4557
[Hiiro_感谢],2022-01-09 17:25:50,6,评论,,0.5667
拍出花了啊,2022-01-09 15:29:57,5,评论,拍出花了啊,0.3035
这是电影吗,2022-01-09 11:20:38,6,评论,这是电影吗,0.0581
加油！,2022-01-09 08:46:52,5,评论,加油！,0.9462
牛逼,2022-01-09 02:37:34,4,评论,牛逼,0.6885
好棒！,2022-01-09 01:23:45,5,评论,好棒！,0.9945
加油！,2022-01-08 23:08:11,3,评论,加油！,0.9462
好棒！[打call],2022-01-08 23:05:21,4,评论,好棒！,0.9945
冲了,2022-01-08 22:18:55,4,评论,冲了,0.3605
加油！,2022-01-08 22:09:49,4,评论,加油！,0.9462
请问还有类似的非遗视频嘛！！！！！！！！！！？？？？？？,2022-02-21 00:04:10,2,评论,请问还有类似的非遗视频嘛！？,0.0548
还会接着拍,2022-02-21 15:58:42,5,回复,还会接着拍,0.9069
又搞什么非遗，非遗这个概念导致灵消失罪魁祸首，灵在人心中，是个与高维存在通信的能量场，需要人自己修练的，很可惜这个在现代中国被打击为迷信的东西，恰恰就是远古中国最值得传承的东西，能量场的通灵真的存在，很多大师和大艺术家都有亲身感受的,2022-01-29 13:50:51,4,评论,又搞什么非遗，非遗这个概念导致灵消失罪魁祸首，灵在人心中，是个与高维存在通信的能量场，需要人自己修练的，很可惜这个在现代中国被打击为迷信的东西，恰就是远古中国最值得传承的东西，能量场的通灵真的存在，很多大师和大艺术家都有亲身感受的,0.899
致敬非遗传承人！！,2022-01-28 14:39:24,6,评论,致敬非遗传承人！,0.9919
