评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
回复 @根本不想起床 :[辣眼睛]偷国人是以文化输出为工作吗？好病态呀,2021-09-22 08:41:15,4,回复,回复 @根本不想起床 :偷国人是以文化输出为工作吗？好病态呀,0.0188
烟台人惊恐，这是啥，我咋没见过[捂脸]看来非遗真的要好好宣传了,2021-09-20 18:04:10,5,评论,烟台人惊恐，这是啥，我咋没见过看来非遗真的要好宣传了,0.2774
我栖霞的姥姥就会…而且有很多花样的，也能织出来普通的那种花边[酸了],2021-09-21 21:30:02,6,回复,我栖霞的姥就会…而且有很多花样的，也能织出来普通的那种花边,0.6092
回复 @三猫家庭饲养员 :是啊，那手速，我完全看不懂[笑哭],2021-09-23 00:10:21,5,回复,回复 @三猫家庭饲养员 :是啊，那手速，我完全看不懂,0.0988
家人们 我曾经只知道烟台苹果[妙啊],2021-09-20 18:57:16,4,评论,家人们 我曾经只知道烟台苹果,0.8667
烟台还有葡萄酒。。。,2021-09-21 14:28:46,4,回复,烟台还有葡萄酒。,0.8623
烟台的苹果莱阳的梨还有潍坊的萝卜皮[藏狐],2021-09-21 19:42:05,5,回复,烟台的苹果莱阳的梨还有潍坊的萝卜皮,0.6735
回复 @只有一面的咸鱼 :莱阳不是有个造钢管的军火商嘛？,2021-10-10 17:48:17,5,回复,回复 @只有一面的咸鱼 :莱阳不是有个造钢管的军火商嘛？,0.0178
记得打上国旗水印哦[打call],2021-09-19 22:33:47,5,评论,记得打上国旗水印哦,0.9083
韩国有龙吗[doge],2021-09-20 10:18:15,3,回复,韩国有龙吗,0.2942
韩国有凤吗[doge],2021-09-20 18:50:43,4,回复,韩国有凤吗,0.1119
回复 @糖思是屑 :在申了在申了，很快西方龙都可以有了[脱单doge],2021-09-20 21:45:45,5,回复,回复 @糖思是屑 :在申了，很快西方龙都可以有了,0.8464
前十秒:拿几个签子瞎鼓捣发点声音也算非遗?关键是这也不好听啊。[思考]后十秒:等等这原来是编东西的。[惊讶],2021-09-20 23:04:45,6,评论,前十秒:拿几个签子瞎鼓捣发点声音也算非遗,0.0933
漂亮,2021-09-18 06:49:41,5,评论,漂亮,0.9677
厉害[惊讶],2021-09-19 21:21:16,5,回复,厉害,0.5097
我烟台农村的，我小时候我妈就织过，我很佩服她们 ，样板全都是线，她们就知道往哪插针，该怎么织,2021-09-22 10:56:03,5,评论,我烟台农村的，我小时候我妈就织过，我很佩服她们 ，样板全都是线，她们就知道往哪插针，该怎么织,0.2137
织花边就是用大头针固定线的位置，用棒槌上缠的线互相交织缠绕分层叠压最后形成各种各样的图案，80/90年代之前烟台农村妇女很少有不会织花边的。她们编织的图案是画在硬纸板上的，一般都是把图样固定在织花边的案板上，根据图案线条走向插针按照前述方法技巧编织[抱拳][大笑],2021-09-24 22:04:31,6,评论,织花边就是用大头针固定线的位置，用棒槌上缠的线互相交织缠绕分层叠压最后形成各种各样的图案，80/90年代之前烟台农村妇女很少有不会织花边的。她们编织的图案是画在硬纸板上的，一般都是把图样固定在织花边的案板上，根据图案线条走向插针按照前述方法技巧编织,0.9383
我超，我白当这么多年砚台因……,2021-09-21 02:10:18,6,评论,我超，我白当这么多年砚台因…,0.4907
我看不懂，但我大受震撼,2021-09-19 17:49:02,5,评论,我看不懂，但我大受震撼,0.9065
就，我暂停看了下最后的简介，上面说是源于欧洲的…要不是看了一下，我真的以为这意思是起源于我们这里的…[笑哭]嗯，也许具体如何还需要自己再查查资料，但那种“一不小心就要跟韩国人一样丢人”的感觉真的恶心到我自己了[捂脸],2021-10-10 23:25:44,5,评论,就，我暂停看了下最后的简介，上面说是源于欧洲的…要不是看了一下，我真的以为这意思是起源于我们这里的…,0.1554
不就是编吗，我也会编，比如这句话就是我编的[doge],2021-09-29 01:22:18,5,评论,不就是编吗，我也会编，比如这句话就是我编的,0.0078
以前姥姥家有这个，现在翻修后，找不到了，纺车也不见了，就还剩个灯，就是战争时期那个带罩的煤油灯,2021-09-20 20:31:47,6,评论,以前姥家有这个，现在翻修后，找不到了，纺车也不见了，就还剩个灯，就是战争时期那个带罩的煤油灯,0.1964
我唱的『王派快板』和制作的纯手工『王派竹板』，都是非物质文化遗产……唉！喜欢的人越来越少了！[大哭][大哭][大哭],2021-10-09 18:44:59,6,评论,我唱的『王派快板』和制作的纯手工『王派竹板』，都是非物质文化遗产…唉！喜欢的人越来越少了！,0.946
啊？这！魔法🔮一定是魔法,2021-10-08 21:03:17,0,评论,啊？这！魔法🔮一定是魔法,0.2472
手里剑？,2021-10-08 20:42:18,4,评论,手里剑？,0.0454
我们国家的非遗都好强,2021-10-08 12:25:09,4,评论,我们国家的非遗都好强,0.9783
跟烟台关系不大，狐狸强行的,2021-10-07 21:34:06,5,评论,跟烟台关系不大，狐狸强行的,0.4474
这有啥的，我上我也行，开头直接乱拨小木棒，最后放上大师的作品剪到一起，反正你们也看不起[doge][doge],2021-10-07 12:01:37,5,评论,这有啥的，我上我也行，开头直接乱拨小木棒，最后放上大师的作品剪到一起，反正你们也看不起,0.0261
看不清,2021-10-07 12:01:48,5,回复,看不清,0.0747
一开始还以为是个什么乐器呢，原来是蕾丝啊！,2021-09-29 22:05:12,5,评论,一开始还以为是个什么乐器呢，原来是蕾丝啊！,0.4453
大韩民国闻了闻说：有股泡菜味儿,2021-09-24 17:32:31,5,评论,大韩民国闻了闻说：有股泡菜味儿,0.6337
舶来品嗯能是非遗？,2021-09-24 09:54:26,5,评论,舶来品嗯能是非遗？,0.0635
欧洲传来的东西都在说别让韩国偷走[捂脸],2021-09-25 00:21:44,5,回复,欧洲传来的东西都在说别让韩国偷走,0.0838
织花边[doge]还配合扎针的[doge]真技术活[脱单doge],2021-09-23 00:14:05,5,评论,织花边,0.6104
？发生了什么，只看到几根棍子瞎撞[惊讶],2021-09-21 16:43:25,5,评论,？发生了什么，只看到几根棍子瞎撞,0.0076
一开始没看懂，看了两次才反应过来，这是真的厉害,2021-09-21 15:50:19,5,评论,一开始没看懂，看了两次才反应过来，这是真的厉害,0.2612
不是……[疑惑]我咋看不懂,2021-09-21 15:17:29,6,评论,不是…我咋看不懂,0.0038
烟台红富士,2021-09-21 10:16:03,5,评论,烟台红富士,0.7681
一定要传承下去，这个东西无价,2021-09-21 07:51:41,4,评论,一定要传承下去，这个东西无价,0.9515
已经很少有织的了我妈那一辈还会，到了90基本没多少会的了一票我姥姥就织些东西然后有人收就几块钱,2021-09-21 14:45:03,5,回复,已经很少有织的了我妈那一辈还会，到了90基本没多少会的了一票我姥就织些东西然后有人收就几块钱,0.271
[给心心]牛啊！这在日本不得封神！,2021-09-20 21:36:23,3,评论,牛啊！这在日本不得封神！,0.3419
嗯？这是什么魔法？禁止在麻瓜面前使用魔法！,2021-09-20 16:33:31,5,评论,嗯？这是什么魔法？禁止在麻瓜面前使用魔法！,0.0186
俺姨就会,2021-09-19 21:29:40,5,评论,俺姨就会,0.6238
烟台陈坤=烟台飞姨,2021-10-11 15:02:15,5,评论,烟台陈坤=烟台飞姨,0.7564
真正看到了韩国的文化入侵 一个评论区一半都是在讨论韩国（不排除我） 中国的非遗底下为什么要出现韩国? 不要因为他们的无耻行为侮辱我们的文化,2021-10-10 21:35:44,4,评论,真正看到了韩国的文化入侵 一个评论区一半都是在讨论韩国（不排除我） 中国的非遗底下为什么要出现韩国? 不要因为他们的无耻行为侮辱我们的文化,0.0098
学废了,2021-10-10 21:30:50,4,评论,学废了,0.0761
蕾丝啊，你们很喜欢却不知道怎么来的[笑哭],2021-10-10 18:47:33,6,评论,蕾丝啊，你们很喜欢却不知道怎么来的,0.4545
我小时候我妈织过这个赚钱，有收的,2021-10-10 18:18:42,5,评论,我小时候我妈织过这个赚钱，有收的,0.3722
我…我奶奶会[doge],2021-10-10 12:24:42,5,评论,我…我奶会,0.4772
不要对麻瓜使用魔法,2021-10-10 12:25:35,5,评论,不要对麻瓜使用魔法,0.1146
以韩国的能力，偷到手的时候都没韩国了[doge],2021-10-10 09:27:14,5,评论,以韩国的能力，偷到手的时候都没韩国了,0.0992
？？？？？这啥,2021-10-10 00:28:10,6,评论,？这啥,0.0372
第一遍：就这就这？这都是非遗？我上我也行啊。？？？结尾好像有什么东西？（于是去看第二遍）第二遍：？不是扒拉棍儿，是编织？[辣眼睛]啊这，学不来学不来,2021-10-09 22:19:39,5,评论,第一遍：就这？这都是非遗？我上我也行啊。？结尾好像有什么东西？（于是去看第二遍）第二遍：？不是扒拉棍儿，是编织？啊这，学不来,0.0086
小心偷国棒子,2021-10-09 16:55:42,6,评论,小心偷国棒子,0.0109
这可真是棒槌[笑哭],2021-10-09 15:18:29,5,评论,这可真是棒槌,0.2589
花编,2021-10-08 23:54:46,5,评论,花编,0.0516
这乱晃签子就是非遗？我要好好观察观察看完：😱,2021-10-08 22:16:07,5,评论,这乱晃签子就是非遗？我要好观察看完：😱,0.0345
[支持][支持],2021-10-08 16:54:40,5,评论,,0.5677
感觉互相之间没交叉，怎么可以编起来的,2021-10-07 21:37:22,4,评论,感觉互相之间没交叉，怎么可以编起来的,0.1062
手工蕾丝也是差不多的工艺好像,2021-10-07 20:06:30,6,评论,手工蕾丝也是差不多的工艺好像,0.7099
织花编，我奶奶以前会,2021-10-07 19:11:38,5,评论,织花编，我奶以前会,0.0631
是我大寒冥国思密达～  举报你们,2021-10-07 19:06:41,5,评论,是我大寒冥国思密达～ 举报你们,0.0158
我淄博的 也见过[doge] 小时候  会看一些阿姨和奶奶在弄,2021-10-07 03:56:36,6,评论,我淄博的 也见过 小时候 会看一些阿姨和奶在弄,0.6575
小心韩国人！！！,2021-10-07 01:19:15,6,评论,小心韩国人！,0.0657
是魔法[tv_鼓掌],2021-10-06 21:43:13,5,评论,是魔法,0.5769
没看懂，什么原理？[吓],2021-10-06 19:39:13,5,评论,没看懂，什么原理？,0.0344
我怕是假的烟台人[笑哭][笑哭],2021-10-06 19:27:37,5,评论,我怕是假的烟台人,0.1325
艺术品！奢侈品！,2021-10-06 18:23:39,4,评论,艺术品！奢侈品！,0.972
the shy来全偷了,2021-10-06 15:48:30,5,评论,the shy来全偷了,0.3516
烟台人也没见过,2021-10-06 11:51:55,6,评论,烟台人也没见过,0.4002
我小时候看过,2021-10-06 10:29:25,5,评论,我小时候看过,0.907
这个也就小时候看到过，现在还有吗？,2021-10-05 20:13:04,5,评论,这个也就小时候看到过，现在还有吗？,0.2455
盖电视布,2021-10-05 13:28:42,5,评论,盖电视布,0.403
我妈会织花边，从小看我妈织[害羞],2021-09-30 19:15:25,5,评论,我妈会织花边，从小看我妈织,0.8496
这啥？,2021-09-30 15:13:30,5,评论,这啥？,0.0571
机器能做到不。,2021-09-30 15:13:42,5,评论,机器能做到不。,0.5076
没看懂,2021-09-29 19:54:47,3,评论,没看懂,0.3278
这个龙的眼睛哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2021-09-29 13:01:38,6,评论,这个龙的眼睛哈,0.7962
？？？？？？[尴尬],2021-09-28 01:37:37,6,评论,？,0.1011
这不就是拿个签子乱扔吗？我也来！[阴险],2021-09-27 21:16:13,6,评论,这不就是拿个签子乱扔吗？我也来！,0.2318
我以为是乐器,2021-09-27 17:56:39,5,评论,我以为是乐器,0.2786
花边，小时候老是听到稀里哗啦的，有样的照样治,2021-09-26 21:12:37,4,评论,花边，小时候老是听到稀里哗啦的，有样的照样治,0.4948
韩国专利+1,2021-09-26 14:51:09,5,评论,韩国专利+1,0.7982
和数学差不多，一眨眼就看不懂了[doge],2021-09-26 11:57:15,4,评论,和数学差不多，一眨眼就看不懂了,0.1359
你的名字,2021-09-26 07:51:21,5,评论,你的名字,0.5259
中国太大，好东西太多，但是宣传力度太小，我都是第一次才知道这么个东西,2021-09-25 20:43:23,5,评论,中国太大，好东西太多，但是宣传力度太小，我都是第一次才知道这么个东西,0.0984
小时候在家见过这个，没见过用过，才知道是干嘛用的,2021-09-25 18:52:12,5,评论,小时候在家见过这个，没见过用过，才知道是干嘛用的,0.1447
棒子：拿来吧你[doge][doge][doge],2021-09-25 16:13:33,3,评论,棒子：拿来吧你,0.0563
所以不是我们没有文化传承，而是我们没文化，都不知道自己有这些传承[藏狐],2021-09-25 13:32:03,5,评论,所以不是我们没有文化传承，而是我们没文化，都不知道自己有这些传承,0.2564
谁说中国没蕾丝？[微笑],2021-09-25 11:18:06,5,评论,谁说中国没蕾丝？,0.0489
大韩民国闻了闻,2021-09-24 17:31:39,5,评论,大韩民国闻了闻,0.6803
开始没看懂在干嘛后面没看懂放的啥,2021-09-24 16:17:57,4,评论,开始没看懂在干嘛后面没看懂放的啥,0.0117
我太奶奶会织花边，小时候见过，后面就没见几个人织了,2021-09-24 14:58:23,5,评论,我太奶会织花边，小时候见过，后面就没见几个人织了,0.371
韩国：很好，现在是我的了一个月后韩国：这么简单我们不屑发明，就算是你们的吧[doge],2021-09-24 12:46:31,5,评论,韩国：很好，现在是我的了一个月后韩国：这么简单我们不屑发明，就算是你们的吧,0.1856
小时候村里好多老人都在做这个，还有用钩针织的，那边叫索（谐音）花边儿,2021-09-24 12:02:50,5,评论,小时候村里好多老人都在做这个，还有用钩针织的，那边叫索（谐音）花边儿,0.9571
卧槽牛逼[点赞][点赞][点赞],2021-09-24 10:44:09,5,评论,卧槽牛逼,0.0531
看到非遗，我心里咯噔了一下,2021-09-24 08:32:36,5,评论,看到非遗，我心里咯噔了一下,0.2926
我们淄博这边叫织栏杆，听我妈那辈说都是出口外国的,2021-09-24 05:13:05,5,评论,我们淄博这边叫织栏杆，听我妈那辈说都是出口外国的,0.493
卧槽,2021-09-23 22:28:38,5,评论,卧槽,0.0275
这个阿姨长得很漂亮耶,2021-09-23 22:22:00,5,评论,这个阿姨长得很漂亮耶,0.9736
赛巴斯打过这个我记得,2021-09-23 21:01:21,6,评论,赛巴斯打过这个我记得,0.6749
看封面以为是针筒，还以为抽烟有关[OK],2021-09-23 15:10:28,5,评论,看封面以为是针筒，还以为抽烟有关,0.1962
刚开始还以为是杂技木刀，看到后面惊呆了[微笑],2021-09-23 14:51:21,5,评论,刚开始还以为是杂技木刀，看到后面惊呆了,0.1737
别让日韩看见,2021-09-23 12:37:59,3,评论,别让日韩看见,0.35
阿姨挺漂亮啊,2021-09-23 12:22:22,5,评论,阿姨挺漂亮啊,0.9472
我以为这个是全国都有[OK],2021-09-22 23:04:16,6,评论,我以为这个是全国都有,0.4682
人民群众的智慧是无穷的呀,2021-09-22 22:22:34,5,评论,人民群众的智慧是无穷的呀,0.954
诶？这种叮叮当当的木棍我小时候肯定见过  ，但是现在只记得木棍和叮叮当当的声音了。。。,2021-09-22 21:14:09,5,评论,诶？这种叮当的木棍我小时候肯定见过 ，但是现在只记得木棍和叮当的声音了。,0.0975
啊，这个好像在哪个电视剧里面看过。,2021-09-22 21:05:40,5,评论,啊，这个好像在哪个电视剧里面看过。,0.6616
我擦？,2021-09-22 19:30:15,4,评论,我擦？,0.0594
作为烟台人竟然不知道[笑哭],2021-09-22 16:39:42,5,评论,作为烟台人竟然不知道,0.107
[喜欢]阿姨的手一定很灵活,2021-09-22 16:06:22,6,评论,阿姨的手一定很灵活,0.9709
别被韩国人抢走了！！！,2021-09-22 15:50:11,5,评论,别被韩国人抢走了！,0.1485
我一个烟台人竟然不知道[辣眼睛],2021-09-22 13:15:07,6,评论,我一个烟台人竟然不知道,0.1351
好酷,2021-09-22 10:43:17,5,评论,好酷,0.9891
作为烟台人我这辈子只见过一回，我太奶奶还活着的时候见过那么一回，我以前以为是我做梦，没想到是真的,2021-09-22 10:33:41,6,评论,作为烟台人我这辈子只见过一回，我太奶还活着的时候见过那么一回，我以前以为是我做梦，没想到是真的,0.1767
不过这个锥子见过，小时候在针线盒里看到很多，不清楚什么用途，我是栖霞人，等有时间问问我奶奶,2021-09-22 08:53:46,5,评论,不过这个锥子见过，小时候在针线盒里看到很多，不清楚什么用途，我是栖霞人，等有时间问我奶,0.8234
烟台人没见过[tv_打脸],2021-09-22 08:52:07,5,评论,烟台人没见过,0.3916
中国确实应该把这些东西打出去，打造我们自己的奢侈品牌[脱单doge],2021-09-22 01:59:22,6,评论,中国确实应该把这些东西打出去，打造我们自己的奢侈品牌,0.9002
我小时候奶奶做过这个，可以卖钱，我们那边叫花编或者花边具体哪两个字我也不知道。现在很少了吧,2021-09-21 23:38:35,5,评论,我小时候奶做过这个，可以卖钱，我们那边叫花编或者花边具体哪两个字我也不知道。现在很少了吧,0.0551
我擦，俺们烟台还有这个吗？[微笑],2021-09-21 22:53:44,5,评论,我擦，俺们烟台还有这个吗？,0.0909
这是烟台的什么神技[藏狐],2021-09-21 22:08:19,5,评论,这是烟台的什么神技,0.7111
强！,2021-09-21 20:44:31,6,评论,强！,0.8053
手：你会了？脑子：喵喵喵,2021-09-21 19:54:22,5,评论,手：你会了？脑子：喵,0.2256
烟台栖霞的知道，从小村里老人就会织这个，城里没有。,2021-09-21 19:46:38,4,评论,烟台栖霞的知道，从小村里老人就会织这个，城里没有。,0.9013
花编，小时候还见过,2021-09-21 19:40:07,5,评论,花编，小时候还见过,0.162
？？？我看不懂却大受震撼,2021-09-21 19:21:24,5,评论,？我看不懂却大受震撼,0.5577
[doge]不就是蕾丝嘛 咳咳 我要黑色的[星星眼],2021-09-21 17:23:46,5,评论,,0.5677
不愧是非遗，看不懂也能感觉到牛逼[笑哭],2021-09-21 17:03:33,5,评论,不愧是非遗，看不懂也能感觉到牛逼,0.7888
卧槽，一开始我以为是魔术[笑哭],2021-09-21 16:52:49,4,评论,卧槽，一开始我以为是魔术,0.0454
这不有手就行[doge],2021-09-21 16:22:41,4,评论,这不有手就行,0.1492
今天在小破站给人点赞会出现一个满月和“但愿人长久，千里共婵娟”字样，你可以试试[doge][热词系列_中秋快乐]↓[呲牙],2021-09-21 16:23:15,5,评论,今天在小破站给人点赞会出现一个满月和“但愿人长久，千里共婵娟”字样，你可以试,0.9194
我都不知道她在干嘛，然后她就完成了[藏狐],2021-09-21 15:40:26,5,评论,我都不知道她在干嘛，然后她就完成了,0.1688
？一脸懵逼进来。一脸懵逼的走了,2021-09-21 15:39:30,5,评论,？一脸懵逼进来。一脸懵逼的走了,0.0059
不是香烟？,2021-09-21 15:16:41,5,评论,不是香烟？,0.0851
请原谅我看不懂，只能联想到搓麻将[捂脸],2021-09-21 15:04:47,6,评论,请原谅我看不懂，只能联想到搓麻将,0.0812
我以为是拿小木剑变魔术[笑哭]，看到后面才恍然大悟是编织[原神_哇][原神_哇],2021-09-21 14:59:53,6,评论,我以为是拿小木剑变魔术,0.5446
织花边，老一辈基本都织过,2021-09-21 14:43:06,5,评论,织花边，老一辈基本都织过,0.8631
建议打中国国旗水印哈,2021-09-21 13:35:05,5,评论,建议打中国旗水印哈,0.6885
啥?锥子?乐器?还挺好听卧槽[热词系列_知识增加],2021-09-21 13:18:46,6,评论,啥,0.3967
织花边，农村比较常见,2021-09-21 12:55:33,5,评论,织花边，农村比较常见,0.3683
被惊艳到了，但是完全不懂，精妙无比精妙无比,2021-09-21 12:33:53,5,评论,被惊艳到了，但是完全不懂，精妙无比,0.5347
这啥啊？这啥啊？！,2021-09-21 12:24:27,5,评论,这啥啊？！,0.0781
织花边，小时候看我姥姥织过，很神奇[星星眼],2021-09-21 12:18:09,4,评论,织花边，小时候看我姥织过，很神奇,0.9736
烟台天籁花园那块有个民间艺术博物馆，跟学校去参观的时候见人操作过，以前也是从来没听说过,2021-09-21 11:59:25,5,评论,烟台天籁花园那块有个民间艺术博物馆，跟学校去参观的时候见人操作过，以前也是从来没听说过,0.3105
棒棒颜色都没有，不好分啊,2021-09-21 11:44:12,5,评论,棒颜色都没有，不好分啊,0.7083
想起八九十年代的电视沙发罩,2021-09-21 11:42:52,4,评论,想起八九十年代的电视沙发罩,0.4242
西八！这踏马还怎么申遗？[doge],2021-09-21 11:42:41,5,评论,西八！这踏马还怎么申遗？,0.0235
织花嘛，你这棒槌下面么有四个珠子，小时候我妈也天天织花,2021-09-21 11:33:38,5,评论,织花嘛，你这棒槌下面么有四个珠子，小时候我妈也天织花,0.1381
一开始我还以为是个乐器,2021-09-21 11:33:55,6,评论,一开始我还以为是个乐器,0.423
刚点进来一看我以为是什么乐器，看到后面？？？？我人傻了,2021-09-21 11:20:58,5,评论,刚点进来一看我以为是什么乐器，看到后面？我人傻了,0.0155
烟台人见过但不知道干嘛的,2021-09-21 11:20:41,5,评论,烟台人见过但不知道干嘛的,0.0525
小时候看奶奶织花边，农闲时好贴补家用。,2021-09-21 11:16:25,4,评论,小时候看奶织花边，农闲时好贴补家用。,0.9069
烟台牟平人表示确实没见过[笑哭][笑哭][笑哭],2021-09-21 10:56:02,5,评论,烟台牟平人表示确实没见过,0.1878
撂棒槌,2021-09-21 10:30:05,5,评论,撂棒槌,0.2144
牛逼，身为烟台人，我既然不知道我们还有这玩意儿。[热词系列_知识增加],2021-09-21 10:07:52,5,评论,牛逼，身为烟台人，我既然不知道我们还有这玩意儿。,0.0492
牛批,2021-09-21 08:32:45,5,评论,牛批,0.5964
牛逼，身为烟台人，我既然不知道我们还有这玩意儿。[热词系列_知识增加],2021-09-21 10:07:52,5,评论,牛逼，身为烟台人，我既然不知道我们还有这玩意儿。,0.0492
牛批,2021-09-21 08:32:45,5,评论,牛批,0.5964
织花编，现在会的应该很少了,2021-09-21 07:55:18,5,评论,织花编，现在会的应该很少了,0.0451
乍一看还以为是两个不同的，第一个在乱扔棍子，再看才发现是快到看不清了[热词系列_知识增加],2021-09-21 00:32:58,5,评论,乍一看还以为是两个不同的，第一个在乱扔棍子，再看才发现是快到看不清了,0.0471
小时候还看见过邻居老奶奶弄过这个，那时候的老人基本上都用这个赚钱补贴点家用，现在都看不到了,2021-09-21 00:26:17,5,评论,小时候还看见过邻居老奶弄过这个，那时候的老人基本上都用这个赚钱补贴点家用，现在都看不到了,0.1859
这个叫花边我奶奶就会做，以前老式沙发上经常拿这个做装饰,2021-09-20 22:32:26,6,评论,这个叫花边我奶就会做，以前老式沙发上经常拿这个做装饰,0.5554
？？？？？？？？看完我大受震撼,2021-09-20 21:56:02,6,评论,？看完我大受震撼,0.8419
刚开始后一脸茫然,2021-09-20 21:31:50,5,评论,刚开始后一脸茫然,0.1552
学不会，甚至没看懂[藏狐],2021-09-20 20:57:31,5,评论,学不会，甚至没看懂,0.317
我烟台人都不知道这个……,2021-09-20 19:50:54,4,评论,我烟台人都不知道这个…,0.2782
老祖宗的东西，不知道丢失了多少,2021-09-20 19:49:05,5,评论,老祖宗的东西，不知道丢失了多少,0.1495
刚一看，你卜勒啥呢卜勒，再一看，我虽然看不懂，但我大受震撼,2021-09-20 19:30:54,5,评论,刚一看，你卜勒啥呢卜勒，再一看，我虽然看不懂，但我大受震撼,0.8575
惊了,2021-09-20 19:14:47,5,评论,惊了,0.808
我看不懂,2021-09-20 18:48:15,5,评论,我看不懂,0.0292
第一眼：这扔啥玩意呢？最后：垃圾桶开个门，我今天就搬进来了,2021-09-20 18:00:48,6,评论,第一眼：这扔啥玩意呢？最后：垃圾桶开个门，我今天就搬进来了,0.1191
大受震撼,2021-09-20 17:54:18,5,评论,大受震撼,0.9863
不是像刺绣一样把线穿过去吗,2021-09-20 17:42:43,6,评论,不是像刺绣一样把线穿过去吗,0.124
真的是鬼手神工啊,2021-09-20 17:33:48,3,评论,真的是鬼手神工啊,0.7888
刚开始我以为是像国外叠杯子一样玩小木棍[笑哭],2021-09-20 17:11:04,5,评论,刚开始我以为是像国外叠杯子一样玩小木棍,0.4856
我一开始以是打击乐器[笑哭]后面才看清楚,2021-09-20 15:04:19,6,评论,我一开始以是打击乐器后面才看清楚,0.1129
？不懂，但很牛逼,2021-09-20 14:25:41,5,评论,？不懂，但很牛逼,0.2851
我直接傻了,2021-09-20 13:16:07,5,评论,我直接傻了,0.0301
这不是棒编蕾丝吗？,2021-09-20 11:06:58,5,评论,这不是棒编蕾丝吗？,0.011
我靠这个太NB了,2021-09-20 10:18:40,5,评论,我靠这个太NB了,0.2202
牛啊,2021-09-20 00:40:24,5,评论,牛啊,0.8127
好厉害！,2021-09-19 21:18:37,6,评论,好厉害！,0.8549
[泰蕾莎_昂]发生了什么？,2021-09-19 19:31:44,5,评论,发生了什么？,0.0457
666,2021-09-19 15:05:15,5,评论,6,0.7216
