评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
我还以为正面跟孔雀开屏一样炸开的，原来是环抱发髻,2021-09-04 12:50:50,4,回复,我还以为正面跟孔雀开屏一样炸开的，原来是环抱发髻,0.4939
回复 @基金会的某4级人员 :我一开始以为顶在头上会像个独角仙……,2022-01-05 00:15:25,5,回复,回复 @基金会的某4级人员 :我一开始以为顶在头上会像个独角仙…,0.2678
花树状金步摇，慕容鲜卑头饰。1968年朝阳县凌北乡木营子村西团山墓葬出土。通高16.3厘米。基部为方型，四周各有两小孔，下部孔用以穿耳，上部孔均穿树枝。连接基部的树杆呈椭圆花形，中部有花形镂孔。基部两孔穿枝外，其余树枝均由树杆延伸出去，均圆形。树杆四周分布十二个树枝。枝身缠绕为环，上穿桃叶金片，共42片。整体如一枝枝叶繁茂的扇状花树，设计精巧，为鲜卑贵族头饰。现藏朝阳市博物馆。,2021-08-19 22:09:12,5,评论,花树状金步摇，慕容鲜卑头饰。1968年朝阳县凌北乡木营子村西团山墓葬出土。通高16.3厘米。基部为方型，四周各有两小孔，下部孔用以穿耳，上部孔均穿树枝。连接基部的树杆呈椭圆花形，中部有花形镂孔。基部两孔穿枝外，其余树枝均由树杆延伸出去，均圆形。树杆四周分布十二个树枝。枝身缠绕为环，上穿桃叶金片，共42片。整体如一枝叶繁茂的扇状花树，设计精巧，为鲜卑贵族头饰。现藏朝阳市博物馆。,0.9863
你说的这个不是这个，是另外一个，这是辽宁省博的。你说的这个可以看历史研究员微博关于步摇的文章，有图片。,2021-08-21 12:00:13,5,回复,你说的这个不是这个，是另外一个，这是辽宁省博的。你说的这个可以看历史研究员微博关于步摇的文章，有图片。,0.4387
现在手工区流行做文物是吗？[跪了],2021-08-19 22:47:39,4,评论,现在手工区流行做文物是吗？,0.2119
难道这文物不好看?,2021-08-22 21:40:00,5,回复,难道这文物不好看?,0.0335
是不是很膜拜，我也是膜拜,2021-09-05 10:24:22,5,回复,是不是很膜拜，我也是膜拜,0.806
回复 @Morningstar593 :楼主的意思是感叹他们都太厉害了,2021-09-13 13:32:49,6,回复,回复 @Morningstar593 :楼主的意思是感叹他们都太厉害了,0.3854
真的好美啊！中国的奢侈品牙咬碎了都买不起,2021-08-19 22:23:57,5,评论,真的好美啊！中国的奢侈品牙咬碎了都买不起,0.9794
中国的奢侈品才是真的奢侈品，它的品质配得上它的价格，国外的其实很多价格贵，但是东西。。。。。。质量不咋地,2021-08-20 23:17:46,4,回复,中国的奢侈品才是真的奢侈品，它的品质配得上它的价格，国外的其实很多价格贵，但是东西。质量不咋地,0.7534
回复 @爱喝娃哈哈啦啦啦 :牌子贵[吃瓜],2021-08-21 14:09:06,4,回复,回复 @爱喝娃哈啦 :牌子贵,0.8976
万历皇帝的金丝翼善冠好像也是花丝镶嵌工艺，冠身薄如轻纱，空隙均匀，金冠上端有龙戏珠图案，造型讲究，堪称一代杰作。金翼善冠由前屋、后山和翅三部分构成，分别运用518根、334根、70余根直径0.2mm的金丝编织而成。,2021-08-19 22:28:38,5,评论,万历皇帝的金丝翼善冠好像也是花丝镶嵌工艺，冠身薄如轻纱，空隙均匀，金冠上端有龙戏珠图案，造型讲究，堪称一代杰作。金翼善冠由前屋、后山和翅三部分构成，分别运用518根、34根、70余根直径0.2m的金丝编织而成。,0.9922
仿佛把一缕艳阳绕指绞缠，佩在了青丝顶上，又仿佛捧了一汪正午潋滟的湖光，戴在了鸦羽般的发上[打call],2021-08-20 22:21:08,6,评论,仿佛把一缕艳阳绕指绞缠，佩在了青丝顶上，又仿佛捧了一汪正午潋滟的湖光，戴在了鸦羽般的发上,0.7998
会说话就多说点,2021-09-04 13:04:18,5,回复,会说话就多说点,0.6128
感觉古代的美女天天头上戴着这些 虽然好看 但也很累吧,2021-08-19 22:09:14,4,评论,感觉古代的美女天头上戴着这些 虽然好看 但也很累吧,0.797
爱美之心而已。对古代女性来说，涂那么多化妆品不也感觉很累，时代不一样，爱美的态度是一种的。,2021-08-19 22:33:54,5,回复,爱美之心而已。对古代女性来说，涂那么多化妆品不也感觉很累，时代不一样，爱美的态度是一种的。,0.5075
这些大块的应该也是比较隆重的场合用的…吧，要是让我天天带我肯定遭不住,2021-08-19 22:36:09,5,回复,这些大块的应该也是比较隆重的场合用的…吧，要是让我天带我肯定遭不住,0.6903
能戴这些的 都是富家子女 不需要劳作 时间充足 仆人也多 因为没有娱乐项目 多数都是聚会 就像现在的上流人士的聚会一样 所以打扮很重要,2021-09-11 14:12:01,5,回复,能戴这些的 都是富家子女 不需要劳作 时间充足 仆人也多 因为没有娱乐项目 多数都是聚会 就像现在的上流人士的聚会一样 所以打扮很重要,0.6433
这个视频我投币了，大家不用投了，算我请的[doge],2021-08-19 22:07:36,6,评论,这个视频我投币了，大家不用投了，算我请的,0.7765
真的是绝绝子了,2021-08-19 22:08:13,6,回复,真的是绝子了,0.3397
谢谢你，战凣爽[脱单doge],2021-08-19 22:22:49,4,回复,谢你，战凣爽,0.9687
我我我我，我太激动了，一看封面就点进来了。我，沈阳人，七月初去了辽博特意看这个展，为了看这个还被空调吹感冒了[笑哭]实物真的特好看[妙啊],2021-08-19 22:47:03,4,评论,我，我太激动了，一看封面就点进来了。我，沈阳人，七月初去了辽博特意看这个展，为了看这个还被空调吹感冒了,0.7196
博物馆因为保护文物，四季恒温恒湿,2021-09-01 09:08:52,5,回复,博物馆因为保护文物，四季恒温恒湿,0.7541
啊！十一想去看看！,2021-09-06 16:30:12,5,回复,啊！十一想去看！,0.7979
回复 @锦墨潇湘 :记得一定带长袖[笑哭],2021-09-06 22:24:34,4,回复,回复 @锦墨潇湘 :记得一定带长袖,0.8249
文物也超美 欢迎大家来辽宁博物馆参观,2021-08-19 22:21:26,5,评论,文物也超美 欢迎大家来辽宁博物馆参观,0.9761
考不考虑大量贩售[doge]手残人也想拥有“文物”,2021-08-19 22:19:56,5,评论,考不考虑大量贩售手残人也想拥有“文物”,0.5521
姐姐说过头饰不售不卖，但是淘宝店有一些配好的材料包，可以自己购买制作,2021-08-19 23:38:37,6,回复,姐说过头饰不售不卖，但是淘宝店有一些配好的材料包，可以自己购买制作,0.8315
没上头不知道啥样，上了头，一个字，绝,2021-08-21 20:21:02,5,评论,没上头不知道啥样，上了头，一个字，绝,0.7034
绝美，还有什么是您不会的?!啊啊啊啊想看您仿三星堆风格做头饰[星星眼],2021-08-19 22:05:42,5,评论,绝美，还有什么是您不会的,0.4991
之前有做过一个三星堆的，可以翻一下,2021-08-19 23:37:03,6,回复,之前有做过一个三星堆的，可以翻一下,0.7542
做过来自三星堆青铜古树灵感的头饰,2021-08-20 01:14:11,6,回复,做过来自三星堆青铜古树灵感的头饰,0.9492
感谢B站让我更加清楚地认识到我的手不是手[捂脸],2021-08-19 22:11:49,3,评论,感谢B站让我更加清楚地认识到我的手不是手,0.378
高配版：雁鸿做的低配版：用易拉罐拉环做叶片[doge],2021-08-19 22:38:14,5,评论,高配版：雁鸿做的低配版：用易拉罐拉环做叶片,0.0435
呜呜呜打扰了看看文化输出现象超话吧[大哭]韩国越南一直在偷汉服啊[大哭]保护好我们的文化和我国文化啊[大哭]他们一直在给外国人洗脑🙏拜托拜托,2021-08-20 15:10:48,5,评论,呜打扰了看文化输出现象超话吧他们一直在给外国人洗脑🙏拜托,0.4469
原来这种金步摇的树枝是可以向后弯的，上头真的太好看了,2021-08-21 11:34:57,5,评论,原来这种金步摇的树枝是可以向后弯的，上头真的太好看了,0.9265
本来我以为是戴后面呈发散状的[笑哭]是我肤浅了,2021-09-04 14:47:15,6,回复,本来我以为是戴后面呈发散状的是我肤浅了,0.0914
回复 @狐面人心 :我开始还想着得梳个多大的发髻来hold这种夸张散开的步摇[喜极而泣],2021-11-03 23:07:19,6,回复,回复 @狐面人心 :我开始还想着得梳个多大的发髻来hold这种夸张散开的步摇,0.4234
.      您   您  您             您您您您您您您您您您您您您                 您       您您            您您  您             您       您您           您您       您   您         您您           您您您您您您,2021-08-23 22:56:30,4,评论,. 您,0.5606
这是汉族步摇呀，一些路人张口就说是慕容鲜卑的，拜托去博物馆看看吧，慕容鲜卑的步摇跟汉族的不一样，慕容鲜卑是帽冠形状的，汉族的步摇是花钿形态的，up主复原的是汉族步摇，这种形状的步摇汉代就有了。而且up主简介里都说了是北燕冯氏皇族的步摇了，一些人简介都不看，张口就说是慕容鲜卑的，无语了,2021-08-22 09:28:02,5,评论,这是汉族步摇呀，一些路人张口就说是慕容鲜卑的，拜托去博物馆看吧，慕容鲜卑的步摇跟汉族的不一样，慕容鲜卑是帽冠形状的，汉族的步摇是花钿形态的，up主复原的是汉族步摇，这种形状的步摇汉代就有了。而且up主简介里都说了是北燕冯氏皇族的步摇了，一些人简介都不看，张口就说是慕容鲜卑的，无语了,0.0076
不要乱定义，鲜卑人的牛头鹿角步摇和汉地的如出一辙。而且“花钿形态”是什么形态？,2021-09-10 17:43:40,4,回复,不要乱定义，鲜卑人的牛头鹿角步摇和汉地的如出一辙。而且“花钿形态”是什么形态？,0.0144
回复 @伯尔纳德 :【作者：扬之水，中国社科院文学研究所研究员】　　两汉魏晋南北朝时期流行于中原和南方的步摇花或简称步摇，与北方地区的步摇冠虽然系缀摇叶的做法相似，却是各有发展演变的线索。步摇花依然是女子首饰，大约只是把来自异域的摇叶移植到原有的簪钗中。后世“步摇”之名则沿续它本来的发展线索成为簪钗样式之一种，即簪首或钗首饰物有“步则摇动”之意趣的一类，并且随簪钗风格的演变而不断翻新。,2021-09-10 18:51:38,5,回复,回复 @伯尔纳德 :【作者：扬之水，中国社科院文学研究所研究员】　两汉魏晋南北朝时期流行于中原和南方的步摇花或简称步摇，与北方地区的步摇冠虽然系缀摇叶的做法相似，却是各有发展演变的线索。步摇花依然是女子首饰，大约只是把来自异域的摇叶移植到原有的簪钗中。后世“步摇”之名则沿续它本来的发展线索成为簪钗样式之一种，即簪首或钗首饰物有“步则摇动”之意趣的一类，并且随簪钗风格的演变而不断翻新。,0.9158
回复 @伯尔纳德 :刚看过辽宁博物馆对这个步摇的介绍，还有史书记载，除了口音以外，还真的没有关系。,2021-09-19 11:45:38,4,回复,回复 @伯尔纳德 :刚看过辽宁博物馆对这个步摇的介绍，还有史书记载，除了口音以外，还真的没有关系。,0.448
有现代的工具都这么复杂，古代的工匠能做出来这么漂亮的饰品也太厉害了,2021-08-22 02:07:10,6,评论,有现代的工具都这么复杂，古代的工匠能做出来这么漂亮的饰品也太厉害了,0.9524
花丝镶嵌是一门传统的宫廷艺术，其工艺复杂而且繁琐，花丝工艺基本技法用八个字来概括即为：掐、填、堆、垒、织、编、攒、焊。,2021-08-19 22:26:38,5,评论,花丝镶嵌是一门传统的宫廷艺术，其工艺复杂而且繁琐，花丝工艺基本技法用八个字来概括即为：掐、填、堆、垒、织、编、攒、焊。,0.7644
加个水印吧，对自己作品的保护。我们的汉服视频和古文化作品都被越南人搬运到了油管，汉服博主的短片MV，到河南卫视出的水下敦煌舞，还有那么多抖音国风视频，全被越南人加上越南字幕包装成越南人搬运到了youtude和脸书，播放量都是几十万和上百万，b站全搬空了，从来没用英文介绍过来源，外国人看见都说越南人好棒，越南文化好美，笑死我了，这群猴子偷起来比韩国人还疯狂。,2021-09-19 12:24:26,5,评论,加个水印吧，对自己作品的保护。我们的汉服视频和古文化作品都被越南人搬运到了油管，汉服博主的短片MV，到河南卫视出的水下敦煌舞，还有那么多抖音国风视频，全被越南人加上越南字幕包装成越南人搬运到了youtude和脸书，播放量都是几十万和上百万，b站全搬空了，从来没用英文介绍过来源，外国人看见都说越南人好棒，越南文化好美，笑死我了，这群猴子偷起来比韩国人还疯狂。,0.9906
单独看的时候觉得好丑，直到戴到模特头上才知道古人审美比我高级很多，不是一个层次。,2021-09-18 12:43:00,5,评论,单独看的时候觉得好丑，直到戴到模特头上才知道古人审美比我高级很多，不是一个层次。,0.2211
豪华版金装九筒面具[doge][doge],2021-09-17 20:54:24,5,评论,豪华版金装九筒面具,0.7389
我们滴思密达~,2021-09-15 11:41:28,5,评论,我们滴思密达~,0.8426
中国5000千年的文化底蕴不是盖的[给心心],2021-09-14 18:29:53,5,评论,中国50千年的文化底蕴不是盖的,0.6106
好好看！！！,2021-09-14 00:31:30,5,评论,好看！,0.9727
这应该是目前唯一一个除了电镀环节其他我的蹄子能拿下的东西了[笑哭],2021-09-10 15:15:30,5,评论,这应该是目前唯一个除了电镀环节其他我的蹄子能拿下的东西了,0.5325
蒙曼老师有说过这种花冠是男款的，出土时是竖起来的，女款不确定,2021-09-05 02:58:53,3,评论,蒙曼老师有说过这种花冠是男款的，出土时是竖起来的，女款不确定,0.4903
高中毕业后完全忘了电解池啥的,2021-08-30 14:52:07,4,评论,高中毕业后完全忘了电解池啥的,0.68
救命，连衣服的配色都是和古代一样的。[热词系列_吹爆],2021-08-24 12:18:15,5,评论,救命，连衣服的配色都是和古代一样的。,0.3865
现在的手工区太恐怖了[tv_皱眉],2021-08-22 11:31:36,4,评论,现在的手工区太恐怖了,0.1564
造型真的好美。,2021-08-21 10:15:40,3,评论,造型真的好美。,0.9811
稀饭[打call][打call][打call],2021-08-20 19:01:44,5,评论,稀饭,0.9411
好棒啊，做的好漂亮[打call],2021-08-20 17:16:13,4,评论,好棒啊，做的好漂亮,0.9974
这东西比欧洲的王冠更好看,2021-08-20 14:31:48,5,评论,这东西比欧洲的王冠更好看,0.9459
来啦～,2021-08-20 00:33:41,5,评论,来啦～,0.808
以前还能模仿一下，这个连模仿都模仿不了[笑哭],2021-08-19 22:25:42,5,评论,以前还能模仿一下，这个连模仿都模仿不了,0.0296
淘宝没有买的，想摆着看，哪位姐妹知道有卖类似的吗,2021-08-19 22:21:58,5,评论,淘宝没有买的，想摆着看，哪位姐妹知道有卖类似的吗,0.1171
拼多多有。,2021-08-19 22:24:48,4,回复,拼多有。,0.6907
回复 @安安稳稳的我 :搜到了，谢谢亲,2021-08-20 01:13:19,5,回复,回复 @安稳的我 :搜到了，谢亲,0.7682
锯得好圆润，学不来💔,2021-08-19 22:04:30,6,评论,锯得好圆润，学不来💔,0.4948
太特别了，果断[热词系列_三连],2022-01-19 20:54:32,4,评论,太特别了，果断,0.3068
美女子,2022-01-17 22:13:45,5,评论,美女子,0.9559
是不是和长歌行里舅舅给长歌阿娘做的步摇很像,2022-01-06 00:49:52,5,评论,是不是和长歌行里舅给长歌阿娘做的步摇很像,0.4233
是的，这种花树冠摇叶装饰品就是从西域传来的,2022-02-26 16:40:53,6,回复,是的，这种花树冠摇叶装饰品就是从西域传来的,0.2633
上头了真好看，一片片叶子就像长在头上一样,2021-12-21 20:47:07,5,评论,上头了真好看，一片叶子就像长在头上一样,0.9415
戴上后好美！！！,2021-10-28 01:33:28,5,评论,戴上后好美！,0.9797
@辽宁省博物馆 快来看看宝藏！,2021-10-19 23:30:38,5,评论,@辽宁省博物馆 快来看宝藏！,0.967
尿凝,2021-09-22 11:33:02,5,评论,尿凝,0.0371
顶[支持],2021-09-22 01:56:07,6,评论,顶,0.8781
记得打码呀你懂得,2021-09-20 09:29:24,5,评论,记得打码呀你懂得,0.5023
在古代没有这些现代的东西是怎么做的呢？,2021-09-20 07:46:08,3,评论,在古代没有这些现代的东西是怎么做的呢？,0.1326
对于首饰重镇来说，这些都是小儿科[喜极而泣],2021-09-20 06:34:58,4,评论,对于首饰重镇来说，这些都是小儿科,0.2563
不是，就一个疑问，那个没有喷枪的年代，他们（金匠们）怎么焊这玩意的？,2021-09-20 04:44:45,6,评论,不是，就一个疑问，那个没有喷枪的年代，他们（金匠们）怎么焊这玩意的？,0.0069
这个如果是真金白银一定很沉。。。今天试秀禾的头饰已经沉的不敢动脑袋了。,2021-09-19 17:52:58,6,评论,这个如果是真金白银一定很沉。今天试秀禾的头饰已经沉的不敢动脑袋了。,0.1391
手工分区Ⅹ 潘家园分区√,2021-09-19 12:50:25,3,评论,手工分区Ⅹ 潘家园分区√,0.7192
大哥，硬！,2021-09-19 07:51:50,6,评论,大哥，硬！,0.1148
终于等到了，想仿个缠花的[doge],2021-09-19 00:49:11,4,评论,终于等到了，想仿个缠花的,0.4494
我的妈，感动了,2021-09-18 07:40:23,5,评论,我的妈，感动了,0.97
太美了！,2021-09-17 13:16:58,6,评论,太美了！,0.8815
单看：这啥啊，奇奇怪怪的戴头上：哇哦，好好看，好想要！！！,2021-09-16 23:47:25,5,评论,单看：这啥啊，奇怪的戴头上：哇哦，好看，好想要！,0.9598
这是头饰？？？[思考]好脑壳,2021-09-16 23:24:49,6,评论,这是头饰？好脑壳,0.2399
这个，抄，起来太难了。请给我，和我的同胞们一点时间，拜托了思密达！,2021-09-16 19:56:44,5,评论,这个，抄，起来太难了。请给我，和我的同胞们一点时间，拜托了思密达！,0.0387
原来是这样戴的，我以为是散开直接戴在头顶的呢,2021-09-16 18:08:55,5,评论,原来是这样戴的，我以为是散开直接戴在头顶的呢,0.4485
思密达？思密达！,2021-09-16 11:46:45,5,评论,思密达？思密达！,0.0337
这个头饰太漂亮了！！！！！！！！！！,2021-09-16 10:48:57,5,评论,这个头饰太漂亮了！,0.9365
太美了。,2021-09-16 09:58:55,5,评论,太美了。,0.839
好看啊，这个冠，应该上链接[脱单doge],2021-09-16 07:44:36,5,评论,好看啊，这个冠，应该上链接,0.9406
太美啦！,2021-09-16 01:42:19,5,评论,太美啦！,0.9352
长歌行。,2021-09-15 12:38:52,5,评论,长歌行。,0.6449
像有部剧的卫子夫,2021-09-15 11:36:58,4,评论,像有部剧的卫子夫,0.7152
长歌母亲的簪子,2021-09-15 07:23:11,6,评论,长歌母亲的簪子,0.6324
和叙利亚那个冠还是什么的有点像，也是金的吊叶子[微笑],2021-09-15 01:51:36,4,评论,和叙利亚那个冠还是什么的有点像，也是金的吊叶子,0.4265
当年慕容氏先祖就是沉迷这个才改姓慕容的？[囧],2021-09-14 21:46:43,6,评论,当年慕容氏先祖就是沉迷这个才改姓慕容的？,0.5516
美哭了，被这些技艺和美丽感动,2021-09-14 20:58:34,5,评论,美哭了，被这些技艺和美丽感动,0.9286
我一直以为素纱褝衣是那种衣服的,2021-09-14 18:02:56,5,评论,我一直以为素纱褝衣是那种衣服的,0.5552
太厉害了啊！！！！,2021-09-13 23:47:57,6,评论,太厉害了啊！,0.2807
走路晃动的声音真好听,2021-09-13 22:26:54,5,评论,走路晃动的声音真好听,0.7739
我以为是放在脑后张开来，随风摆动的,2021-09-13 20:00:51,5,评论,我以为是放在脑后张开来，随风摆动的,0.3055
原来这个头饰是这样戴的啊！好漂亮！,2021-09-11 16:32:42,4,评论,原来这个头饰是这样戴的啊！好漂亮！,0.9496
云鬓花妍金步摇,2021-09-10 21:10:06,4,评论,云鬓花妍金步摇,0.6055
古人也太强了吧,2021-09-08 16:19:07,6,评论,古人也太强了吧,0.5175
我一直认为先秦时期和汉朝时期的汉服是最端庄大气的,2021-09-07 16:39:36,5,评论,我一直认为先秦时期和汉朝时期的汉服是最端庄大气的,0.9694
绝绝子,2021-09-07 12:47:21,5,评论,绝子,0.4829
以为现在的古装剧造型很夸张，没想到古代的装饰更不可思议[抠鼻],2021-09-04 13:43:04,5,评论,以为现在的古装剧造型很夸张，没想到古代的装饰更不可思议,0.7184
真金枝玉叶,2021-09-04 13:22:37,4,评论,真金枝玉叶,0.6055
这种要怎么戴呢[热词系列_知识增加],2021-09-04 11:04:59,5,评论,这种要怎么戴呢,0.1029
up用的电镀不是置换,2021-09-04 10:43:41,6,评论,up用的电镀不是置换,0.0828
看文物图的时候我还寻思什么人才能驾驭这样的头饰，现在我能理解了，原来是配合服装发型佩戴的，突然get到了这支步摇的美[脱单doge],2021-09-04 02:14:59,5,评论,看文物图的时候我还寻思什么人才能驾驭这样的头饰，现在我能理解了，原来是配合服装发型佩戴的，突然get到了这支步摇的美,0.9504
好好看啊,2021-09-03 22:16:59,5,评论,好看啊,0.9662
看封面有点熟悉，在辽宁博物馆见过，还有金耳坠，很好看,2021-09-03 20:31:38,4,评论,看封面有点熟悉，在辽宁博物馆见过，还有金耳坠，很好看,0.9949
好厉害的小姐姐！[支持],2021-09-03 20:09:43,5,评论,好厉害的小姐！,0.6386
好厉害[支持]，好漂亮[爱心]。,2021-09-03 12:24:11,4,评论,好厉害。,0.787
看着看着眼泪就留了下来，是一种感动和骄傲吗[tv_难过],2021-09-03 11:42:47,5,评论,看着眼泪就留了下来，是一种感动和骄傲吗,0.986
单纯物品展示的时候：这有啥好看的模特上头展示的时候：卧槽好美,2021-08-30 08:32:48,5,评论,单纯物品展示的时候：这有啥好看的模特上头展示的时候：卧槽好美,0.9286
太好看了[打call],2021-08-29 12:06:39,4,评论,太好看了,0.8777
！！！我好喜欢这个，小时候看美人心计的时候就注意到小皇后头上的这个头饰，从小记到大,2021-08-28 15:23:47,5,评论,！我好喜欢这个，小时候看美人心计的时候就注意到小皇后头上的这个头饰，从小记到大,0.9956
錾（zan四声）子,2021-08-27 03:55:14,5,评论,錾（zan四声）子,0.4946
您可太棒了！！！,2021-08-26 22:38:42,5,评论,您可太棒了！,0.9538
棒子:我大寒冥国一定……[滑稽],2021-08-26 14:42:21,6,评论,棒子:我大寒冥国一定…,0.0662
说真的不戴上的时侯，我觉得就一般般（因为我对大小比例不敏感，没法想象出佩戴上的样子）戴上后！老祖宗永远的神！太好看了！up也太太太厉害了！！！,2021-08-26 14:40:46,5,评论,说真的不戴上的时侯，我觉得就一般（因为我对大小比例不敏感，没法想象出佩戴上的样子）戴上后！老祖宗永远的神！太好看了！up也太厉害了！,0.0482
美人端庄，这金步摇在端庄之外给人一种灵动感，真漂亮,2021-08-26 13:20:35,6,评论,美人端庄，这金步摇在端庄之外给人一种灵动感，真漂亮,0.9882
我也是，戴头上感觉太美了![喜欢],2021-08-26 12:35:15,6,评论,我也是，戴头上感觉太美了!,0.9126
居然没人看叔叔咋想的？,2021-08-26 10:32:19,4,评论,居然没人看叔咋想的？,0.0125
太好看了吧[给心心],2021-08-26 10:21:04,5,评论,太好看了吧,0.777
来看个热闹，想看点门道，但我知识水平有限，啥都看不出来..........................,2021-08-25 16:43:11,5,评论,来看个热闹，想看点门道，但我知识水平有限，啥都看不出来.,0.1724
上链接谢谢[doge],2021-08-25 01:03:49,4,评论,上链接谢,0.5245
好看！想要！,2021-08-23 22:09:03,5,评论,好看！想要！,0.9858
戴上头比放着好看好几倍。,2021-08-23 20:19:19,6,评论,戴上头比放着好看好几倍。,0.8034
其实拿竹简更好,2021-08-23 10:28:30,5,评论,其实拿竹简更好,0.5465
啊好美啊,2021-08-22 21:38:33,5,评论,啊好美啊,0.9717
还是原物好看,2021-08-22 17:02:05,5,评论,还是原物好看,0.9602
哇，好漂亮[热词系列_秀][热词系列_三连],2021-08-22 10:19:20,5,评论,哇，好漂亮,0.9879
我去，这是个技术活,2021-08-22 08:51:54,5,评论,我去，这是个技术活,0.5718
@才浅 安排一下？,2021-08-22 08:01:44,4,评论,@才浅 安排一下？,0.1445
[笑哭]没戴之前我还在想，这么大戴头顶会不会很奇怪，原来是这样弯下来，好好看！！！！,2021-08-22 07:51:44,5,评论,没戴之前我还在想，这么大戴头顶会不会很奇怪，原来是这样弯下来，好看！,0.5282
