评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
恰好我也会一点非遗 下次视频以这种形式给大家做个视频[藏狐],2021-06-17 13:36:16,4,评论,恰好我也会一点非遗 下次视频以这种形式给大家做个视频,0.9999
怎么没有糖人呢？,2021-06-14 16:37:48,3,评论,怎么没有糖人呢？,0.0076
师傅，还收徒吗？,2021-06-14 15:19:41,3,评论,师傅，还收徒吗？,0.9928
韩国正在准备偷,2021-06-14 14:35:11,5,评论,韩国正在准备偷,0.4765
在审了，思密达[doge],2021-06-14 12:52:40,6,评论,在审了，思密达,0.0688
我们生在一个伟大的民族！！！,2021-06-14 10:26:22,5,评论,我们生在一个伟大的民族！,0.9999
哇哦，都是我买不起的耶。[笑哭],2021-06-14 02:33:59,4,评论,哇哦，都是我买不起的耶。,0.9999
在申啦思密达[OK][OK][OK][OK][OK][响指][响指][响指][响指]👌🏻👌🏻👌🏻👌🏻,2021-06-14 01:34:28,6,评论,在申啦思密达👌🏻,0.6101
呵呵，这算啥，你看看那个星空的刺绣我人都傻了，那个才是真的牛逼,2021-06-14 00:35:27,6,评论,呵，这算啥，你看那个星空的刺绣我人都傻了，那个才是真的牛逼,0.0013
开头龙后面那个牛好眼熟a，不知道是不是我想的那个[思考][思考],2021-06-14 00:29:56,5,评论,开头龙后面那个牛好眼熟a，不知道是不是我想的那个,0.0013
应该是吧，底下还有字呢，除了她还有谁。[doge],2021-06-14 13:12:08,5,回复,应该是吧，底下还有字呢，除了她还有谁。,0.0317
回复 @Chris贰 :[脱单doge][脱单doge],2021-06-15 00:40:19,5,回复,回复 @Chris贰 :,0.1086
芜湖市铁画牛逼！！！,2021-06-13 21:19:42,6,评论,芜湖市铁画牛逼！,0.9789
吆西！吆西！思密达！[妙啊][妙啊],2021-06-13 21:13:51,5,评论,吆西！思密达！,0.2326
欢迎大家光临南昌市中国工艺美术大师博物馆,2021-06-13 20:17:50,5,评论,欢迎大家光临南昌市中国工艺美术大师博物馆,0.9998
woc太震撼了[打call][打call][打call],2021-06-13 19:28:24,3,评论,woc太震撼了,0.8949
韩国偷了哪些？谁能帮我列举一下？,2021-06-13 18:13:47,5,评论,韩国偷了哪些？谁能帮我列举一下？,0.0019
我靠！铁画真的好震撼,2021-06-13 17:25:37,5,评论,我靠！铁画真的好震撼,0.1935
王者的作品才是“有些人见到的吧”家里没钱的不就是见一开始的东西吗？,2021-06-13 05:29:50,4,评论,王者的作品才是“有些人见到的吧”家里没钱的不就是见一开始的东西吗？,0.9998
外国奢侈品  咬咬牙也就买了  国内的奢侈品  咬碎满口牙也买不起,2021-09-19 15:43:13,2,评论,外国奢侈品 咬牙也就买了 国内的奢侈品 咬碎满口牙也买不起,0.9999
蹲一个bgm。。。,2021-09-18 21:37:56,4,评论,蹲一个bgm。,0.9867
牛逼牛逼牛逼,2021-09-17 16:45:27,6,评论,牛逼,0.7143
我有个梦想：买件奢侈品我有一个痴心妄想：买件中国的奢侈品,2021-08-29 20:41:11,3,评论,我有个梦想：买件奢侈品我有一个痴心妄想：买件中国的奢侈品,0.9999
太贵了，穷人就看看,2021-07-07 17:59:34,3,评论,太贵了，穷人就看,0.0021
我寻思这不都是我大宇宙国的吗[doge],2021-07-07 10:13:37,5,评论,我寻思这不都是我大宇宙国的吗,0.1813
这里diss的不应该只有韩国啊，日本那些什么标榜艺术什么什么之神的人，做出来的东西跟这些非遗根本就不是一个层面，有的时候看日本说的有些他们国内的艺术品，看不懂。[doge],2021-07-06 12:03:33,6,评论,这里dis的不应该只有韩国啊，日本那些什么标榜艺术什么之神的人，做出来的东西跟这些非遗根本就不是一个层面，有的时候看日本说的有些他们国内的艺术品，看不懂。,0.9998
太美了，真正的艺术品，语言已经苍白无力，当年清朝就是看不上英国做的那些东西，英国挣不到钱还眼馋我们艺术品，没钱买便发动了鸦片战争来抢，之后八国联军继续抢,2021-07-05 19:31:30,5,评论,太美了，真正的艺术品，语言已经苍白无力，当年清朝就是看不上英国做的那些东西，英国挣不到钱还眼馋我们艺术品，没钱买便发动了鸦片战争来抢，之后八国联军继续抢,0.9999
那是石雕不是玉雕啊？,2021-07-03 21:28:57,0,评论,那是石雕不是玉雕啊？,0.0907
快去申遗啊，我们的榫卯已经被偷了[阴险],2021-07-03 11:52:31,5,评论,快去申遗啊，我们的榫卯已经被偷了,0.9999
真是的手工艺品是这样的💰[大哭],2021-07-03 09:07:39,5,评论,真是的手工艺品是这样的💰,0.0029
我觉得非遗不仅要占据审美高地，还得飞入寻常百姓家。,2021-07-02 09:34:05,6,评论,我觉得非遗不仅要占据审美高地，还得飞入寻常百姓家。,0.9999
果然，没有对比就没有伤害，某人说的那句“没有垃圾的观众，就没有垃圾的电影”，还是有点道理的,2021-06-30 10:57:56,5,评论,果然，没有对比就没有伤害，某人说的那句“没有垃圾的观众，就没有垃圾的电影”，还是有点道理的,0.5771
我觉得以韩国人的脑子，怕是偷不走了[doge],2021-06-30 03:20:14,6,评论,我觉得以韩国人的脑子，怕是偷不走了,0.9978
看着看着我笑不出来了……这真的是人手工做的吗？！巧夺天工怎么写谁能教教我！,2021-06-30 01:40:08,5,评论,看着我笑不出来了…这真的是人手工做的吗？！巧夺天工怎么写谁能教我！,0.9116
第一件作品，气势太强。厕所的我，差点当场跪那,2021-06-29 20:25:48,5,评论,第一件作品，气势太强。厕所的我，差点当场跪那,0.9999
太难啦思密达,2021-06-26 12:04:21,6,评论,太难啦思密达,0.6251
但凡去过一些博物馆都会佩服的,2021-06-25 14:12:08,5,评论,但凡去过一些博物馆都会佩服的,0.5232
51秒的是B站up主吗？,2021-06-22 13:24:13,6,评论,51秒的是B站up主吗？,0.0041
这一件件的，不比欧洲的奢侈品手工费高？,2021-06-20 22:15:27,4,评论,这一件的，不比欧洲的奢侈品手工费高？,0.9992
好美！好精致！好震撼！一定要好好保护，传承下去[给心心],2021-06-19 22:28:52,5,评论,好美！好精致！好震撼！一定要好保护，传承下去,0.9998
我就想问这bgm叫什么，太赞了[打call],2021-06-19 21:57:33,5,评论,我就想问这bgm叫什么，太赞了,0.678
这才是奢侈品！不是贴个标，全身印商标就是奢侈品。特么把自己当灯箱了？我跟你安上跑马灯要不要？[doge],2021-06-19 09:14:29,4,评论,这才是奢侈品！不是贴个标，全身印商标就是奢侈品。特么把自己当灯箱了？我跟你安上跑马灯要不要？,0.9998
伟大的中华民族，可惜还是被偷走太多传统文化了,2021-06-18 21:55:02,5,评论,伟大的中华民族，可惜还是被偷走太多传统文化了,0.9999
感叹我们国家的文化！！！,2021-06-18 20:31:12,4,评论,感叹我们国家的文化！,0.9999
我搞不懂为什么有些人喜欢日本文化,2021-06-18 18:45:28,5,评论,我搞不懂为什么有些人喜欢日本文化,0.0151
我爽了,2021-06-16 01:36:00,4,评论,我爽了,0.9918
说实话我觉得，中国这么多文化，韩国哪怕是申都来不及，抄都说不定没想象力多[藏狐]当然还是不能给他们,2021-06-16 01:32:03,5,评论,说实话我觉得，中国这么多文化，韩国哪怕是申都来不及，抄都说不定没想象力多当然还是不能给他们,0.0012
古代人民生活好精致呀,2021-06-16 00:29:09,5,评论,古代人民生活好精致呀,0.9999
这么多年了，我们一直以国外的文化为时尚，现在该是我们自己文化雄起的时候了！,2021-06-15 23:35:32,3,评论,这么多年了，我们一直以国外的文化为时尚，现在该是我们自己文化雄起的时候了！,0.9999
几千年的厚重积淀才能成就中华文化如此丰富成熟的审美，我们应该以此为豪并发扬光大！！,2021-06-15 21:53:07,5,评论,几千年的厚重积淀才能成就中华文化如此丰富成熟的审美，我们应该以此为豪并发扬光大！,0.9999
真挺想学的，希望以后有钱有时间了可以去学学,2021-06-15 18:49:18,4,评论,真挺想学的，希望以后有钱有时间了可以去学,0.9998
有没有那种简单点的，我可以买的起的,2021-06-15 16:15:20,5,评论,有没有那种简单点的，我可以买的起的,0.003
这些东西难学难挣钱啊，我一个表叔就是做石雕的，做了好久，到现在孩子开始上初中了才开始赚钱，我记得印象最深的就是他仓库里一块2个人那么大的石头，上面雕各种东西，他说已经雕好几年了，还不一定卖得出去,2021-06-15 16:03:20,6,评论,这些东西难学难挣钱啊，我一个表叔就是做石雕的，做了好久，到现在孩子开始上初中了才开始赚钱，我记得印象最深的就是他仓库里一块2个人那么大的石头，上面雕各种东西，他说已经雕好几年了，还不一定卖得出去,0.0016
突然想起圆明园，心痛啊，痛的我心里出血啊！,2021-06-15 15:56:27,6,评论,突然想起圆明园，心痛啊，痛的我心里出血啊！,0.9997
厉害厉害思密达，,2021-06-15 15:55:43,4,评论,厉害思密达，,0.361
云锦的出处有哪位大神知道吗？我想去欣赏下。,2021-06-15 15:39:47,6,评论,云锦的出处有哪位大神知道吗？我想去欣赏下。,0.9999
别把这当抖音，只能接受短平快疯狂的信息灌输，只为刺激不为获取知识信息。我看你这个得放0.5倍速还得经常暂停。这些艺术精华是一瞥而过就够的？,2021-06-15 14:42:07,6,评论,别把这当抖音，只能接受短平快疯狂的信息灌输，只为刺激不为获取知识信息。我看你这个得放0.5倍速还得经常暂停。这些艺术精华是一瞥而过就够的？,0.0016
寒国：你搞这么难的我怎么copy？怎么偷？[吃瓜],2021-06-15 14:37:10,5,评论,寒国：你搞这么难的我怎么copy？怎么偷？,0.0048
真的小心偷国！,2021-06-15 10:30:02,4,评论,真的小心偷国！,0.0054
好美啊！,2021-06-15 10:29:39,4,评论,好美啊！,0.9998
小心偷国棒子，我心想，这老祖宗传承下来的手艺，它们那群渣渣能学会吗？它们只能拿现成的，叫它们做一样都做不出来！,2021-06-15 10:27:28,5,评论,小心偷国棒子，我心想，这老祖宗传承下来的手艺，它们那群渣能学会吗？它们只能拿现成的，叫它们做一样都做不出来！,0.0019
没错这就是我们自豪的文化啊思密达,2021-06-15 09:34:42,4,评论,没错这就是我们自豪的文化啊思密达,1.0
我家就是做云锦的，到现在第三代人了，欢迎大家到南京的时候来看看，地址在南艺后街,2021-06-15 09:23:35,5,评论,我家就是做云锦的，到现在第三代人了，欢迎大家到南京的时候来看，地址在南艺后街,0.9998
只要不能机械制作来钱快的，基本上都被淘汰了,2021-06-15 09:17:31,5,评论,只要不能机械制作来钱快的，基本上都被淘汰了,0.9998
太美啦,2021-06-15 08:07:56,5,评论,太美啦,0.9478
我们要文化自信啊，近几年被韩国等几个国家申遗的实在太多了[笑哭]我们要重视起来,2021-06-15 07:41:53,5,评论,我们要文化自信啊，近几年被韩国等几个国家申遗的实在太多了我们要重视起来,0.9999
不会不会啊思密达，不管这就是我们大冥国的思密达,2021-06-15 05:56:47,6,评论,不会啊思密达，不管这就是我们大冥国的思密达,0.0094
今晚做梦有素材了,2021-06-15 05:35:23,6,评论,今晚做梦有素材了,0.9845
这给棒子抄他们都不会抄[吃瓜],2021-06-15 04:13:50,5,评论,这给棒子抄他们都不会抄,0.0029
日本也偷啊，为啥弹幕没人说,2021-06-15 03:25:45,6,评论,日本也偷啊，为啥弹幕没人说,0.0037
站焊，糖送！,2021-06-15 02:54:50,6,评论,站焊，糖送！,0.2449
都给我三连！,2021-06-15 01:25:23,6,评论,都给我三连！,0.3174
太厉害啦[打call][打call]这就是文化自信,2021-06-15 00:01:00,5,评论,太厉害啦这就是文化自信,0.7166
那个伞能买到吗，搜什么呢？一直梦想有这样一把[微笑]这些东西不仅仅用来展示，要是还能拓展出商业渠道盈利的话，就能进一步推广中国文化了,2021-06-14 23:58:53,6,评论,那个伞能买到吗，搜什么呢？一直梦想有这样一把这些东西不仅用来展示，要是还能拓展出商业渠道盈利的话，就能进一步推广中国文化了,0.9997
这个视频我一直卧槽就没停过,2021-06-14 23:43:29,6,评论,这个视频我一直卧槽就没停过,0.6262
每次看到这些作品都感觉好幸福哇！,2021-06-14 23:19:58,5,评论,每次看到这些作品都感觉好幸福哇！,0.9999
折扇好像原产日本,2021-06-14 23:10:59,6,评论,折扇好像原产日本,0.2692
日本原产中国,2021-06-15 03:21:06,5,回复,日本原产中国,0.4027
想要偷！,2021-06-14 23:11:59,5,评论,想要偷！,0.6209
已经申遗了思密达,2021-06-14 22:28:02,6,评论,已经申遗了思密达,0.3896
小心偷国,2021-06-14 20:31:29,6,评论,小心偷国,0.059
这才是真正的奢侈品，就国外的那些所谓的奢侈品，哪个不是工厂流水线产品，什么女人的包包，男人的鞋子，还有各种大牌衣服，动不动就成千上万，哪里值了？都是智商税，也说明了咱们的国产不努力,2021-06-14 20:06:08,5,评论,这才是真正的奢侈品，就国外的那些所谓的奢侈品，哪个不是工厂流水线产品，什么女人的包，男人的鞋子，还有各种大牌衣服，动不动就成千上万，哪里值了？都是智商税，也说明了咱们的国产不努力,0.9999
牛逼,2021-06-14 19:42:29,5,评论,牛逼,0.7143
这BGM着实不符合内容，建议换一个,2021-06-14 19:03:27,5,评论,这BGM着实不符合内容，建议换一个,0.001
太好看了!绝美!!!文化底蕴原来可不是虚的,2021-06-14 19:01:50,5,评论,太好看了!绝美!文化底蕴原来可不是虚的,0.9999
中华文明[支持][支持][支持],2021-06-14 18:45:57,5,评论,中华文明,0.7043
日本怎么好意思天天吹什么匠人精神呢？,2021-06-14 18:43:06,5,评论,日本怎么好意思天吹什么匠人精神呢？,0.0016
好绝[tv_大哭],2021-06-14 18:43:25,6,评论,好绝,0.9913
我🐰就是最牛逼的！！！,2021-06-14 18:33:36,6,评论,我🐰就是最牛逼的！,0.9994
不能大规模生产，就不感兴趣,2021-06-14 18:30:02,5,评论,不能大规模生产，就不感兴趣,0.0026
绝了我已经说累了,2021-06-14 17:37:35,5,评论,绝了我已经说累了,0.9999
看见了吧，真正的美无论隔了多少年都让人觉得美,2021-06-14 17:21:26,5,评论,看见了吧，真正的美无论隔了多少年都让人觉得美,0.9999
云锦震撼到我了！此生无悔入华夏，来生当为龙之子[给心心],2021-06-14 17:08:36,5,评论,云锦震撼到我了！此生无悔入华夏，来生当为龙之子,0.9999
说了好多句卧槽,2021-06-14 16:46:30,4,评论,说了好多句卧槽,0.0889
喜欢最后那个,2021-06-14 16:10:20,4,评论,喜欢最后那个,0.9984
瞧不起我们菜比吗我也瞧不起我自己,2021-06-14 16:02:04,4,评论,瞧不起我们菜比吗我也瞧不起我自己,0.003
外国的奢侈品狠下心来一般人也买得起，中国的奢饰品把人卖了也买不起[傲娇],2021-06-14 15:54:55,5,评论,外国的奢侈品狠下心来一般人也买得起，中国的奢饰品把人卖了也买不起,0.9999
别被棒子看到了，又要说是它自己的了[吐][吐],2021-06-14 15:52:28,5,评论,别被棒子看到了，又要说是它自己的了,0.0017
王者作品，居然没有玻璃上画划痕[doge],2021-06-14 15:46:33,4,评论,王者作品，居然没有玻璃上画划痕,0.9998
一看很漂亮看一眼价格，瞬间跑人,2021-06-14 15:46:11,3,评论,一看很漂亮看一眼价格，瞬间跑人,0.9999
卧槽这个石雕 绝了,2021-06-14 15:46:33,5,评论,卧槽这个石雕 绝了,0.0009
问题我买不起啊,2021-06-14 15:25:25,6,评论,问题我买不起啊,0.0066
记得加水印哦,2021-06-14 15:25:54,4,评论,记得加水印哦,0.9992
好厉害,2021-06-14 15:17:59,4,评论,好厉害,0.8834
在南京看过现场织云锦，太震惊了简直！！！！,2021-06-14 14:54:06,5,评论,在南京看过现场织云锦，太震惊了简直！,0.9999
在下南派翡翠传人！,2021-06-14 14:40:28,6,评论,在下南派翡翠传人！,0.9994
正在申遗，思密达,2021-06-14 14:29:31,5,评论,正在申遗，思密达,0.9902
偷，偷国人使劲偷，看看你们那几百年的文化，十万平方公里的国土装不装的下中国上下五千年，九百六十万平方公里的浩瀚无垠。唉，你使劲偷，我还有，气死你们。[doge],2021-06-14 14:11:01,5,评论,偷，偷国人使劲偷，看你们那几百年的文化，十万平方公里的国土装不装的下中国上下五千年，九百六十万平方公里的浩瀚无垠。唉，你使劲偷，我还有，气死你们。,0.0017
加logo谢谢，防偷国,2021-06-14 14:09:10,6,评论,加logo谢，防偷国,0.6512
工人和工匠，区别在于这最后的一个字，匠，为一行业的大成者，工匠，是曾经皇帝都所需尊敬的人，我国工匠相比以前，多，但是比例却少了，因为没有人愿意去做这种来钱慢还耗时间的事，但实际上，你成为了工匠，其荣耀，包括以后能的人脉，会源源不断的,2021-06-14 14:01:15,4,评论,工人和工匠，区别在于这最后的一个字，匠，为一行业的大成者，工匠，是曾经皇帝都所需尊敬的人，我国工匠相比以前，多，但是比例却少了，因为没有人愿意去做这种来钱慢还耗时间的事，但实际上，你成为了工匠，其荣耀，包括以后能的人脉，会源不断的,0.9999
其实就是贵了，,2021-06-14 13:37:43,2,评论,其实就是贵了，,0.2082
前半部分的bgm?是啥?上头了,2021-06-14 13:18:19,5,评论,前半部分的bgm?是啥?上头了,0.8436
好像是藏狐唱的海底,2021-06-14 18:53:09,6,回复,好像是藏狐唱的海底,0.9715
国粹，一定要传承下去，支持！,2021-06-14 13:11:11,3,评论,国粹，一定要传承下去，支持！,0.9999
国外奢侈品你狠狠心咬咬牙买就买了，你国内买买试试，只说我家老爷子吧，买了一套60平的房子专门放他那些收藏，奇石，字画什么的，还有他当年赌石赌出来的一块（切出玉了但是没有全部切开，按他的说法就是看个色就好了，没必要全开）反正好多老法头里面的东西，我就这么说吧，16年有人来我家问我加老爷子买一块奇石，两个拳头大小，开了5万我爷爷没卖他，所以某些人别在那边吹国外的奢侈品了，国内好东西太多了你没那个钱和精力去淘而已，,2021-06-14 13:00:29,4,评论,国外奢侈品你狠心咬牙买就买了，你国内买试，只说我家老爷子吧，买了一套60平的房子专门放他那些收藏，奇石，字画什么的，还有他当年赌石赌出来的一块（切出玉了但是没有全部切开，按他的说法就是看个色就好了，没必要全开）反正好多老法头里面的东西，我就这么说吧，16年有人来我家问我加老爷子买一块奇石，两个拳头大小，开了5万我爷没卖他，所以某些人别在那边吹国外的奢侈品了，国内好东西太多了你没那个钱和精力去淘而已，,0.9999
好的太精贵，差的又不如国外的工艺品，各取所需,2021-06-14 12:58:56,5,评论,好的太精贵，差的又不如国外的工艺品，各取所需,0.9558
emmmm好的人家花几十年就只能做一件卖便宜了不需要靠吃饭活着吗？人家能喝空气给你做一辈子？,2021-06-29 15:17:33,4,回复,em好的人家花几十年就只能做一件卖便宜了不需要靠吃饭活着吗？人家能喝空气给你做一辈子？,0.0025
配音好吵，背景音乐不要搞这种行吗？好好的一个视频,2021-06-14 12:50:24,5,评论,配音好吵，背景音乐不要搞这种行吗？好的一个视频,0.0022
厉害的离谱,2021-06-14 12:42:10,5,评论,厉害的离谱,0.157
9999关注我点了一下一万了，但是我又取消关注了[滑稽],2021-06-14 12:41:07,5,评论,9关注我点了一下一万了，但是我又取消关注了,0.9999
我以前一直在想瓷器不就是上面有点花纹吗，哪至于那么值钱，看完视频，对不起，我是土鳖[笑哭],2021-06-14 12:40:10,4,评论,我以前一直在想瓷器不就是上面有点花纹吗，哪至于那么值钱，看完视频，对不起，我是土鳖,0.9997
有钱了我要收集所以好看的东西[doge],2021-06-14 12:28:39,5,评论,有钱了我要收集所以好看的东西,0.9955
就这让偷国来偷 他们恨不得都偷不明白无从下手,2021-06-14 12:10:54,4,评论,就这让偷国来偷 他们恨不得都偷不明白无从下手,0.002
鸡皮疙瘩起来了[支持],2021-06-14 12:06:43,5,评论,鸡皮疙瘩起来了,0.4476
反正是我买不起的东西,2021-06-14 12:05:14,4,评论,反正是我买不起的东西,0.0027
bgm[藏狐][藏狐],2021-06-14 11:58:52,5,评论,bgm,0.6778
非遗不只有不会动的还有会动的,2021-06-14 11:55:53,5,评论,非遗不只有不会动的还有会动的,0.0034
可别给韩国人看见了,2021-06-14 11:17:58,5,评论,可别给韩国人看见了,0.9987
开头bgm叫什么,2021-06-14 11:13:37,4,评论,开头bgm叫什么,0.0746
同求,2021-06-14 13:18:30,5,回复,同求,0.7186
再说亿遍，加水印加水印加水印,2021-06-14 11:07:20,4,评论,再说亿遍，加水印,0.3366
中国的艺术品可是经过五千年历史打磨出来的，是一个小小的细节都要精雕细琢的，是其他国家只能眼羡却模仿不来的。这就是另所有中国人自豪的文化遗产，生在中国真的是能吹一辈子的事情啊[打call],2021-06-14 11:05:02,5,评论,中国的艺术品可是经过五千年历史打磨出来的，是一个小的细节都要精雕细琢的，是其他国家只能眼羡却模仿不来的。这就是另所有中国人自豪的文化遗产，生在中国真的是能吹一辈子的事情啊,0.9999
前几天去看了玉博物馆，属实把我震撼了,2021-06-14 10:58:13,6,评论,前几天去看了玉博物馆，属实把我震撼了,0.9999
好看是好看，奢侈也是真奢侈。别忘了真正有钱的人玩的都是中国奢侈品。一般的都是玩外国的，什么乱七八糟的外国奢侈品牌大作，在这些来对比，直接被秒杀。价格,2021-06-14 10:50:51,4,评论,好看是好看，奢侈也是真奢侈。别忘了真正有钱的人玩的都是中国奢侈品。一般的都是玩外国的，什么乱七八糟的外国奢侈品牌大作，在这些来对比，直接被秒杀。价格,0.9999
在偷了，思密达[doge],2021-06-14 10:50:44,5,评论,在偷了，思密达,0.0301
巧夺天工[给心心],2021-06-14 10:44:47,5,评论,巧夺天工,0.7426
！我生日是这天诶！,2021-06-14 10:29:44,3,评论,！我生日是这天诶！,0.9996
这是我们韩国的!,2021-06-14 10:17:57,3,评论,这是我们韩国的!,0.8352
赶紧申遗！！！！,2021-06-14 09:50:53,5,评论,赶紧申遗！,0.3724
救命，震撼到我了,2021-06-14 09:45:00,5,评论,救命，震撼到我了,0.9997
千万要传承下去啊!,2021-06-14 09:24:56,6,评论,千万要传承下去啊!,0.0022
以后如果有条件的话最好办几个展览，给老外搞搞文化输出,2021-06-14 09:18:09,6,评论,以后如果有条件的话最好办几个展览，给老外搞文化输出,0.0014
没有陶艺？,2021-06-14 08:49:09,5,评论,没有陶艺？,0.026
这有何难？咋的都没带脑子啊，            。。。。 睡一觉不就啥都有了吗[狗子][doge][狗子],2021-06-14 08:43:48,4,评论,这有何难？咋的都没带脑子啊， 。 睡一觉不就啥都有了吗,0.0021
韩国人再偷我就真不客气，我雇佣几个黑老外天天往你们韩国吐痰去！,2021-06-14 08:42:56,5,评论,韩国人再偷我就真不客气，我雇佣几个黑老外天往你们韩国吐痰去！,0.0016
第一次知道铁花这个东西的存在,2021-06-14 08:22:22,5,评论,第一次知道铁花这个东西的存在,0.9989
我也很喜欢blingbling的银雕，可是精雕细琢的很难买到,2021-06-14 01:56:05,3,评论,我也很喜欢bling的银雕，可是精雕细琢的很难买到,0.9999
笑死根本不怕偷，就怕TM的恶心你[藏狐],2021-06-14 01:45:32,5,评论,笑死根本不怕偷，就怕TM的恶心你,0.0034
问下后面的bgm是什么,2021-06-14 01:31:38,6,评论,问下后面的bgm是什么,0.0043
担心又给偷走[笑哭],2021-06-14 01:21:54,3,评论,担心又给偷走,0.1132
我要买几套回来申遗啦思密达,2021-06-14 00:55:31,4,评论,我要买几套回来申遗啦思密达,0.9638
韩:我的了,2021-06-14 00:43:20,6,评论,韩:我的了,0.1732
芜湖铁画,2021-06-14 00:33:34,5,评论,芜湖铁画,0.6699
偷国又准备偷了,2021-06-14 00:24:06,5,评论,偷国又准备偷了,0.0827
还有几个很好的:橄榄核雕刻唐卡,2021-06-14 00:15:06,5,评论,还有几个很好的:橄榄核雕刻唐卡,0.9999
我记得还有用贝壳的,2021-06-14 00:11:01,5,评论,我记得还有用贝壳的,0.9997
应该是玉雕吧,2021-06-14 00:08:00,4,评论,应该是玉雕吧,0.0579
太好看了,2021-06-13 23:53:33,2,评论,太好看了,0.7893
希望能一直传承下去,2021-06-13 23:52:47,5,评论,希望能一直传承下去,0.9983
中国不是没奢侈品 而是奢侈品没几个人用的起,2021-06-13 23:25:19,5,评论,中国不是没奢侈品 而是奢侈品没几个人用的起,0.9976
