,word,count
0,china,279
1,chinese,127
2,virus,92
3,ccp,65
4,country,57
5,india,35
6,democracy,32
7,usa,31
8,wuhan,25
9,gt,25
10,time,24
11,american,21
12,taliban,21
13,cartoon,20
14,global,20
15,human,20
16,propaganda,20
17,taiwan,19
18,america,18
19,pakistan,18
20,twitter,16
21,afghanistan,16
22,xi,15
23,lol,15
24,terrorist,13
25,ha,13
26,news,13
27,poor,12
28,covid,12
29,power,12
30,corona,12
31,vaccine,12
32,government,11
33,truth,11
34,tweet,11
35,bad,11
36,indian,11
37,war,10
38,real,10
39,free,10
40,japan,10
41,happy,10
42,chinas,10
43,freedom,10
44,hong,10
45,kong,10
46,biden,9
47,democratic,9
48,genocide,9
49,uyghur,9
50,day,9
51,united,9
52,trump,9
53,military,8
54,south,8
55,nation,8
56,lab,8
57,life,8
58,president,8
59,cpc,8
60,hai,8
61,covid19,8
62,debt,8
63,concentration,8
64,ur,8
65,law,8
66,army,8
67,support,8
68,true,8
69,article,7
70,communist,7
71,western,7
72,business,7
73,massacre,7
74,hk,7
75,black,7
76,tibet,7
77,economy,7
78,level,7
79,joke,7
80,friend,7
81,russia,7
82,weapon,7
83,trade,7
84,land,7
85,policy,7
86,history,7
87,hard,7
88,nervous,7
89,gift,7
90,potus,7
91,humanity,7
92,pooh,6
93,jinping,6
94,pandemic,6
95,reason,6
96,origin,6
97,money,6
98,dangerous,6
99,don,6
100,product,6
101,worry,6
102,reality,6
103,shit,6
104,situation,6
105,u.s.,6
106,dear,6
107,political,6
108,raw,6
109,ko,6
110,govt,5
111,independent,5
112,person,5
113,sea,5
114,deal,5
115,guy,5
116,australia,5
117,regime,5
118,word,5
119,funny,5
120,variant,5
121,original,5
122,biological,5
123,legal,5
124,lot,5
125,perfect,5
126,father,5
127,afraid,5
128,huge,5
129,evil,5
130,shameless,5
131,ccps,5
132,pak,5
133,matter,5
134,foreign,5
135,jack,5
136,huxijin_gt,5
137,pla,5
138,globe,5
139,peace,5
140,issue,5
141,coronavirus,5
142,territory,5
