中书舍人 介休 凤台 南丰 南平 参知政事 司马光 同平章事 吕公著 吕嘉问 吕惠卿 吕诲 唐介 四川 夏县 安徽 宰相 富弼 寿县 山西 廊坊 开封 御史中丞 恩荫 成都 抚州 提举市易 文彦博 文臣 曾布 检正中书五房公事 江苏 江西 江陵 河北 河北安抚使 河南 泉州 洛阳 浙江 湖北 灵寿县 王安石 登闻鼓院 皇帝 监开封安上门 眉山 知枢密院 知谏院 福州 福建 科举 章惇 统治者 继位 编修三司条例官 苏州 苏轼 范纯仁 莆田 蔡京 衢州 赵抃 赵顼 邓绾 郑侠 韩琦 韩绛 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4162092356742928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3658542888871263 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4162092356742928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4162092356742928 0.4162092356742928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4162092356742928 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.41760673258973197 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5264999204335967 0.0 0.0 0.1647645803932154 0.0 0.0 0.0 0.46280148896095097 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5264999204335967 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1728227396089278 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.558767657990319 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17486255008406226 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4911653241811991 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4911653241811991 0.0 0.0 0.3755983712127984 0.18341457179940954 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.5228855086619502 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.16363347473524453 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.35147872747424963 0.17163631484378009 0.5228855086619502 0.0 0.0 0.5228855086619502 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.5013587461280158 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1568968203532133 0.5013587461280158 0.5013587461280158 0.0 0.44070201192158626 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.16457019017473645 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.4050395177876987 0.0 0.0 0.0 0.0 0.0 0.0 0.510655737193757 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.15980625067298393 0.0 0.0 0.0 0.0 0.510655737193757 0.0 0.0 0.0 0.0 0.0 0.0 0.510655737193757 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.16762191231892576 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5340431896810952 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5340431896810952 0.0 0.388031839839161 0.0 0.0 0.0 0.0 0.0 0.1671251953603242 0.0 0.0 0.0 0.0 0.0 0.4694321380909654 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.175298805428438 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.15259749729881328 0.0 0.0 0.4876203975056491 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4876203975056491 0.0 0.0 0.16006059966109573 0.0 0.0 0.0 0.0 0.4876203975056491 0.0 0.4876203975056491 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5013587461280158 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5013587461280158 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1568968203532133 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.44070201192158626 0.0 0.5013587461280158 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.16457019017473645 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.5163278205558202 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4538600574685825 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5163278205558202 0.1615812907040176 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4538600574685825 0.0 0.0 0.0 0.1694837644254079 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.1689688113636452 0.0 0.0 0.0 0.0 0.0 0.0 0.5399344053582881 0.0 0.47461060684543277 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3629388356937392 0.1772325873597269 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5399344053582881 0.0 

