乌梁海 京湖安抚制置使 京西安抚副使 保任 保定 军功补官 刘整 叛臣 吉木萨尔 吕文德 吕文焕 四川安抚使 夏贵 夔路行省 天台县 安徽 宋京湖都统 宰相 寿县 张世杰 张弘范 征南都元帅 恩荫 招降补官 新疆 李庭芝 武将 河北 河南 河南行省平章 沿江制置副使 浙江 涿州 湖北 皇帝 科举 绍兴 统治者 继位 蒙古 行军万户 贾似道 赵禥 邓州 阿术 阿里海牙 随州 霍邱 

0.0 0.0 0.0 0.0 0.0 0.0 0.41773336457065025 0.3570632725756333 0.0 0.0 0.0 0.0 0.0 0.41773336457065025 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.41773336457065025 0.0 0.0 0.0 0.0 0.41773336457065025 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.41773336457065025 0.0 0.0 0.0 0.0 

0.43799254670289467 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.43799254670289467 0.43799254670289467 0.0 0.0 0.0 0.202021397786381 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.43799254670289467 0.0 0.0 0.0 0.0 0.43799254670289467 0.0 0.0 0.0 

0.0 0.0 0.0 0.3110645368815585 0.0 0.0 0.0 0.0 0.46304017181613016 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.46304017181613016 0.0 0.21357446250105883 0.0 0.0 0.46304017181613016 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.46304017181613016 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3570632725756333 0.0 0.0 0.41773336457065025 0.0 0.41773336457065025 0.41773336457065025 0.41773336457065025 0.0 0.0 0.0 0.41773336457065025 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.33759680546963483 0.0 0.0 0.0 0.0 0.0 0.502535211427066 0.0 0.502535211427066 0.0 0.0 0.0 0.37776412395616615 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.2317913092668146 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4295488040823903 

0.0 0.0 0.502535211427066 0.33759680546963483 0.0 0.0 0.0 0.0 0.0 0.0 0.502535211427066 0.0 0.0 0.0 0.0 0.37776412395616615 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.2317913092668146 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4295488040823903 

0.0 0.0 0.0 0.0 0.0 0.3953686602990458 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4625473785672732 0.0 0.0 0.4625473785672732 0.0 0.0 0.0 0.0 0.0 0.0 0.2133471646127655 0.3953686602990458 0.0 0.0 0.0 0.0 0.4625473785672732 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.38125975571708864 0.0 0.38125975571708864 0.0 0.0 0.0 0.0 0.44604117186919046 0.0 0.0 0.3352966094874349 0.0 0.0 0.44604117186919046 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.44604117186919046 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.4497680317283154 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4497680317283154 0.20745276862215414 0.0 0.0 0.0 0.0 0.0 0.0 0.4497680317283154 0.0 0.3844453398494398 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4497680317283154 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4625473785672732 0.0 0.0 0.4625473785672732 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.2133471646127655 0.0 0.0 0.0 0.0 0.3953686602990458 0.0 0.0 0.0 0.3953686602990458 0.0 0.0 0.0 0.0 0.0 0.4625473785672732 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.32045639514181234 0.4770205750665223 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4770205750665223 0.0 0.0 0.0 0.0 0.0 0.22002283845522166 0.407739821774174 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4770205750665223 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

