云州观察使 何承矩 保任 内蒙古 军功补授 刘廷让 北京 右骁卫上将军 大名县 太后 姻亲 山西 巴林左旗 开封 恩荫 成德军节度使 招降补官 文臣 曹彬 李继隆 杨业 枢密使 武将 沧州节度副使 沧州都部署 河北 河南 洛阳 涿州 潘美 灵寿县 田重进 皇帝 神木县 统治者 继位 耶律隆绪 萧绰 赵光义 长治 陕西 韩国公 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.460233706979503 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3912406978741597 0.0 0.0 0.0 0.0 0.0 0.3912406978741597 0.0 0.342289378889605 0.3912406978741597 0.0 0.0 0.460233706979503 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.6697706211768285 0.0 0.0 0.39394037671066023 0.39394037671066023 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.29298507436317395 0.0 0.0 0.39394037671066023 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.44728318964566893 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.44728318964566893 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.38023157498141535 0.0 0.3326576972737807 0.38023157498141535 0.44728318964566893 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.35478288060283025 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.477032155781173 0.0 0.0 0.477032155781173 0.2560843265696208 0.0 0.0 0.35478288060283025 0.0 0.0 0.0 0.0 0.477032155781173 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.3106448845407848 0.0 0.7101413535707308 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4176853141929813 0.0 0.0 0.0 0.0 0.0 0.0 0.2242252668019232 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4176853141929813 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.39791842516861603 0.0 0.0 0.0 0.0 0.0 0.4680890124311724 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.2512833947782406 0.0 0.0 0.34813160118506975 0.0 0.0 0.0 0.4680890124311724 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4680890124311724 

0.43485723357234446 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.43485723357234446 0.0 0.0 0.0 0.43485723357234446 0.0 0.23344363784227976 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.43485723357234446 0.0 0.0 0.0 0.0 0.0 0.0 0.43485723357234446 0.0 

0.0 0.0 0.0 0.0 0.35478288060283025 0.477032155781173 0.0 0.477032155781173 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.2560843265696208 0.0 0.0 0.35478288060283025 0.0 0.0 0.477032155781173 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.43485723357234446 0.0 0.0 0.43485723357234446 0.0 0.0 0.0 0.0 0.43485723357234446 0.0 0.0 0.23344363784227976 0.0 0.43485723357234446 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.43485723357234446 0.0 0.0 

0.0 0.42853734036956914 0.3642958904763434 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.42853734036956914 0.0 0.0 0.0 0.0 0.0 0.42853734036956914 0.0 0.0 0.3642958904763434 0.42853734036956914 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 

