,Unnamed: 0,word,count,情感分值
1505,1505,茂密,292,0.927
1513,1513,柔软,291,0.9399
1517,1517,烦恼,291,0.9004
1520,1520,精华,290,0.9144
1532,1532,灵魂,287,0.9328
1538,1538,火爆,287,0.9182
1553,1553,简约,284,0.9065
1568,1568,很漂亮,282,0.9851
1576,1576,愉悦,281,0.9614
1588,1588,徒步,279,0.9003
1607,1607,支持,275,0.9827
1625,1625,小院,273,0.9044
1635,1635,唯美,271,0.9577
1641,1641,酥脆,270,0.932
1643,1643,强烈推荐,270,0.9613
1648,1648,园林,269,0.9387
1663,1663,大气,267,0.9407
1664,1664,亮点,267,0.9395
1666,1666,合影,267,0.9028
1677,1677,海钓,265,0.9082
1688,1688,充足,264,0.9033
1690,1690,到位,264,0.9303
1724,1724,优美,259,0.948
1726,1726,爱上,259,0.9905
1728,1728,原汁原味,258,0.9238
1738,1738,精品,257,0.9283
1761,1761,青春,253,0.9597
1769,1769,幸运,252,0.9689
1771,1771,尽收眼底,252,0.9057
1775,1775,治愈,252,0.9581
1777,1777,热爱,251,0.9359
1778,1778,舞台,251,0.9136
1782,1782,全新,251,0.9299
1791,1791,一遍,250,0.9363
1826,1826,那一刻,243,0.9276
1838,1838,热带植物,241,0.9499
1856,1856,微风,238,0.9045
1868,1868,整洁,237,0.92
1879,1879,极好,236,0.9807
1920,1920,开放式,230,0.9147
1937,1937,必吃,227,0.9586
1956,1956,美妙,225,0.9901
1957,1957,平静,225,0.9231
1968,1968,应有尽有,224,0.9418
2001,2001,脚步,221,0.9164
2005,2005,书屋,220,0.905
2018,2018,度假胜地,219,0.9416
2032,2032,停不下来,217,0.9788
2038,2038,岁月,217,0.9185
2054,2054,最爱,215,0.9883
2065,2065,祖国,213,0.9416
2068,2068,动感,213,0.9497
2070,2070,鲜花,213,0.9572
2103,2103,无需,208,0.9303
2105,2105,奔跑,208,0.9403
2136,2136,充裕,204,0.9059
2141,2141,感动,204,0.9952
2152,2152,想念,203,0.9593
2171,2171,目标,201,0.9081
2189,2189,迫不及待,199,0.9422
2202,2202,羡慕,197,0.9888
2210,2210,摇曳,196,0.9067
2224,2224,太美,195,0.9044
2237,2237,柔和,194,0.9154
2240,2240,成长,194,0.9155
2246,2246,辛苦,193,0.9081
2254,2254,阳光明媚,193,0.9606
2262,2262,深度,193,0.9091
2267,2267,美照,192,0.9681
2295,2295,心灵,190,0.9328
2298,2298,置身,190,0.9174
2308,2308,清晰,189,0.9393
2338,2338,加油,187,0.9596
2347,2347,宽阔,186,0.9235
2355,2355,适宜,186,0.9441
2367,2367,好去处,185,0.955
2384,2384,智慧,184,0.9726
2391,2391,偶遇,183,0.947
2402,2402,超高,182,0.9215
2434,2434,优点,180,0.9942
2448,2448,拥抱,179,0.9374
2461,2461,动人,178,0.9598
2465,2465,一流,178,0.9776
2469,2469,极具,177,0.9324
2472,2472,一应俱全,177,0.9622
2479,2479,映入眼帘,177,0.9392
2495,2495,归来,176,0.9401
2510,2510,欧舒丹,175,0.9226
2540,2540,外形,172,0.9475
2547,2547,回味无穷,171,0.9774
2559,2559,异地,170,0.9142
2569,2569,风土人情,169,0.9281
2579,2579,忙碌,168,0.9299
2583,2583,适中,168,0.9492
2585,2585,烤乳猪,168,0.9544
2595,2595,金黄,167,0.9032
2601,2601,氧吧,166,0.9433
2609,2609,优秀,165,0.9726
2668,2668,放飞,161,0.9071
2691,2691,不二,159,0.9136
2703,2703,楼主,159,0.9123
2710,2710,整齐,158,0.9178
2711,2711,心动,158,0.9767
2753,2753,童话,155,0.9358
2767,2767,别致,154,0.9236
2789,2789,邂逅,153,0.9622
2859,2859,极高,149,0.9436
2865,2865,渡轮,149,0.9018
2903,2903,始于,147,0.9243
2943,2943,便捷,144,0.9193
2949,2949,光影,144,0.9155
2951,2951,纯净,144,0.9642
2952,2952,愿望,144,0.9736
2955,2955,静静的,144,0.9272
2967,2967,人性化,143,0.9332
2983,2983,必去,142,0.9796
2990,2990,压力,142,0.9001
2992,2992,合照,142,0.9
3001,3001,爽滑,141,0.9281
3021,3021,独栋,140,0.9007
3047,3047,民国,139,0.9115
3049,3049,美不胜收,139,0.9449
3065,3065,力量,138,0.9518
3078,3078,落日余晖,137,0.927
3080,3080,顶级,137,0.9639
3110,3110,周到,136,0.9149
3121,3121,流连忘返,135,0.9536
3141,3141,华丽,134,0.9084
3149,3149,精灵,134,0.9793
3184,3184,最合适,133,0.9233
3196,3196,蜜月,132,0.9102
3200,3200,满分,132,0.9944
3244,3244,念念不忘,130,0.9703
3249,3249,很赞,129,0.9929
3284,3284,发达,128,0.9094
3298,3298,实用,128,0.9568
3299,3299,情怀,128,0.9161
3317,3317,爆棚,127,0.9779
3327,3327,很嫩,127,0.9147
3329,3329,日落时分,126,0.9274
3333,3333,礼物,126,0.9179
3334,3334,大快朵颐,126,0.9324
3337,3337,挺不错,126,0.9631
3368,3368,一幕,125,0.9149
3378,3378,醇厚,124,0.9693
3386,3386,明媚,124,0.9011
3398,3398,恰到好处,123,0.9584
3417,3417,欢快,123,0.9207
3419,3419,亲切,123,0.9447
3424,3424,尽兴,122,0.9511
3441,3441,安逸,122,0.9437
3442,3442,超好,122,0.9808
3454,3454,帅哥,121,0.9357
3464,3464,默默,121,0.918
3475,3475,点赞,121,0.9975
3533,3533,光芒,118,0.9672
3540,3540,船长,118,0.906
3578,3578,过山车,117,0.9602
3581,3581,初心,117,0.9698
3583,3583,心而生,117,0.9792
3591,3591,超棒,116,0.9956
3606,3606,奢侈,116,0.9644
3613,3613,人间天堂,115,0.9737
3617,3617,超赞,115,0.9907
3626,3626,热心,115,0.9204
3627,3627,深受,115,0.9383
3649,3649,少年,114,0.9394
3669,3669,纯正,113,0.9255
3700,3700,心底,113,0.9089
3701,3701,融为一体,113,0.9113
3735,3735,甜蜜,111,0.9141
3754,3754,质感,110,0.9339
3786,3786,眼花缭乱,109,0.925
3797,3797,别样,109,0.9039
3808,3808,革命,108,0.9047
3810,3810,订票,108,0.9246
3811,3811,细心,108,0.9148
3817,3817,妥妥,108,0.9458
3849,3849,绵长,108,0.9278
3860,3860,独一无二,107,0.985
3878,3878,巧妙,106,0.9468
3884,3884,静静,106,0.9429
3907,3907,鸡萌,106,0.9571
3909,3909,不舍,106,0.9524
3926,3926,暖暖的,105,0.9328
3948,3948,舒心,104,0.9131
3950,3950,专注,104,0.9426
3951,3951,舍不得,104,0.9156
3952,3952,床品,104,0.9122
3956,3956,稳定,104,0.9425
3963,3963,仙境,104,0.9513
3966,3966,南宋,104,0.9132
3969,3969,童话世界,104,0.9622
3976,3976,品牌优势,104,0.931
3994,3994,上线,103,0.9293
4003,4003,优越,103,0.9166
4010,4010,厚重,102,0.9076
4017,4017,一站式,102,0.9704
4026,4026,跟随,102,0.9552
4036,4036,nice,102,0.9537
4041,4041,辽阔,102,0.9049
4048,4048,超值,101,0.9798
4062,4062,气派,101,0.9445
4069,4069,值得一提的是,101,0.9121
4096,4096,祝福,100,0.9842
4099,4099,相遇,100,0.9503
4100,4100,孤独,100,0.9776
4113,4113,实景,99,0.9058
4119,4119,暖心,99,0.9702
4124,4124,太好,99,0.917
4132,4132,背影,99,0.9129
4151,4151,生活气息,98,0.9245
4161,4161,超美,98,0.9643
4175,4175,畅快,98,0.9047
4210,4210,谢谢,97,0.9327
4217,4217,绚烂,97,0.9509
4223,4223,味道鲜美,96,0.9358
4228,4228,很美,96,0.9884
4230,4230,不虚此行,96,0.9186
4232,4232,平稳,96,0.9742
4267,4267,海参,95,0.9183
4268,4268,世外桃源,95,0.974
4271,4271,灵活,95,0.9305
4273,4273,太棒了,95,0.9459
4304,4304,空气清新,94,0.91
4306,4306,消食,94,0.9534
4308,4308,与众不同,94,0.9668
4332,4332,清代,94,0.9108
4336,4336,旅游胜地,93,0.9031
4351,4351,特制,93,0.9218
4359,4359,长裤,93,0.9155
4373,4373,乘风破浪,92,0.9595
4379,4379,传奇,92,0.9461
4380,4380,好找,92,0.9061
4383,4383,超爱,92,0.9928
4399,4399,简洁,91,0.933
4435,4435,纯天然,90,0.9177
4437,4437,78,90,0.9497
4440,4440,挺好吃,90,0.9672
4452,4452,第一眼,90,0.9413
4474,4474,有幸,90,0.9041
4476,4476,开开心心,90,0.9539
4489,4489,欲罢不能,89,0.9875
4491,4491,独有,89,0.9785
4494,4494,太好了,89,0.9818
4500,4500,八大,89,0.9576
4502,4502,小可爱,89,0.9784
4538,4538,象拔蚌,88,0.9133
4550,4550,相伴,88,0.9298
4551,4551,绝配,88,0.9897
4568,4568,棒棒,88,0.9781
4574,4574,喷发,88,0.914
4583,4583,色香味,87,0.9495
4586,4586,一览无余,87,0.9058
4588,4588,信赖,87,0.9119
4595,4595,气质,87,0.93
4596,4596,贵妃,87,0.955
4624,4624,爱情故事,86,0.943
4633,4633,惊险,86,0.9003
4647,4647,环境优美,86,0.9051
4654,4654,征服,86,0.9787
4664,4664,雅致,85,0.9218
4666,4666,绿意盎然,85,0.9044
4673,4673,2017,85,0.9525
4674,4674,奢侈品,85,0.9506
4682,4682,延续,85,0.901
4713,4713,灵动,84,0.9221
4732,4732,给力,84,0.9327
4742,4742,梦境,84,0.9703
4743,4743,一景,84,0.9079
4766,4766,真诚,83,0.9359
4767,4767,朴实,83,0.9271
4770,4770,迷路,83,0.9548
4781,4781,很足,83,0.9497
4784,4784,变幻,83,0.9764
4787,4787,一口气,83,0.9379
4794,4794,眼神,83,0.9354
4807,4807,帅气,82,0.9887
4838,4838,集美,82,0.9827
4847,4847,梯田,82,0.9324
4858,4858,络绎不绝,81,0.9501
4867,4867,美观,81,0.9268
4883,4883,宫崎骏,81,0.978
4886,4886,很爽,81,0.987
4914,4914,狂欢,80,0.9102
4941,4941,营养价值,79,0.9312
4966,4966,宽敞明亮,79,0.9552
5003,5003,饕餮,78,0.9494
5030,5030,靓丽,78,0.9473
5078,5078,意犹未尽,77,0.9952
5088,5088,炙热,77,0.9235
5097,5097,之美,76,0.9655
5104,5104,公道,76,0.9383
5116,5116,幽静,76,0.9275
5117,5117,层层,76,0.9065
5136,5136,古韵,76,0.9353
5146,5146,园林景观,75,0.9269
5163,5163,安全感,75,0.9143
5164,5164,赞不绝口,75,0.9933
5227,5227,缘分,74,0.9733
5283,5283,自信,73,0.9259
5289,5289,认证,73,0.9123
5298,5298,舒畅,73,0.9477
5305,5305,圆满,72,0.9682
5319,5319,真不错,72,0.9839
5348,5348,晚安,72,0.9862
5395,5395,美得,71,0.9443
5399,5399,立体,71,0.9011
5404,5404,展厅,71,0.9274
5415,5415,轻柔,71,0.9501
5423,5423,越野车,71,0.9383
5433,5433,秋天,70,0.9121
5463,5463,友谊,70,0.9415
5516,5516,认可,69,0.9105
5518,5518,歌声,69,0.9085
5520,5520,尽显,69,0.9122
5528,5528,定居,69,0.9437
5534,5534,好大,69,0.9085
5539,5539,错落有致,69,0.9227
5544,5544,火热,69,0.9078
5566,5566,心暖,69,0.9927
5569,5569,风景如画,68,0.961
5586,5586,媲美,68,0.9259
5594,5594,很强,68,0.933
5634,5634,静好,67,0.983
5657,5657,重头戏,67,0.9318
5658,5658,物美价廉,67,0.9539
5678,5678,最快,67,0.9541
5679,5679,很香,67,0.9608
5704,5704,定好,66,0.9109
5705,5705,那段,66,0.9234
5707,5707,眼前一亮,66,0.9715
5710,5710,具备,66,0.9478
5716,5716,均匀,66,0.9636
5718,5718,久违,66,0.9132
5724,5724,萌萌,66,0.9299
5749,5749,付出,66,0.9239
5762,5762,强大,65,0.9526
5767,5767,微醺,65,0.9215
5773,5773,停好,65,0.9179
5774,5774,养眼,65,0.9023
5780,5780,热带海洋,65,0.9123
5800,5800,离不开,65,0.9278
5827,5827,赏心悦目,65,0.9377
5838,5838,故居,65,0.9175
5869,5869,极佳,64,0.9877
5871,5871,滑板,64,0.9085
5872,5872,名不虚传,64,0.9829
5873,5873,实力,64,0.9409
5916,5916,层次感,63,0.907
5925,5925,舍得,63,0.9086
5950,5950,执着,63,0.975
5977,5977,落水,63,0.9089
6010,6010,上瘾,62,0.9403
6015,6015,感情,62,0.9123
6074,6074,利器,61,0.9487
6078,6078,和煦,61,0.9022
6088,6088,相爱,61,0.916
6090,6090,欢笑,61,0.9484
6095,6095,各具特色,61,0.949
6103,6103,气球,61,0.9134
6146,6146,茶暖心,61,0.9571
6159,6159,活泼,60,0.9699
6220,6220,感悟,60,0.9378
6237,6237,一对一,59,0.9032
6245,6245,转眼,59,0.9213
6260,6260,干干净净,59,0.9341
6284,6284,旖旎,59,0.9004
6294,6294,旅行者,59,0.9288
6347,6347,山林,58,0.9401
6350,6350,洒脱,58,0.946
6363,6363,极力推荐,58,0.9686
6365,6365,感恩,58,0.9251
6368,6368,掌控,58,0.9016
6411,6411,好人,57,0.9584
6454,6454,滋润,57,0.9065
6458,6458,风筝,57,0.9097
6471,6471,角色,57,0.9033
6487,6487,高颜值,56,0.9455
6507,6507,新颖,56,0.9226
6508,6508,老少皆宜,56,0.9712
6536,6536,澎湃,56,0.9145
6546,6546,代购,56,0.94
6562,6562,善良,56,0.9053
6595,6595,沉醉,55,0.9685
6598,6598,大方,55,0.9456
6607,6607,历时,55,0.9106
6629,6629,安安静静,55,0.9515
6632,6632,遨游,55,0.9205
6633,6633,温润,55,0.9012
6638,6638,太赞,55,0.9815
6666,6666,着迷,55,0.9789
6688,6688,庄严,54,0.9279
6696,6696,皆宜,54,0.9222
6704,6704,热闹非凡,54,0.9386
6723,6723,一如既往,54,0.9702
6740,6740,美好时光,54,0.9723
6792,6792,文化底蕴,53,0.9216
6798,6798,渗入,53,0.9194
6822,6822,留香,53,0.9632
6834,6834,梦里,53,0.9033
6890,6890,国际化,52,0.9109
6894,6894,出色,52,0.9272
6896,6896,必看,52,0.9656
6901,6901,博主,52,0.9583
6910,6910,霸气,52,0.9567
6913,6913,惊险刺激,52,0.9769
6915,6915,爱不释手,52,0.9852
6921,6921,必选,52,0.9644
6922,6922,心满意足,52,0.9807
6929,6929,甜甜,52,0.9056
6964,6964,蛮有意思,52,0.946
6968,6968,跨年,52,0.96
7050,7050,蔓延,51,0.9418
7069,7069,承载,51,0.939
7073,7073,之首,51,0.9144
7080,7080,倔强,51,0.9404
7098,7098,古人,50,0.9141
7111,7111,真好,50,0.9908
7112,7112,飞快,50,0.921
7123,7123,手绘,50,0.9603
7154,7154,激发,50,0.9044
7171,7171,神清气爽,50,0.9707
7196,7196,畅玩,50,0.9354
7212,7212,爆好,50,0.9728
7238,7238,醇香,49,0.9068
7248,7248,茶香,49,0.9635
7257,7257,宽大,49,0.9192
7280,7280,好听,49,0.9649
7303,7303,小花,49,0.9472
7308,7308,犒劳,49,0.9101
7312,7312,很鲜,49,0.9337
7364,7364,参天,48,0.9515
7373,7373,赞叹,48,0.9729
7400,7400,美到,48,0.9422
7405,7405,芬芳,48,0.9213
7419,7419,茫茫大海,48,0.9323
7455,7455,睡前,48,0.9704
7466,7466,佛跳墙,47,0.9516
7490,7490,丽江,47,0.9116
7495,7495,准确,47,0.9349
7499,7499,踏实,47,0.9467
7507,7507,销魂,47,0.9383
7517,7517,珍藏,47,0.9139
7530,7530,蜜月旅行,47,0.9385
7542,7542,净化,47,0.947
7550,7550,优惠活动,47,0.9151
7617,7617,抱抱,46,0.9565
7619,7619,暖阳,46,0.9014
7638,7638,静下心来,46,0.9607
7639,7639,透彻,46,0.9309
7649,7649,血拼,46,0.9457
7672,7672,人儿,46,0.9133
7681,7681,骄傲,46,0.9767
7692,7692,从容,46,0.9501
7707,7707,鼓励,46,0.9435
7715,7715,轻盈,46,0.9761
7752,7752,目不暇接,45,0.9461
7756,7756,铺满,45,0.9167
7789,7789,流口水,45,0.9816
7796,7796,描绘,45,0.9172
7797,7797,厚实,45,0.9547
7815,7815,好美,45,0.988
7873,7873,满目,44,0.9165
7894,7894,深厚,44,0.9164
7907,7907,快节奏,44,0.92
7930,7930,健谈,44,0.9429
7933,7933,拍美照,44,0.9698
7959,7959,打动,44,0.9682
7965,7965,超越,44,0.9568
7993,7993,无私,44,0.9055
7996,7996,选暖莘好,44,0.9065
8010,8010,安全性,43,0.9174
8033,8033,口水,43,0.9292
8083,8083,大年初一,43,0.9384
8090,8090,心境,43,0.9559
8097,8097,成就感,43,0.956
8100,8100,顺畅,43,0.9361
8124,8124,王者,43,0.955
8144,8144,逼真,42,0.955
8164,8164,感触,42,0.9458
8186,8186,非凡,42,0.9372
8187,8187,自成,42,0.9442
8217,8217,出众,42,0.9408
8227,8227,无可挑剔,42,0.9616
8231,8231,亮丽,42,0.9214
8263,8263,告白,42,0.9414
8270,8270,high,42,0.9424
8287,8287,心识,42,0.9094
8288,8288,句号,41,0.9148
8297,8297,全家福,41,0.9226
8329,8329,很酷,41,0.9885
8332,8332,舒爽,41,0.9306
8345,8345,最棒,41,0.9922
8436,8436,小巧,40,0.9618
8442,8442,木船,40,0.9109
8454,8454,大增,40,0.9289
8468,8468,荣获,40,0.9038
8489,8489,守护,40,0.9749
8503,8503,林间,40,0.9703
8506,8506,欣喜,40,0.965
8507,8507,悠闲自在,40,0.9129
8514,8514,情有独钟,40,0.9536
8518,8518,沉静,40,0.9142
8533,8533,广角,40,0.9015
8538,8538,放纵,40,0.9243
8564,8564,保持平衡,40,0.9803
8566,8566,肤色,40,0.9379
8604,8604,优良,39,0.9402
8611,8611,一程,39,0.9394
8623,8623,蜂蜜,39,0.9243
8642,8642,饱饱,39,0.9526
8659,8659,聪明,39,0.944
8686,8686,女神,39,0.9025
8689,8689,出乎意料,39,0.9578
8695,8695,虽美,39,0.9464
8702,8702,点点滴滴,39,0.908
8710,8710,必来,39,0.9786
8722,8722,味十足,39,0.939
8747,8747,充满活力,39,0.9596
8764,8764,必先予之,39,0.9577
8773,8773,柔情,38,0.9625
8780,8780,第一场,38,0.9131
8841,8841,萌化,38,0.9175
8842,8842,风景优美,38,0.9565
8848,8848,小桥流水,38,0.9208
8860,8860,大饱口福,38,0.968
8870,8870,巴适,38,0.9418
8901,8901,生活用品,38,0.9382
8967,8967,应接不暇,37,0.9541
8969,8969,齐备,37,0.9442
9024,9024,上手,37,0.9523
9032,9032,高质量,37,0.9636
9041,9041,贴近,37,0.9232
9042,9042,着重,37,0.933
9063,9063,王子,37,0.9119
9080,9080,好玩儿,37,0.9055
9099,9099,吉他,37,0.9308
9102,9102,细胞,37,0.9071
9138,9138,定点,36,0.955
9156,9156,依依不舍,36,0.9065
9162,9162,柔美,36,0.9045
9207,9207,喜庆,36,0.9537
9223,9223,思念,36,0.9219
9245,9245,桥萌,36,0.9898
9262,9262,美如画,36,0.9394
9328,9328,精细,35,0.9036
9364,9364,静心,35,0.9457
9382,9382,泛起,35,0.9044
9421,9421,清热解毒,35,0.9405
9443,9443,坚强,35,0.9807
9453,9453,闪耀,35,0.9211
9460,9460,好开心,35,0.9958
9472,9472,敬业,35,0.9568
9536,9536,结实,34,0.9648
9573,9573,亭台楼阁,34,0.9218
9605,9605,比较满意,34,0.9581
9645,9645,追寻,34,0.9451
9720,9720,永恒,33,0.9569
9743,9743,香甜可口,33,0.9831
9748,9748,人间仙境,33,0.9764
9750,9750,可比,33,0.9173
9766,9766,好好看,33,0.9947
9770,9770,腼腆,33,0.9229
9865,9865,前卫,33,0.9071
9882,9882,极富,32,0.9088
9887,9887,挺快,32,0.9475
9960,9960,香嫩,32,0.912
9968,9968,欣慰,32,0.9339
9981,9981,很清,32,0.9014
10009,10009,闺蜜来,32,0.9397
10028,10028,高效,32,0.9076
10040,10040,眷顾,32,0.9119
10043,10043,掌声,32,0.9111
10050,10050,发光,32,0.9415
10062,10062,熟练,32,0.9006
10066,10066,好车,32,0.9687
10079,10079,追随,32,0.9829
10090,10090,早安,32,0.9063
10098,10098,可爱多,32,0.9461
10147,10147,美滋滋,31,0.933
10188,10188,一如,31,0.9337
10193,10193,来来回回,31,0.903
10202,10202,停好车,31,0.9715
10204,10204,生活节奏,31,0.907
10223,10223,哇塞,31,0.9166
10226,10226,首推,31,0.9809
10235,10235,自豪,31,0.9595
10243,10243,致敬,31,0.9891
10246,10246,沉醉在,31,0.9395
10292,10292,很值,31,0.9782
10293,10293,眼泪,31,0.9442
10317,10317,五年,31,0.9328
10326,10326,恐高,31,0.9599
10336,10336,风景名胜,31,0.9214
10363,10363,冰爽,31,0.9414
10410,10410,感人,30,0.969
10411,10411,必带,30,0.9705
10428,10428,娴熟,30,0.9128
10451,10451,佳品,30,0.9466
10475,10475,实实在在,30,0.9277
10511,10511,香醇,30,0.9477
10522,10522,民俗风情,30,0.9471
10531,10531,如诗如画,30,0.9701
10536,10536,私藏,30,0.9047
10559,10559,地表,30,0.9017
10564,10564,一幕幕,30,0.9903
10570,10570,很绝,30,0.9443
10571,10571,进村,30,0.9076
10602,10602,新增,30,0.942
10619,10619,锦鲤,30,0.9171
10642,10642,轻便,29,0.9775
10655,10655,诉说,29,0.9116
10693,10693,清新自然,29,0.9674
10722,10722,收官,29,0.9078
10744,10744,虔诚,29,0.9172
10745,10745,不可收拾,29,0.9698
10758,10758,恬淡,29,0.9141
10764,10764,园林式,29,0.9556
10774,10774,荡气回肠,29,0.9192
10778,10778,领先,29,0.9235
10791,10791,佛光,29,0.9198
10808,10808,顺手,29,0.9503
10856,10856,比较稳定,29,0.9362
10896,10896,胆小,29,0.9276
10898,10898,高超,29,0.9181
10915,10915,血糖,29,0.9013
10942,10942,无与伦比,28,0.9711
10961,10961,两不误,28,0.9812
10986,10986,扶墙,28,0.9034
11006,11006,不累,28,0.9696
11009,11009,鼻祖,28,0.9708
11018,11018,信仰,28,0.9732
11052,11052,花花,28,0.9682
11063,11063,操控,28,0.901
11072,11072,历历在目,28,0.9044
11081,11081,大片大片,28,0.9788
11096,11096,不可或缺,28,0.9588
11105,11105,别错过,28,0.9801
11135,11135,精准,28,0.9151
11158,11158,专车接送,28,0.9457
11183,11183,迷上,28,0.927
11244,11244,如画,27,0.9511
11250,11250,动听,27,0.903
11273,11273,常去,27,0.915
11279,11279,增色,27,0.9071
11290,11290,回甘,27,0.9154
11297,11297,其乐融融,27,0.9537
11299,11299,直击,27,0.9596
11313,11313,玩遍,27,0.9136
11315,11315,丛林中,27,0.9136
11319,11319,近代,27,0.9034
11340,11340,充沛,27,0.9695
11356,11356,特别感谢,27,0.9795
11414,11414,忠实,27,0.9768
11416,11416,不差,27,0.905
11423,11423,极好地,27,0.9468
11432,11432,第一步,27,0.9481
11496,11496,板栗,27,0.9074
11505,11505,陪伴着,27,0.9487
11535,11535,性感,26,0.9812
11537,11537,摆件,26,0.9525
11546,11546,挺舒服,26,0.9766
11547,11547,没话说,26,0.9472
11555,11555,太饱,26,0.935
11559,11559,自由选择,26,0.9585
11614,11614,精湛,26,0.9472
11641,11641,夏末,26,0.9434
11650,11650,沉稳,26,0.9483
11665,11665,独具匠心,26,0.9213
11666,11666,耳目一新,26,0.9542
11684,11684,笔芯,26,0.983
11691,11691,最南,26,0.9559
11692,11692,流畅,26,0.9679
11716,11716,守望,26,0.9053
