评论内容,评论时间,评论人等级,评论类型
专门关注看评论区的。我就是[歪嘴],2021-03-04 00:01:26,5,回复
有专门卖粉丝的，老便宜了，还有点赞，刷播放量的，这种就是统一文案套路，多平台，广撒网，也就B站用户质量高，在抖音头条这种很吃得开,2021-03-09 22:29:21,6,回复
尬的爆批，，，，再见,2021-03-11 23:47:29,5,评论
要么是包卖的太贵，要么就是看了实物人家确实不喜欢。,2021-02-24 20:10:11,4,评论
今上班没什么事，一会沏杯茶去你空间每个视频点个踩，别谢我[给心心],2021-03-02 15:47:10,5,评论
加个举报[OK],2021-03-10 11:57:09,5,回复
搞定[OK],2021-03-02 15:53:00,5,回复
:-(，别来B站匡💰了,2021-02-24 20:07:44,5,评论
居然有1万粉，花钱了吗,2021-03-01 14:41:57,5,评论
这画上去的颜色，会掉色吗？能保持多久不褪色啊？,2021-03-05 12:52:01,5,评论
铁汁们，真么才能刷不到这个包[辣眼睛],2021-03-16 00:48:21,4,评论
你好好做手艺就行了，非要打这种感情牌，每个视频都是这个，你好好做手艺你不止这点粉丝量,2021-03-22 10:59:13,5,评论
又是退包。。。。。,2021-03-21 15:07:42,5,评论
这个文案我之前在一个做衣服的视频里听过,2021-03-12 13:54:04,6,评论
我还以为是我三观不正想喷你，看你评论区我放心了,2021-03-07 00:36:29,6,评论
这里不是某抖某手 别卖惨了,2021-03-06 09:14:45,5,评论
合着不能买你的包呗,2021-02-26 21:32:11,4,评论
祖传退包？,2021-03-24 11:28:25,5,评论
文案都是批量生产嘛？,2021-03-24 10:52:15,5,评论
拉黑,2021-03-24 10:22:35,5,评论
已举报,2021-03-24 09:33:11,6,评论
成天到晚卖惨。,2021-03-24 08:37:15,5,评论
这文案真的蠢,2021-03-24 04:18:55,6,评论
？？？？？？？？？？,2021-03-24 02:11:24,6,评论
每次刷到都点了不感兴趣，为什么还给我推[辣眼睛],2021-03-23 22:11:53,5,评论
这造型功底还敢自称大师？,2021-03-23 12:37:06,4,评论
卖方便面那个是你亲戚吧？,2021-03-23 11:36:21,5,评论
没钱吃饭还下单[doge],2021-03-23 08:53:47,6,评论
双击关注我都给了[抠鼻]包是我自取还是你快递[抠鼻]自取的话我买什么保险好呢[抠鼻],2021-03-22 22:36:51,5,评论
多少钱一个包,2021-03-22 21:39:20,4,评论
能不能赶紧滚啊滚别地儿圈钱不行吗别打着手艺人的幌子搁这恶心人[tv_白眼],2021-03-22 19:37:26,6,评论
又是一样的文案,2021-03-22 18:12:56,3,评论
你可以爬嘛？又刷到了，淦[翻白眼],2021-03-22 17:48:50,6,评论
不好看，视频也是，包也是,2021-03-22 14:25:11,6,评论
你别加文案了更好的，这文案我听过了。,2021-03-22 12:06:57,3,评论
不是，我怎么屏蔽过，又出来了,2021-03-22 11:12:53,6,评论
什么退货没钱吃饭，我好像不止看到一个视频是这样，上次好像是个卖汉服的。能不能换个套路出牌？,2021-03-22 09:35:09,4,评论
团队不看b站评论区的？去别的平台好不好,2021-03-21 18:50:25,5,评论
怎么买？,2021-03-21 14:44:08,5,评论
我建议你别编故事，聊聊你怎么练的这手艺比这乱七八糟瞎编的故事好多了,2021-03-21 14:22:57,5,评论
奇人匠心故事会,2021-03-21 14:04:16,5,评论
之前看到一卖伞的，文案一模一样就东西不一样,2021-03-21 09:19:20,5,评论
怎么购买？？,2021-03-21 01:38:48,4,评论
傻逼,2021-03-20 23:41:12,4,评论
关注了，举报的时候方便[OK],2021-03-20 22:51:56,5,评论
额，我想问问定做花费,2021-03-20 22:45:57,4,评论
小破站没有双击。[doge],2021-03-20 16:35:09,4,评论
多少钱,2021-03-20 14:30:44,5,评论
那种人就是骗子，说什么退不了就吃不了饭，他当初买的时候饿死了吗？他就是拿出去秀一秀，然后呢再拿回来退货的,2021-03-20 11:51:24,5,评论
你真ex，卖惨好作。,2021-03-19 21:14:53,4,评论
故事太尴尬了[笑哭],2021-03-19 16:30:18,4,评论
好家伙，前两天看见个卖伞的[doge][doge],2021-03-19 14:29:34,5,评论
她只是找了个借口把包退了，确实不怎么好看,2021-03-19 02:27:53,6,评论
其实我觉得倒也不必每天搞这种故事 ，你多发点那种创新的图案 说说自己的创作灵感 ，没必要一直拉踩那种大牌包 ，我也没有说你这种手艺不好 ，只是觉得多做点创新，多做点脚踏实地的，我相信你视频质量会提高，然后想买你的包的人也更多（仅个人观点家人健在 ）,2021-03-19 02:01:23,5,评论
傻逼,2021-03-19 00:49:08,5,评论
做的效果和自己想象的不一样怎么办,2021-03-19 00:41:47,5,评论
你要是手工定做，我倒立吃屎,2021-03-18 21:40:45,5,评论
我实话实说，因为丑，所以才不买,2021-03-18 13:48:07,5,评论
你的文案不更新吗,2021-03-17 15:01:35,5,评论
我想买包包，怎么联系博主,2021-03-17 10:28:52,4,评论
能不能换个文案，这个段子我在B站看过好几次了,2021-03-16 00:57:29,6,评论
师出同门啊。敦煌来的手艺人。,2021-03-15 23:20:55,5,评论
姐姐   包包定制怎么联系,2021-03-15 22:39:10,5,评论
好几个了，,2021-03-15 21:00:28,5,评论
韩国觊觎中国文化，九尾狐也偷了,2021-03-15 20:47:12,5,评论
伞兵,2021-03-15 18:56:31,5,评论
一个踩举报就够了,2021-03-15 10:57:54,4,评论
我发现短视频app来的 特别喜欢吧吧个没完 小学六年级水平的流水账作文 配上糟糕的剪辑 就好好专心做成品 展示展示 开个橱窗不好吗？,2021-03-15 06:22:44,5,评论
经典的快手风格,2021-03-14 11:43:53,4,评论
别说话了,2021-03-14 11:37:43,5,评论
这个小狐狸的包要多少钱呢？,2021-03-13 22:50:35,5,评论
你静静的做个制作视频不行吗？搞那些乱七八糟的文案干什么呀,2021-03-13 14:43:51,5,评论
去快手抖音框钱，别来b站,2021-03-13 01:17:57,5,评论
问题来了，那包要多贵？,2021-03-12 20:34:41,4,评论
铁汁！收徒吗,2021-03-12 18:15:15,4,评论
说得好所以我举报加踩了兄弟萌我做的对么,2021-03-12 10:40:06,5,评论
不要推荐给我看  淦,2021-03-12 09:56:13,5,评论
好丑啊,2021-03-12 03:50:25,5,评论
很漂亮退回有图吗。,2021-03-12 01:49:04,5,评论
众所周知，这年头最烂大街的就是“粉丝”,2021-03-12 01:05:41,6,评论
我为啥听不懂这逻辑。。,2021-03-12 00:39:24,6,评论
支持手工大佬,2021-03-12 00:16:01,6,评论
这是一个娱乐视频，,2021-03-11 14:29:08,4,评论
在哪买？,2021-03-10 21:19:43,4,评论
求求你了，别写这些shi文章了,2021-03-10 21:13:20,5,评论
如果我没猜错你这包是用方便面坐的吧,2021-03-10 01:19:06,5,评论
怎么点踩？,2021-03-09 09:38:40,6,评论
天天退包？,2021-03-07 17:39:56,5,评论
好好的做包,2021-03-06 18:26:26,5,评论
包多贵？疑惑,2021-03-05 16:12:58,5,评论
去spa,2021-03-03 11:34:12,4,评论
你这个狐狸有点像黄皮耗子啊,2021-03-02 23:32:13,4,评论
关注双击没有，举报要不要,2021-03-02 14:15:41,5,评论
还吃不了饭，哈哈，xswl,2021-03-01 07:11:45,4,评论
可能是太丑了背不出去吧,2021-02-28 12:17:28,4,评论
怎么总能刷到,2021-02-27 16:41:51,5,评论
在B站混 请你换视频风格（都拉黑怎么还可以刷到你）[疼][疼][疼],2021-02-25 20:31:03,3,评论
拉黑取关就好了,2021-02-25 12:19:11,5,评论
