评论内容,评论时间,评论人等级,评论类型
芙蓉出水后，粉黛舞素衣。袅袅雨连针，翩翩幻似梦。,2022-02-26 16:43:46,4,评论
救命，武侠小说没骗我,2022-03-06 10:35:31,5,回复
注意身体，别感冒了,2022-02-24 16:20:39,3,评论
那是在下大雨吧，太牛了,2022-02-24 16:08:43,5,评论
都说李沁是被国家秘密培育的文化传承人，希望国家也能看到杨柳，把这项技艺传承下去[委屈][委屈]看哭了，希望能有更多的人能看到这么奋斗永不言弃的人,2022-02-24 21:03:36,6,评论
粉丝脑补太多了吧[笑哭]，闺门旦哪需要秘密培养?戏校就能学的。昆曲根本不是什么机密啊？,2022-02-25 17:25:18,5,回复
回复 @人间遥作白虹看 :哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑死我了[哈哈],2022-02-25 17:41:52,5,回复
大家都被那段视频的字幕误导了，视频里那位导演说的是“孕育培养”，字幕配成了“秘密培养”，就这样大家都传成了是秘密培养李沁的了[脸红][脸红],2022-02-25 22:39:23,4,回复
注意安全啊小姐姐！！！！支持非遗传承！！！,2022-02-26 22:09:30,5,评论
加油，支持,2022-02-24 16:03:35,5,评论
在申遗了思密达[doge],2022-02-24 21:30:56,5,回复
回复 @锅姨的塑料袋 :没有思密达，还是好朋友[doge],2022-02-24 21:55:09,6,回复
回复 @锅姨的塑料袋 :联合国取消申遗资格警告[doge],2022-02-28 19:21:18,6,回复
看着就冷死了,2022-02-26 13:08:40,3,评论
我国非物质文化遗产保护工作【原则】是：政府主导、社会参与，明确职责、形成合力;长远规划、分步实施，点面结合、讲求实效。我国非物质文化遗产保护工作的【指导方针】是：保护为主、抢救第一、合理利用、传承发展。——《国务院办公厅关于加强我国非物质文化遗产保护工作的意见》（国办发〔2005〕18号）《中华人民共和国非物质文化遗产法》规定了非物质文化遗产保护的“三项制度”，分别是【调查制度】、【代表性项目名录制度】、【传承与传播制度】。【活态传承】，是指在非物质文化遗产生成发展的环境当中进行保护和传承，在人民群众生产生活过程当中进行传承与发展的传承方式。活态传承能达到非物质文化遗产保护的【终极目的】，是区别于以现代科技手段对非物质文化遗产进行“博物馆”式的保护，用文字、音像、视频的方式记录非物质文化遗产项目的方方面面的方式。一项内容并不需要成为全世界独一无二才能被称为文化遗产。它是劳动人民代代相传的智慧结晶，值得我们保护和发扬。不管是稀有的“大熊猫” 还是家里的“小花狗” ，我们都要好好爱护。就像自然保护区的概念一样，【文化生态保护区】旨在保护独特而持久的地方性文化系统，即“文化生态系统”。2007年以来，中国政府已经建立了23个国家级文化生态实验保护区。传承、保护、守正、创新。我们一起加油[热词系列_好耶],2022-03-02 01:23:36,3,评论
给我上去！,2022-03-02 02:51:41,6,回复
上去吧你[热词系列_锤][给心心],2022-03-04 22:18:48,4,回复
给我上去,2022-03-08 02:48:53,5,回复
这个独竹漂是非常危险的，我大学社团的朋友就是练这个的时候出意外去世的，所以一定一定得注意安全,2022-03-05 02:50:24,6,评论
非遗保护，我们都在行动(ง •̀_•́)ง,2022-03-02 13:50:56,3,评论
以前看到的都是仙气飘飘的独竹漂，今天刷到了展示独竹漂失败的视频，有了灵感写个随笔吧。视频小姐姐加油《有感》雾漫空谷竹漂孤，雨湿桃花落碧湖。万顷凌波非易事，十年功苦尚开途。,2022-02-27 18:18:28,5,评论
好！,2022-03-02 22:42:59,4,回复
大家都说“纵一苇之所如，凌万顷之茫然”，我觉得“飘飘乎如遗世独立，羽化而登仙”更合适。[脱单doge],2022-03-05 21:52:10,3,评论
只要看到手艺人，非遗，都有一大堆人在那刷，小心韩国，什么时候中国的独特文化是用来讽刺的了?要是在这么发展下去，别说手艺不手艺了，一提起这个就只能想起韩国，没人会想学习独特手艺了，个人观点，不喜勿喷,2022-02-27 00:00:39,3,评论
某种程度上相当于一种玩烂梗，看多了就会觉得烦躁…,2022-02-28 09:59:41,6,回复
回复 @艾利_a :小西八做法也确实让人恶心啊,2022-03-09 13:12:30,4,回复
啊，之前我有幸到现场当了某期《开讲吧》的观众，当时的嘉宾之一就是杨柳小姐姐。而她通过视频向我们展现的独竹漂让人眼前一亮、惊艳四方、印象深刻。加上小姐姐的故事分享和小撒及其他嘉宾在舞台上进行的各种尝试，更让我感受到了这非遗技艺练就的不容易。所以真的祝愿这份非遗技艺终有一天能够被更多世人知晓并传承下去吧！,2022-02-26 22:41:18,3,评论
很简单，根据自身体重，找好竹子上受力点，然后轻轻站上去就可以咕噜咕噜咕噜咕噜咕噜咕噜咕噜,2022-02-26 16:45:05,5,评论
水不要钱也不能随便喝啊[傲娇],2022-02-28 18:49:35,4,回复
韩国怎么偷？境内有够宽的河么？漂在满是伟哥的“汉”“江”上么？,2022-02-25 22:24:42,5,评论
韩国：up是韩国人！,2022-02-26 18:42:25,3,回复
经过韩国文化专家研究，这个姑娘有韩国血统，所以理应是我们韩国的非遗文化遗产思密达！[doge],2022-02-26 18:51:53,4,回复
汉字都被拿去申遗，只有你想不到没有它们做不到的,2022-02-28 21:52:52,5,回复
先让自己人知道吧,2022-03-02 22:44:51,6,评论
在都匀剑江经常看到一对父女练习，但水太急了，也可能是年纪小，小女孩总是摔倒，但那位父亲很耐心，一遍一遍教，小女孩也摔倒了又爬上去，站起来，一遍又一遍，可能这就是传承是热爱,2022-02-28 22:25:04,4,评论
xdm我已经开始学独竹漂了，待我学成归来[歪嘴],2022-03-04 22:00:32,5,评论
加油，学来了踹我一下，等着结果呢,2022-03-08 12:52:09,2,回复
下雨的时候大家都会本能的去躲雨，可有些东西在温室里永远也开不出花[跪了]看up这个视频我看见了被实现的梦想！,2022-03-02 01:25:22,6,评论
外国人惊呼:还说你们不会武功![点赞],2022-03-02 10:47:20,3,评论
姐姐注意安全,2022-03-03 10:52:19,5,评论
独竹漂是一定要在雨天玩的吗？,2022-03-06 08:26:16,5,评论
[冰墩墩]传承非遗，你我同在[雪容融],2022-03-03 14:07:06,2,评论
咱下次挑一个晴天不好吗[囧],2022-03-06 14:16:25,4,评论
下雨天还是少表演，别感冒了[鸡腿][鸡腿],2022-02-27 13:08:47,2,评论
一苇渡江明明就是韩国的东西思密达，你们中国又偷我们的文化说是你们自己的思密达，你看，偷过去了你们也学不好思密达，不像我们，我们根本不这么搞，所以你们没证据说我们不会思密达,2022-03-05 20:23:24,4,评论
很努力，也很赞，但不得不说需要创新。。（也行比较难听，但时代就这样。。即使加点后期特效也好，参考张含亮老师。基础够了，也得秀起来）,2022-02-24 18:04:15,4,评论
这不一样，张含亮在地上可以自由的行动，这个在水里是很难拍摄的。,2022-02-25 14:54:25,6,回复
点水竹乘，屹立青面，回眸浅笑，乃千古文化,2022-03-05 23:21:15,3,评论
在申了 思密达,2022-02-26 15:55:58,3,评论
注意安全，很美加油。,2022-02-27 09:56:53,5,评论
已收录“我和我的祖国”,2022-03-05 00:54:00,4,评论
我们之前英语周报上出现了姐姐！！！！姐姐好棒！！！,2022-03-04 15:00:19,3,评论
这是韩国的（然后就一堆人来科普，最后别人就那你们科普的去申遗了）,2022-03-03 00:54:50,4,评论
[跪了][跪了][跪了],2022-03-03 00:31:24,6,评论
挤挤就有前排了,2022-02-24 16:11:53,5,评论
刚做过一篇英语阅读就是这个bamboo drifting好巧(✪▽✪),2022-02-28 00:25:57,4,评论
建议你试试苗族的服装再加上吹笛子  一定很棒   下雨天更搭,2022-02-26 04:30:52,5,评论
为独竹漂设计一个节目吧，比如说两个人在竹子上摆出动作的武侠片，或者恋人触碰不到距离的爱情片，有故事性，有变化，才能算是一个精彩的表演，而不是一次纯粹的渡河！,2022-02-26 17:06:15,5,评论
韩国：这个不错，这个是我们的了外国人：不就是站在竹子上面吗？键盘侠:音乐不行中国人：纵一苇之所如，凌万顷之茫然,2022-03-04 23:21:27,3,评论
看up主那么努力我居然找不到任何理由不画画[大哭][大哭][大哭],2022-03-03 23:21:42,4,评论
这是啥，好怪[doge],2022-03-03 13:54:46,2,评论
@刘哔电影,2022-03-03 10:02:54,6,评论
加油[打call],2022-03-03 09:33:32,5,评论
在申了思密达[doge],2022-03-03 06:40:16,5,评论
封号斗罗，恐怖如斯,2022-03-03 00:58:03,3,评论
我感觉我直接抱着竹竿能沉下去,2022-03-02 21:35:42,4,评论
注意安全啊姐姐！身体注意！照顾好自己！！,2022-03-02 19:57:15,4,评论
在申了思密达[OK],2022-03-02 15:59:13,5,评论
提前插眼，等你封神那天,2022-03-02 00:02:19,4,评论
刚刚翻了up发的挺多视频，下面评论有说想看失败的情况，up很宠粉地拍了，还拍得相当有艺术感，跟这个BGM绝配，爱了爱了[大哭],2022-03-02 00:09:25,4,评论
不是非要雨天练习，而是她们风雨无阻,2022-02-26 20:57:36,5,评论
天冷了，小心防韩[doge][doge],2022-02-26 19:42:40,2,评论
我信一苇渡江是真的了[微笑],2022-02-26 16:21:10,6,评论
像极了为梦想努力的样子，无数次摔倒自己偷偷爬起来再战，从不被理解，不被认可，苦涩艰辛只有自己品味，总有一天，我们会迎来光,2022-02-26 12:06:37,5,评论
我的天，这得多冷啊，还下着雨。真辛苦。加油💪,2022-02-27 12:35:48,3,评论
不知道姐姐有木有外网账号，想看评论了[OK][妙啊][妙啊][妙啊][妙啊][妙啊],2022-02-25 14:40:16,5,评论
全是思密达(bushi,2022-02-26 17:27:21,5,回复
要是电视剧里有这种场景就好了，感觉很适合那种年代感老剧。我小时候特别爱看电视剧女主吹叶笛的镜头。[吃瓜],2022-02-26 11:57:18,4,评论
快申遗,2022-02-26 15:52:34,5,评论
这个真的很难，希望大家能助力这门技艺传承下去,2022-02-28 10:42:08,4,评论
以为放根竹子我们就看不出这是水上漂了[傲娇]？,2022-02-26 14:39:14,5,评论
在雨中一次次掉下去再站起来又配孤勇者也太好哭了[大哭][大哭][大哭],2022-02-26 11:22:01,4,评论
注意安全呀,2022-02-24 16:16:56,5,评论
这个不用太着急申遗，偷国它学不会[歪嘴],2022-03-09 13:16:12,5,评论
虽然很好国粹，但是太危险了[思考],2022-03-09 10:50:44,2,评论
申遗思密达！[doge],2022-03-09 13:58:16,6,评论
记得打码，过几天就是偷国的了,2022-02-26 16:00:27,6,评论
在偷了思密达[doge],2022-02-26 15:15:29,5,评论
这是什么非遗啊?少数名族的吗？,2022-03-06 12:46:30,5,评论
上热搜了！[冰墩墩],2022-02-26 17:21:56,6,评论
坏了，更难和外国人解释了[doge][doge][doge],2022-03-09 11:51:32,4,评论
你一声春不晚，我就到了真江南,2022-03-08 09:31:19,3,评论
up主@杨柳独竹漂 这个视频展示的，其实应该是她的轻功水上漂，而不是独竹漂[滑稽]只是up练的好像还不够熟练，有时候失败了[滑稽],2022-03-08 19:29:10,3,评论
弹幕里说   梅开二度   的，有意思吗？人家跌倒两次说梅开二度？把你机灵的，梅开二度意思是寡妇再嫁，后来被足球解说不恰当地用来说进俩球，你搁这说人家女孩跌倒梅开二度，真是绝了。。。,2022-02-26 02:11:06,4,评论
辛苦了！无人能偷的绝技[点赞][点赞][点赞][点赞][点赞],2022-03-07 19:28:12,4,评论
一苇渡江～,2022-03-06 23:20:11,5,评论
总有一天，我会看到中国非遗冠于全世界!,2022-03-06 17:24:57,2,评论
想学,2022-03-06 17:16:50,2,评论
宇宙韩警告[doge][doge],2022-03-06 11:32:59,4,评论
所以为啥不等雨停了再练？人身安全第一呀！,2022-03-06 09:32:21,5,评论
吓死我了这个音乐（我刚刚看助眠音量最大来着 一退出就刷到这个视频了[藏狐]）,2022-03-07 13:19:55,5,评论
加油！,2022-03-07 01:00:28,5,评论
莫听穿林打叶声，何妨吟啸且徐行。,2022-03-06 13:19:55,5,评论
加油⛽,2022-03-06 11:39:58,2,评论
挺你呀，风雨中的姑娘,2022-03-06 08:33:27,3,评论
水袖，长衫，芙蓉不及美人面，春风十里不如你,2022-03-06 02:32:45,3,评论
很漂亮，也很美，小姐姐很拼，不过我感觉有点点不足的是服装是不是和环境有点不搭，（个人理解，老感觉服装有点别扭）,2022-03-05 19:25:05,5,评论
嗷，我想起来了，第一次听说独竹飘是在一期开门大吉，一个女生参加节目来赢独竹飘训练费用，是up主吗？,2022-02-26 20:57:56,4,评论
好家伙，跳起来了,2022-02-24 16:42:27,5,评论
注意安全，身体健康！,2022-02-25 02:54:10,5,评论
谨防感冒，注意安全，加油,2022-02-25 02:36:16,5,评论
姐姐好美！[打call]辛苦了，也注意不要感冒啊,2022-02-24 23:51:57,5,评论
加油,2022-02-24 22:24:48,5,评论
辛苦了，保护好身体的[点赞][点赞][点赞][给心心][给心心][虎年][豹富],2022-02-24 20:47:20,4,评论
去哪了，这么久没看到你了,2022-02-24 19:40:31,5,评论
要让全世界都看到咱们中国非物质文化遗产传承人的美[名侦探柯南_冲啊！],2022-03-06 22:06:52,5,评论
练成了感觉特别帅,2022-03-01 17:17:00,5,评论
贵州的小姐姐！！,2022-03-01 17:15:21,5,评论
扬水袖也是古法,2022-03-01 16:46:08,5,评论
@木九steve,2022-02-26 23:39:58,3,评论
下雨别装逼，容易被雷劈[打call][打call][打call][打call][笑哭][笑哭][笑哭],2022-03-06 20:08:33,3,评论
厉害了 从竹子上坐起来吓到我了 很多普通人 哪怕床上 啥也不支撑都不一定能站起来,2022-03-06 08:50:36,4,评论
凌波微步，轻功水上飘,2022-03-06 00:19:40,3,评论
找一个水下摄影师吧，我刚好认识一下。效果应该顶到天花板,2022-03-05 22:57:42,4,评论
没想到我居然在做英语阅读时候认识的您[doge][打call],2022-03-05 22:25:49,4,评论
大佬牛批，👍🏻，我记得小时候去农田就有个独木桥，从桥上看水里，感觉水是静止的桥在动，即使明知这是错觉还是害怕,2022-03-05 22:01:47,2,评论
快删了 别让韩国人看见,2022-03-05 20:18:18,4,评论
冲你这个标题，必须三连[OK],2022-03-05 19:07:44,5,评论
我听说最牛逼的能在竹子上翻后空翻，是真的吗？太恐怖了,2022-03-05 17:02:51,2,评论
防住小西八,2022-03-05 13:00:28,4,评论
“沧浪之水清兮，可以濯吾缨；沧浪之水浊兮，可以濯吾足。”,2022-03-05 12:28:26,4,评论
每掉下去一次我都感觉很紧张怕出事小心感冒，十分很努力了，台上一分钟台下十年功,2022-03-05 09:30:23,5,评论
问一下，这根横竿的作用是不是类似于船的减摇鳍？,2022-03-05 04:17:24,3,评论
差不多是,2022-03-05 08:39:52,6,回复
弹幕意义怪看着太烦了，,2022-03-05 01:27:54,3,评论
做到过关于你的英语阅读！一定会越来越好的！,2022-03-04 23:42:56,2,评论
一苇渡江,2022-03-04 23:40:02,3,评论
卧槽,2022-03-04 22:42:59,5,评论
小心棒子捷足先登,2022-03-04 22:18:30,4,评论
有哪里是能学习独竹漂的吗？,2022-03-04 22:11:50,4,评论
你好厉害[给心心],2022-03-04 21:53:54,6,评论
里面有一个大大的水印，不懂你们看没看到，那水印上有着:中国文化,2022-03-04 20:55:04,5,评论
我今天写英语阅读的时候，那篇阅读就是关于她还有独竹漂！刚做完就刷到太巧了吧！[呲牙][呲牙][呲牙],2022-03-04 19:40:46,4,评论
这必然是我们偷国的文化思密达[doge],2022-03-04 19:20:09,5,评论
这个还真有，我记得在我很小的时候好像是CCTV几里面播出过，他们在很小的时候就要练这个[doge],2022-03-04 18:45:10,3,评论
我也想玩这个但是我的体重不允许[保卫萝卜_哭哭][保卫萝卜_哭哭],2022-03-04 17:52:29,5,评论
没币了收藏一下明天投！[热词系列_这次一定][热词系列_这次一定][热词系列_三连][热词系列_保护][热词系列_保护],2022-03-04 16:05:42,4,评论
这个我看棒子怎么偷[doge],2022-03-04 14:46:06,5,评论
这个我看棒子怎么偷[doge],2022-03-04 14:46:06,5,评论
本来点了赞的 但我取消了 ，因为我要给[热词系列_三连],2022-03-03 22:57:25,3,评论
厉害厉害，别人都是用手，你用脚都能达到这个效果，厉害厉害。真心给你点个赞。,2022-03-03 16:20:51,2,评论
你已经在我的全世界里留下了深深的烙印,2022-03-03 14:36:11,3,评论
不会感冒吗，注意身体,2022-03-03 14:16:52,3,评论
真的有内味了，换个白色的衣服，雪中悍刀行白衣洛阳一苇渡江。,2022-03-03 14:12:28,3,评论
关注你，信你一定会成功，我要见证！,2022-03-03 14:09:43,2,评论
竹子沾水之后那么滑，怎么站上去的啊,2022-03-03 14:01:30,4,评论
辛苦了小姐姐！！你是最棒的！！！！,2022-03-03 13:57:49,3,评论
小心韩国人来了！,2022-03-03 13:57:24,4,评论
好美,2022-03-03 13:48:07,4,评论
美姨啊，你放过他们吧！[doge][doge],2022-03-03 13:45:32,3,评论
当年达摩也是这样渡江的。所谓一苇就是一根竹子,2022-03-03 13:45:46,4,评论
今天做了关于你的英语阅读！,2022-03-03 13:36:18,4,评论
好是好，厉害是厉害！点赞是得点赞！但是能不能换个好看点的衣服，颜色不好看。,2022-03-03 13:34:10,4,评论
支持[原神_欸嘿][原神_欸嘿],2022-03-03 13:32:22,5,评论
加油，注意安全,2022-03-03 13:28:07,3,评论
原来一苇渡江是真的[doge],2022-03-03 12:50:43,5,评论
马上抢过来思密达,2022-03-03 12:49:38,5,评论
加油[tv_点赞],2022-03-03 12:41:34,5,评论
还是注意安全，体力不支咋办,2022-03-03 12:26:27,3,评论
不会泳泳的我为你加油,2022-03-03 12:16:02,3,评论
辛苦了小姐姐,2022-03-03 12:02:31,6,评论
民体课上了,2022-03-03 11:28:59,4,评论
韩国人偷不到 因为不会[脱单doge],2022-03-03 11:16:34,6,评论
已经感觉到很冷了[保卫萝卜_哭哭],2022-03-03 11:06:23,5,评论
注意韩国 棒子,2022-03-03 10:47:33,4,评论
我也想玩,2022-03-03 10:19:39,3,评论
爱了爱了,2022-03-03 10:17:32,2,评论
风大雨急天，老师傅也不太愿意表演。|･ω･｀),2022-03-03 10:14:10,6,评论
up会游泳吗,2022-03-03 09:38:52,4,评论
这么艳的衣服她穿都很漂亮,2022-03-03 09:07:05,5,评论
晚上看见贼恐怖[妙啊],2022-03-03 08:52:07,5,评论
绝了，独木成舟原来不是杜撰,2022-03-03 08:50:20,6,评论
关注走起,2022-03-03 08:14:57,2,评论
加油,2022-03-03 07:52:30,4,评论
感觉挺好玩的,2022-03-03 04:01:41,3,评论
最喜欢偷文化的不是日本人？天天刷韩国没必要[辣眼睛],2022-03-03 03:35:04,6,评论
这个是真牛皮,2022-03-03 02:23:34,5,评论
已经三连了，up主加油啊！,2022-03-03 01:40:14,3,评论
首先，请不要在麻瓜面前表演法术。其次，注意安全，防韩。,2022-03-03 01:05:58,5,评论
胖胖的话会掉下去吗,2022-03-03 00:52:07,5,评论
我看得起鸡皮疙瘩了,2022-03-03 00:49:27,4,评论
注意安全 不要着凉哦 身体第一位！[奋斗],2022-03-03 00:42:17,5,评论
注意安全[doge],2022-03-03 00:40:24,4,评论
这个很简单的[doge],2022-03-03 00:36:36,2,评论
孤勇者应该配上微光特效，这么冷湿淋淋不吃亿点微光谁撑得住,2022-03-03 00:33:52,2,评论
tql！！,2022-03-03 00:13:38,6,评论
加油啊,2022-03-02 23:52:50,5,评论
太美啦,2022-03-02 23:49:59,5,评论
【原神圣遗物之阳寿羽毛-哔哩哔哩】 https://b23.tv/PYzxPH6,2022-03-02 23:48:08,5,评论
杨柳加油,2022-03-02 23:25:02,5,评论
希望有更多人继承非遗,2022-03-02 23:06:00,3,评论
小可爱就是我,2022-03-02 22:31:50,3,评论
突然泪目，梦想是渺小的但又是伟大的！[大哭],2022-03-02 22:20:09,4,评论
下雨天要吓死人的,2022-03-02 21:59:51,3,评论
仔细看下面的白纱，有一点红色的不知道是不是血迹,2022-03-02 21:48:33,3,评论
英语阅读理解做到过您[星星眼],2022-03-02 21:40:58,4,评论
支持 但是注意身体的健康 不要生病 感冒了,2022-03-02 21:40:18,4,评论
你掉下去的时候手一抖，点了个赞！,2022-03-02 21:10:19,2,评论
抽我抽我,2022-03-02 20:47:31,3,评论
雨是真的，大～,2022-03-02 20:40:32,4,评论
小时候有幸看过，是一个中年男士，不是贬低up主，确实是比up主厉害，是在活水河里漂的，那河水，流的很急很快，把我都看傻了都[笑哭][笑哭],2022-03-02 20:37:26,4,评论
但为什么下雨练？平时训练吗？,2022-03-02 20:04:17,5,评论
不容易,2022-03-02 19:57:58,6,评论
注意安全啊，姐姐,2022-03-02 19:54:43,3,评论
这个能飘起来可以理解，但是怎么能前进呢,2022-03-02 19:49:27,5,评论
我要我要[打call],2022-03-02 19:45:03,5,评论
加油,2022-03-02 19:27:16,5,评论
助力每一个梦想,2022-03-02 19:16:08,3,评论
河水非常冷，下雨打湿了更冷,2022-03-02 19:09:36,4,评论
神功大成之日，便是你大火之时,2022-03-02 19:08:11,4,评论
小心，危险,2022-03-02 19:05:16,3,评论
美，真美,2022-03-02 18:59:36,4,评论
注意安全特别是下雨刮风,2022-03-02 18:29:22,4,评论
@高处不怕寒 [大哭],2022-03-02 17:51:23,3,评论
助力中国非物质文化遗产,2022-03-02 17:49:21,3,评论
一苇渡江,2022-03-02 17:45:25,4,评论
一苇渡江,2022-03-02 17:43:18,5,评论
这才是真正的《孤泳者》,2022-03-02 16:11:48,4,评论
太厉害了吧！我第一次看到这个！！！！！！！！！！！！！！！！！,2022-03-02 15:44:22,5,评论
加油！,2022-03-02 15:32:24,4,评论
真不错！,2022-03-02 15:32:08,3,评论
雨中表演然后跌倒爬起来很有感觉励志加油,2022-03-02 15:18:12,2,评论
加油,2022-03-02 14:44:42,5,评论
加油！美丽的人,2022-03-02 14:28:52,2,评论
居然真的可以漂，这竹子都褪色了[热词系列_知识增加],2022-03-02 14:02:12,4,评论
加油,2022-03-02 13:37:46,4,评论
水上飞,2022-03-02 13:15:01,2,评论
一叶孤舟,2022-03-02 13:12:50,5,评论
好强啊，竹子都能稳住[点赞],2022-03-02 13:09:40,4,评论
原来是我们遵义的啊,2022-03-02 13:06:56,4,评论
下雨竹嫖很危险啊,2022-03-02 13:02:38,2,评论
给小姐姐点赞,2022-03-02 12:36:49,4,评论
加油,2022-03-02 12:12:00,3,评论
辛苦了！！！,2022-03-02 12:12:10,6,评论
注意点身体,2022-03-02 11:57:35,3,评论
真的是好美呀,2022-03-02 11:54:20,3,评论
一苇渡江！,2022-03-02 11:39:13,5,评论
这是哪里啊，感觉风景也好美啊,2022-03-02 11:36:35,4,评论
加油😊,2022-03-02 11:24:48,3,评论
加油,2022-03-02 10:45:54,2,评论
少林功夫好哎~~~~真滴好~~~~,2022-03-02 10:43:19,5,评论
辛苦了，你很棒,2022-03-02 10:34:32,3,评论
一苇渡江[doge][doge][doge],2022-03-02 10:14:46,5,评论
好厉[热词系列_害],2022-03-02 10:03:51,3,评论
加油！注意安全！,2022-03-02 09:56:09,4,评论
别感冒[拥抱][拥抱][拥抱],2022-03-02 09:53:48,5,评论
一苇渡江,2022-03-02 09:53:15,6,评论
太牛了,2022-03-02 09:03:22,5,评论
好大的臂力，打湿的袖子都能舞起来...钦佩视频里的人,2022-03-02 09:03:50,6,评论
我看了有点怕怕，是我一个人这样吗？,2022-03-02 08:45:56,4,评论
你想成为仙女吗？……是吗，那必须渡过这九重仙劫,2022-03-02 08:35:24,5,评论
一苇渡江,2022-03-02 08:25:16,4,评论
