评论内容,评论时间,评论人等级,评论类型
热知识：六公主不归央视管，她是中宣部直属的,2021-09-16 04:51:47,6,评论
受教了，确实才知道,2021-09-16 11:41:05,6,回复
回复 @小疼聊音乐 :不然你以为为啥东京奥运会期间播举起手来和空袭珍珠港[doge][doge],2021-09-16 11:54:09,5,回复
这女的唱歌就和我看那个男生吃蜜桃的视频一样难受，感觉就是做作。讨厌男的这样，女的就喜欢还不是lsp[吃瓜],2021-09-16 02:46:16,6,评论
别瞎说啊，lsp也不喜欢这个[捂脸],2021-09-16 11:29:05,4,回复
她就是唱“学猫叫”的那母猫，所以做作是她的风格,2021-09-16 23:59:36,5,回复
回复 @饮鸠不止渴- :lsp喜欢二次元[doge],2021-09-27 02:24:14,4,回复
人家黄梅戏，老少皆宜脍炙人口，这让那娘们一改，好家伙，直接18禁了。呸！恶心！,2021-09-16 15:45:40,5,评论
就差一句：客官，来玩呀~,2021-09-17 07:17:55,5,回复
回复 @天山童姥姥ab :她唱的就是这个意思,2021-09-17 09:37:02,5,回复
穿的紧，穿的少，口唱开，臀一摇，流量名气不会少[doge],2021-09-15 23:29:37,6,评论
盆骨前倾，这帮人还挺高兴的还有什么旗袍礼仪，不摸屁股就蹲不下来[doge],2021-09-16 07:42:18,4,回复
回复 @艾听雅 :摸个屁股还要慢放，生怕大家注意不到[妙啊],2021-09-16 10:29:19,5,回复
某站舞某区[doge],2021-09-19 20:05:04,5,回复
就怕那些网红不以为耻反以为荣，被六公主怼了，好荣幸呢，免费的流量,2021-09-15 17:37:09,6,评论
如果国家再不加以管控，就会越来越多的人为了赚取流量而做出更多出格的事情。十几年前可能很多人觉得，咦，拍个这么傻，这么丑的视频被别人看，家人都会觉得丢脸。现在可变成了，咦，他这样拍竟然火了，我也来，管他丑不丑，傻不傻，能火起来就行,2021-09-15 18:41:10,5,回复
回复 @卡地亚乀 :娱乐至死可不是说着玩的,2021-09-16 15:21:51,5,回复
一首歌怎么毁掉？改成dj版然后投到抖音里配上夜店扭腰的视频[吃瓜],2021-09-16 02:50:40,6,评论
然后被说是抖音带火的[藏狐],2021-09-16 11:07:42,5,回复
一说抖音毁歌就有少部分人说哔站人上人，关键好多喜欢的歌都被乱改，我之前特别喜欢赤伶，后来火了就被抖音改成DJ。[生病],2021-09-16 12:29:14,6,回复
回复 @刘鼻涕儿 :一般这种巨ex “要不是我们家谁谁谁，谁听你这破歌啊”[辣眼睛],2021-09-17 11:36:51,3,回复
我认为比黄梅戏改编视频本身更可怕的是200w的点赞，我没想到喜欢这种垃圾视频的人有那么多[惊讶],2021-09-16 03:54:31,4,评论
刷赞的多了去了。。。,2021-09-16 22:51:57,4,回复
不仅这样，还有粉丝说是她宣传了黄梅戏，emmm太气了说不完你翻我动态有截图,2021-09-17 10:14:28,5,回复
回复 @我家猫叫汪汪 :京剧听了都觉得晦气,2021-09-17 15:58:30,5,回复
现在乐坛充满了口水歌，新一代的孩子真可怜耳边全是烂歌,2021-09-15 20:37:41,5,评论
我和我表妹和表妹一些她那边的亲戚小孩出去唱k全都问我会不会唱抖音红的歌[微笑]我说我从来不听抖音的歌[吃瓜]他们很失望。表妹他们全是10后，我好可怜他们就只知道一些垃圾歌,2021-09-16 09:05:08,5,回复
我现在都是听15年之前的歌，新歌听的很少，还是老歌越听越有味道，现在的口水歌流行一会就不见了，经典还是会永远流传[doge],2021-09-16 10:44:49,5,回复
现在随便一个国风神曲，萌系女音，武侠仙侠的基本都是口水歌[doge],2021-09-16 08:13:02,3,回复
抖音真就是啥歌都能带DJ。啥歌都可以扭，啥歌都可以变装。[辣眼睛][辣眼睛][辣眼睛],2021-09-15 21:46:20,4,评论
在抖音听到dj版的让我们荡起双桨，我难受了一天。,2021-09-16 04:44:32,5,回复
回复 @生命值全满hp :我听了，太恶心了，没敢给大家弄出来,2021-09-16 11:40:26,6,回复
我感觉，听那个黄梅戏的时候本来的黄梅戏给我的感觉是，开嗓子了，有点像一个锥形，就是有很尖细的地方戳我的感官。网红翻唱，更像是没练好基本功就爱慕虚荣跑去给大帅当小妾的。声音像是试管，底部特别圆，就是永远都到不了心灵深处。如果艺术都不需要基本功做打底了，那还在坚持的人是不是显得很可惜😔。什么是该，什么是不该。还是有门槛的本来就是一帮没什么学问的人，竟也企图染指艺术。,2021-09-16 07:45:42,5,评论
"而且抖音评论全都是""听着好听不就行了？""[藏狐]我寻思着这也好听？",2021-09-16 20:43:02,6,回复
回复 @乱步奇谈 :你抖音怎么和我抖音不一样啊？里头全是骂她的呀。,2021-09-16 20:45:36,4,回复
回复 @乱步奇谈 :就是,2021-09-16 23:57:21,5,回复
网红现在是贬义词了吧,2021-09-15 17:07:02,4,评论
不一直都是么[吃瓜],2021-09-15 17:09:46,5,回复
啊？我一直觉得最开始就是[微笑],2021-09-15 17:14:36,5,回复
回复 @雷阵雨转冰雹 :网红一出来的时候，也许是中性词，但是现在在很多人眼里就是贬义词，就像以前听到小鲜肉只觉得是形容年轻明星，现在听到小鲜肉就觉得是贬义词,2021-09-16 03:53:20,5,回复
我们就单纯来说说《女驸马·为救李郎离家园》这段吧。这段是女驸马冯素珍冒死救夫，女扮男装进京，结果意外考中了状元，这下不光救未婚夫有望，自己多年的才学也得到了证明，就是一个“春风得意马蹄疾，一日看尽长安花”的心情。所以这段黄梅戏唱段是非常欢快愉悦的，甚至是得意风光的。同时，冯素珍这会儿是要小心自己的女儿身被发现，所以下面她就告诫丫鬟不可以乱叫她小姐。怎么可能是这个小潘潘翻唱的那样，尖细着嗓子生怕不知道是个女人唱的，还有几句唱出气音来，完全和唱段的意思就差了十万八千里。现在抖音上这种风气很不好，翻唱一点不管原曲的风格和含义，反正甜美撒娇卖嗲就行了，上次这帮人唱的李丽芬的《爱江山不爱美人》就够矫揉造作了。你能想象以后有一天有人用软趴趴调情的语气给你唱《精忠报国》吗？,2021-09-17 22:18:08,6,评论
还真有魔改的精忠报国。电影铁鸡斗蜈蚣里就有，不过他那是王晶恶搞电影,2021-09-18 19:40:53,5,回复
不是翻的《爱不释手》么？而且另一首不是叫《爱江山更爱美人》么？,2021-09-18 23:03:38,5,回复
推荐义勇军进行曲这么唱哦[打call][打call],2021-09-26 18:53:32,5,回复
孙悟空: 妖精，给老子闭嘴,2021-09-15 17:05:04,5,评论
应该是哒，妖怪，吃俺老孙一棒,2021-09-15 18:32:40,5,回复
回复 @卡地亚乀 :你为什么能发语音[藏狐],2021-09-15 19:08:05,6,回复
悟空，为师，打死这个女妖精,2021-10-06 21:31:20,3,回复
你看那个小潘潘，唱个戏要身段没身段要音韵没音韵，她在唱TM吗？要是搁戏园这样唱戏能被师父打死,2021-09-17 17:04:01,6,评论
放心吧，她这样的料子 师父压根不收,2021-09-17 17:21:42,5,回复
就好比把《男儿当自强》故意唱得像《罐头好凉凉》，这不故意讨骂吗？,2021-09-25 04:23:09,6,回复
在没有抖音之前我以为音乐是雅俗共赏，在好的歌曲，让老百姓听他们也喜欢，但是抖音出来后，加上一些网红改版或创作的歌曲，我想法变了，是不是有一部分老百姓，根本就不会欣赏歌曲，或者说审美能力地下。,2021-09-16 05:44:43,5,评论
大部分人音乐审美能力确实不高，并不知道如何欣赏音乐。可以想想现在中小学生音乐课都在干嘛。没有真正欣赏过好的音乐，能喜欢如今盛行的垃圾文化也就不奇怪了。,2021-09-16 09:51:25,5,回复
回复 @FlorainYao :乡下的小学中学是没有音乐课的[捂脸],2021-10-01 14:47:34,5,回复
回复 @FlorainYao :我们音乐老师会抽时间放名曲[歪嘴],2021-10-02 19:21:01,4,回复
我听那个改版黄梅戏，我起了全身的鸡皮疙瘩[无语],2021-09-15 18:50:20,5,评论
那句为救李郎离家园比我唱的还难听[捂脸],2021-09-15 23:12:49,5,回复
说的难听点，感觉她唱的不是考中状元，是评上花魁了😂,2021-09-16 17:02:21,5,回复
回复 @珍珠变成了鱼眼睛 :李郞：别救了，给我个痛快吧[灵魂出窍],2021-09-16 22:56:24,4,回复
开头劝退，太恶心了,2021-09-15 17:19:52,5,评论
开头那个up以前正常唱歌的视频压根没人看[藏狐],2021-09-16 00:38:58,5,回复
