评论内容,评论时间,评论人等级,评论类型
？？？我的妈(|||ﾟДﾟ)我还以为是真鱼!,2021-10-11 20:30:35,5,评论
大师太厉害了,2021-10-11 20:16:13,5,评论
中国非物质文化遗产，一定要传承下去。,2021-10-11 19:57:43,5,评论
太可怕我还以为是张照片,2021-10-11 19:55:43,5,评论
栩栩如生,2021-10-11 19:53:30,5,评论
看那鱼眼睛，比活鱼眼睛还亮,2021-10-11 19:49:26,5,评论
太牛了吧这么细,2021-10-11 19:39:42,5,评论
灵动,2021-10-11 19:33:15,5,评论
b站有自带水印的，我觉得无论如何自己的视频假如被别人盗走。都会很不开心吧。盗视频的人比你想象的多。up主，希望你能考虑一下。,2021-10-11 19:22:41,5,评论
b站这种不会动的，一个马赛克搞定。,2021-10-11 22:29:16,5,回复
这也太好看了[打call],2021-10-11 19:03:52,6,评论
太牛了,2021-10-11 18:53:47,6,评论
上次在小红书看到过这个成品！这次居然来过程了,2021-10-11 18:48:16,3,评论
哈哈，是啊，回应大家热烈的要求，讲解分享了一下创作过程,2021-10-11 19:19:10,6,回复
苏绣好麻烦的，厉害了,2021-10-11 17:49:33,6,评论
皆若空游无所依,2021-10-11 16:37:31,6,评论
绝了,2021-10-11 16:20:03,6,评论
我靠这个也太好看了吧！！！,2021-10-11 14:41:06,6,评论
太神了[给心心][给心心][给心心],2021-10-11 14:33:01,6,评论
我的天，老师近视可以学吗,2021-10-11 14:16:03,6,评论
可以的呀，刺绣并不伤眼睛，而且还会让眼睛越来越水灵哈哈，学习可以了解我们的姚绣课堂微信账号Yao-silk,2021-10-11 19:14:43,6,回复
[热词系列_神仙UP],2021-10-11 13:44:45,6,评论
太厉害了[打call],2021-10-11 13:39:33,6,评论
投币了，老师太厉害了,2022-03-01 21:03:25,5,评论
我在南京，想学办绣，哪个友友给我安利个培训班,2022-02-26 21:59:22,4,评论
老师有卖吗？,2022-02-20 18:30:09,5,评论
希望姚老师以后加强防盗[呲牙],2022-02-17 21:29:59,3,评论
[给心心][给心心],2022-02-08 01:49:50,3,评论
