评论内容,评论时间,评论人等级,评论类型
张君秋，男，京剧旦角。别名家鸿。祖籍江苏丹徒，生于北京。幼从李凌枫学戏，后拜尚小云、梅兰芳为师。在上海一炮而红，与李世芳、毛世来、宋德珠被誉为“四小名旦”。他学习前人不拘形似，追求神似。他的唱腔，兼容梅、尚、程、荀之腔，结合自己嗓音明亮、甜润、高中低音运用自如的优越条件，另辟蹊径。经过他的润色修饰，其唱腔有一种刚健清新的美感，形成他独特的艺术风格。他在《状元媒》中饰柴郡主、《望江亭》中饰谭记儿、《赵氏孤儿》中饰庄姬、《西厢记》中饰崔莺莺、《秦香莲》中饰秦香莲，这些角色的唱腔，均成为张派的艺术精品。他的新唱腔，不离京剧风格，不落俗套，他的艺术风格，在于自然率真。他创造的张派艺术影响深远，可以说“十旦九张”。1962年在文化部主持与武生名家高盛麟“走马换将”交流演出，红遍大江南北，轰动全国，一直被传为梨园佳话。晚年参与中国京剧音配像工程，任艺术总顾问，为保留传统剧目，再现老艺术家舞台形象做出了巨大贡献。,2021-09-20 22:34:21,5,回复
纸做的靴子底，京剧生旦净末丑传承人，京剧，戏服还有啥我没注意到的[doge],2021-09-19 19:56:20,5,评论
又看了一遍，刺绣[打call],2021-09-19 20:06:31,5,回复
有一个旦上台镜头是三寸金莲,2021-09-19 20:50:42,4,回复
回复 @改名为抽奖我真牛 :那是跷,2021-09-19 20:51:50,5,回复
小可爱们和河南台说的是一辈子[热词系列_爱了爱了]差一年，一个月，一天、一个时辰…都不算一辈子哦～[热词系列_再来亿遍],2021-09-19 20:13:23,5,评论
捞捞小味[给心心],2021-09-19 21:01:02,5,回复
捞捞小胖[doge],2021-09-19 22:10:53,5,回复
回复 @枸亿拓 :让河小味吃完饭再捞,2021-09-19 22:59:40,5,回复
我们的传统文化真的好精致哦，就是这种精致造就了美，其实好多人不喜欢传统文化只是因为不了解，了解之后真的很难不喜欢,2021-09-19 20:29:16,5,评论
全世界也只有中国有这么细致入微能传承多年 且能被大众喜爱的艺术了！！,2021-09-19 21:07:22,4,回复
真的，太精致了，完全不是现在一些粗制滥造的东西可以比的[打call][打call],2021-09-20 15:08:38,5,回复
太短了，真不用替我节约时间[藏狐],2021-09-19 22:44:01,5,评论
哈哈哈哈哈哈哈哈哈，也不用替我节约时间,2021-09-19 23:55:23,4,回复
想白嫖就直说[吃瓜][吃瓜][吃瓜],2021-09-20 12:17:17,5,回复
后台衣箱只有丑角能坐,2021-09-19 22:08:27,5,评论
没错，丑角在戏剧里地位最高，化妆好像也是先给丑角化,2021-09-20 01:54:54,4,回复
回复 @绯色万物 :以前很多台柱子，班主什么的，都是丑角担任的。,2021-09-20 08:41:06,4,回复
02:38 索明芳老师上台时穿翘鞋，表演的翘功，俗称东方芭蕾舞，不同的是，芭蕾舞不是全程踮脚尖，而翘脚是穿上到表演完毕都是脚掌受力表演的，就类似穿上了一双没有跟的高跟鞋，表演难度很大的。之前七夕奇妙游里面戏曲《爱》中有一段舞蹈水袖舞里面就有一段在椅子上的翘功表演，很可惜剪的完全看不出来，不过还好后面河太丑放了完整版的，真的是特别震撼！！！传送门BV1if4y137na [藏狐][藏狐]都必须！给我点进来看！,2021-09-20 01:12:54,5,评论
哎其他卫视是一点戏曲不整呀，堂堂央视，有钱请京剧名家王珮瑜，结果是请去唱歌[微笑],2021-09-20 08:21:51,6,评论
也就以前梨园春总决赛时能请到名角儿，不然老前辈们都不愿出去,2021-09-21 01:33:52,6,回复
其实14年春晚央视请了很多角儿唱同光十三绝，那个质量真的高，请的于魁智李胜素迟小秋王艳还有佳春~但不知道后来就不怎么搞了。。。,2021-09-21 15:05:41,4,回复
回复 @六卷_lcc :那首同光13绝是真的好听，念念不忘了很久，可惜再没有好的了,2021-09-21 20:49:41,5,回复
超爱这个长镜头！！！估计拍了不少遍吧，辛苦节目组人员了[点赞],2021-09-19 19:56:00,4,评论
我觉得这回是所有奇妙游系列整体质量最高的一期了,2021-09-20 13:37:46,5,评论
[喜极而泣][喜极而泣][喜极而泣]是，格局太高了,2021-09-20 13:41:59,4,回复
其实最喜欢的不是节目，是后台，所有东西都让我觉得很奇妙,2021-09-19 22:51:02,5,评论
+10086,2021-09-20 12:15:21,5,回复
加一,2021-09-20 15:40:07,5,回复
我也喜欢，一听锣鼓浑身来劲,2021-09-20 23:55:55,5,回复
我感觉这次的节目是这几次奇妙夜最佳的，尤其是这个和大唐行者，少林功夫，和，歌曲都好好看。好家伙我变报幕的了[笑哭][笑哭],2021-09-20 08:23:36,4,评论
回复 @每天都在努力学习的 :报幕都报错了，扣工资，不对，扣硬币[吃瓜],2021-09-24 18:50:13,3,回复
不好意思，东都行者[笑哭],2021-09-24 07:07:01,4,回复
宣传其他剧种也是格局，都是中华文化,2021-09-19 21:12:50,5,评论
传承不会因为时间而改变，那怕百年千年！[打call][打call][打call],2021-09-19 19:50:31,6,评论
这个节目没上热门，在坐的各位都有责任！我真的太爱这个节目了[物述有栖_好耶],2021-09-19 21:49:12,4,评论
回复 @陆曼夕 :确实，就周深上了热搜，另一个还不是河南卫视上的[笑哭]。我觉得这次反响肯定不止这些，b站真的让人很失望，下个月我都不准备充会员了,2021-09-21 09:30:46,5,回复
B站要推自己的晚会，你看这播放量都压成什么样了。,2021-09-21 02:04:23,5,回复
B站的晚会也很好看啊,2021-09-24 21:56:46,3,回复
好喜欢河南卫视的运镜和特效，虽然有一些反对的声音，但每个人爱好不同吧，我就很喜欢这种形式,2021-09-19 23:17:03,5,评论
我觉得后来特效太多了真没有春晚和元宵更具观赏性，记忆点也会淡很多，希望官方看到,2021-09-19 21:11:38,3,评论
宝子，可以去私信他们的。官方一直在听取大家意见改进,2021-09-19 21:27:21,5,回复
我觉得这个节目很好啊,2021-09-19 21:41:22,5,回复
回复 @天空收藏夹 :这个京剧节目你都目不暇接？不至于吧哥哥,2021-09-20 08:12:09,5,回复
昨天帮我邻居拍孩子学习918的视频照片。我邻居是做高空吊篮的，俗称的农民工。两口子都没什么文化，老师布置的观看视频作业，俩人也看不明白，不知道怎么找。两口子挺不好意思地找我帮忙。其实就是一个公众号。孩子边看视频，我边拍了几张照片。孩子爸爸对孩子说了几句粗话∶小崽子你给我记住！到什么时候都得爱国！尤其小日*子！它们杀过我们的人！这是世仇！记住没有？！孩子什么都不懂地说∶那不是以前么？孩他爸说∶什么以前！等特么以后杀你的时候就晚了！他们两口子一直拿我当文化人，我觉得他们才是给我上了一课。祖宗的东西不能丢，祖宗的伤不能忘。,2021-09-19 22:26:47,3,评论
所以现在就要警惕文化入侵，以倭代华,2021-09-22 00:20:51,6,回复
河南这波直接超神了。,2021-09-19 20:07:35,3,评论
用一镜到底来象征传承，用大篇幅幕后准备和很短的唱段来表现“台上一分钟台下十年功”，太绝了！太用心了！,2021-09-20 02:48:15,4,评论
分析的好,2021-09-20 23:39:23,4,回复
我觉得这个节目做的是最棒的！！！但是我不会说话[大哭]不知道用什么好词来形容 我只会说太好看了 好看到让我词穷,2021-09-19 21:06:55,5,评论
以后多读书，找点词儿来夸[doge],2021-09-19 22:59:49,4,回复
回复 @陳襯谶 :对！只恨自己读书不多 词汇不多 语言组织能力瞬间在这个视频面前失去了[doge],2021-09-20 11:17:25,5,回复
回复 @陳襯谶 :前街唱戏，后街万人空巷[脱单doge],2021-09-20 10:36:16,4,回复
所以 行头之所以贵是有道理的[doge]厚底儿 盔头 蟒 官衣 箭衣 褶子 马褂 等等,2021-09-19 20:21:00,5,评论
回覆 @匹夫1234 :我说的是配箭衣穿的[笑哭],2021-09-20 00:25:17,5,回复
马褂就算了,2021-09-19 23:41:31,4,回复
初看不解其中意，再看已成泪面人，河南卫视的节目让本观众觉得被尊重，而不是糊弄，一群做文化节目的导演团队遇到那么多等待文化复兴的网友们，每个节目又寓意深远，总是在潜移默化中表达暗含的思想、价值观，中华民族有那么多优秀的非遗文化，传承不会因时间而改变，中秋佳节，愿祖国统一，阖家团圆，万世太平,2021-09-20 07:34:23,5,评论
镜头和节奏把控的YYDS！台前幕后都是功夫！,2021-09-19 23:16:46,5,评论
捉[doge]期待今晚的节目,2021-09-20 11:19:31,5,回复
你怎么没有标标呀？,2021-09-21 00:53:04,4,回复
捞捞小陕~（是暂时没有小闪电的官方账号哇）,2021-09-20 19:25:58,5,回复
这一段超级惊艳的，想到以前看电视剧和电影，也喜欢挑有戏剧的看，比如霸王别姬和刀马旦，一个人在家还喜欢看戏曲频道，各个剧种都有，虽然需要看字幕才能听懂内容，但是他们的一举一动都特别有板有眼，认真从事自己热爱的事业的人都会闪闪发光，特别迷人～,2021-09-19 21:12:08,5,评论
[笑哭]卧槽，都这么拍的话，再来60分钟也愿意看啊！,2021-09-19 20:40:11,6,评论
就这么拍唱戏，我可太愿意看了[大哭]恨他太短,2021-09-20 18:50:39,4,回复
终于理解了为什么长辈们爱听戏了，好听又好看啊[给心心][给心心][给心心],2021-09-19 20:28:09,5,评论
韵味十足～,2021-09-19 20:28:56,5,回复
虽然这次节目都很牛逼都很特么好看但是还是戏曲最戳我脑仁[脱单doge],2021-09-19 20:58:34,5,评论
全场最喜欢这个节目，运镜舒适又畅快。整场晚会的审美，立意全部在线，我个人认为是几场奇妙游中平均质量最高的一次。大家夸了好多我也比不上大家，稍微感觉有点缺憾的就是，虽然每个节目的质量都很高，但是个别节目的剪辑有些零散，舞蹈大量采用子弹时间其实有些影响观感了（虽然知道是赞助爸爸要求）毕竟河卫的节目都是以传统文化为依托的，流畅飘逸我觉得要比炫技更排靠前些；然后就是，每个节目太！短！了！时长摩多摩多！！节目摩多摩多！！,2021-09-20 11:51:39,5,评论
最近几年最惊艳的戏曲节目，虽然唱的不多，但比大合唱漂亮太多了！！！,2021-09-19 20:29:45,6,评论
主要后台给予的镜头尊重了幕后角色，展示了许多非遗内容，也传达了以往戏曲没有的理念，属实格局磅礴,2021-09-20 12:17:30,5,回复
回复 @颍川郡公子唐 :说得好！,2021-09-20 13:11:16,6,回复
之前看写梅兰芳先生的书，这些后台规矩并不单纯是为了立威严管制人或者封建迷信啥的，很多背后是有一定原因和道理的,2021-09-20 09:39:07,4,评论
后台东西多，没有规矩，各自乱拿乱放就乱套了！,2021-09-20 18:18:47,4,回复
不知道是不是我审美疲劳了，从清明节后，我就觉得每个节目好割裂啊，这次更是，歌舞能不能是完整的歌舞？好多分心的独白和特效，影响观众观感，毕竟这是晚会，不是科普节目，传统文化也要创新，不是苍白的展现，我真的是从观众角度给的建议。,2021-09-19 21:37:21,5,评论
可以去私信他们的。官方一直在听取大家意见改进,2021-09-19 22:01:56,5,回复
回复 @卜委员 :对对，养成系电视台可不是白叫的,2021-09-19 22:11:54,5,回复
长镜头的确不好拍，问题确实存在，😂可以多多给他们些建议，上回凌晨三点多回的我，应该是能听进去建议的。,2021-09-19 22:23:28,6,回复
宝 你们做个戏曲电影吧！！！！真的太好看了！！！戏迷看的热泪盈眶！！！[打call][打call][打call],2021-09-20 06:45:35,6,评论
一直都有，电视戏曲电影，但也想看到类似今年粤剧电影那样的了[笑哭],2021-09-20 09:41:06,6,回复
没用的，出电影基本没票房，上半年出的粤剧电影基本凉了,2021-09-20 11:55:15,4,回复
刘大哥你坐下·咱们说说心里话[OK],2021-09-19 20:40:56,4,评论
真能串戏,2021-09-19 20:49:30,5,回复
回复 @99529574596_bili :刘大哥说得对,2021-09-19 20:55:32,4,回复
亲家母讲话，理太偏[doge],2021-09-19 21:27:57,3,回复
太喜欢这个了 运镜 表达 还有故事都好喜欢😭😭😭😭后台故事真的很新颖 真的好好啊 戏曲迷痛哭,2021-09-19 21:08:44,5,评论
抱抱，我一直都好喜欢戏曲角色的头冠，好漂亮[星星眼],2021-09-19 23:48:58,5,回复
京剧男演员帅气，女演员有种东方独特的大家闺秀的那种美，真的很不错啊[脱单doge][脱单doge][脱单doge],2021-09-19 20:21:37,5,评论
里边的服装师和盔箱师也是至关重要，他们决定了角衣服舒服不舒服，头勒的难受不难受。看起来不起眼，做起来难啊。,2021-09-20 12:47:47,5,评论
啊这，这些戏剧演员让我更难以直视古偶里面驼背、勾头的男演员了,2021-09-20 12:42:17,5,评论
播放量属实离谱了[微笑] 这么好的节目浪费了,2021-09-22 14:44:14,5,评论
阿b已经不是以前的阿b了,2021-09-24 23:43:34,6,回复
这一个眼神秒杀现在多少流量明星！建议央视好好学学[藏狐],2021-09-19 21:19:35,5,评论
人家是专业的，台上一分钟，台下十年功。流量明星是个蛋蛋呦！,2021-09-19 21:33:27,5,回复
你可以搜一下我国阅兵步伐的发展，就是从俄式步伐改的时候，发现一个战士看着状态精气神特别好，一问才知道原来是学武生的，习惯了亮相的动作,2021-09-19 21:51:27,4,回复
这样的节目也太棒了，让我们看到了戏曲幕后的样子，虽然没有唱很长时间，但是足以惊艳众人，真的放一台戏，恐怕没有那样的效果了。[星星眼],2021-09-19 22:42:12,4,评论
晚晚点出一个有意涵的点 有缘的喜欢的自己看完节目自己去挖 一台晚会没办法把很多东西讲深 只要立起文化复兴的大旗就行 节目嘛就只能是和大家结个缘,2021-09-20 04:31:16,3,回复
回复 @晓喻0379 :讲得好！节目是种下一颗颗种子，每颗种子都能长出很多东西，等待有缘人发现。,2021-09-20 08:51:15,4,回复
感觉不完整的，我说一个老观点。河南卫视只做抛砖引玉，希望友台能把更好的做出来，另外，河南卫视有的节目就像是一个成语，如果你有兴趣就可以主动去了解传播这些文化。歌舞完整歌舞？那戏曲要不要整部戏曲？歌舞创作出来肯定是完整的，但后期剪辑制作已经完全不同于过去了，大量的科技加成制作，就像声光影像加成已经连在一起了，还要有取舍。当然不足还是有的，毕竟没有完美@河南卫视 @大象新闻,2021-09-20 14:46:59,4,评论
好看是真的好看，但是近景远景来回切换，晃得我头有点晕，能不能少点镜头切换，能让人眼睛安心的看一会儿[笑哭],2021-09-19 20:19:35,5,评论
估计是大部分人更喜欢这种特效向吧。你可以私信一下，看以后能不能放出两种版本。众口难调啊,2021-09-19 20:52:43,4,回复
回复 @希望这次号不会丢 :确实众口难调 不存在一个作品让所有人喜欢 但也希望河卫不要泄气吧 其实每个节目 有人吐槽 也有人理解,2021-09-19 21:42:59,5,回复
姐妹不知道你说的是在后台还是上台之后的镜头，他们有一些镜头会跟随着人，并且有晃动，类似一种镜头手法，能更加有代入感。切远景可能因为唱戏都是看大远景加上时间少，平稳的镜头会少一点（我就是一个业余的😢可能说的不太对，如果有错误请悄咪咪指正_(:зゝ∠)_ ）,2021-09-19 21:57:18,6,回复
没看够的观众，意犹未尽的观众，一个建议是多看几遍，另外一个建议就是自己去搜索戏曲视频，b站有很多的，这个节目能吸引更多从前没接触过戏曲的观众去自发搜索了解戏曲，去看戏听戏，这就是一个文化节目最大的价值,2021-09-22 14:47:29,6,评论
你头像又换了,2021-09-22 15:07:48,6,回复
外交部今天FB推了中秋帖，后面会有越来越多人知道河短短的中秋奇妙游，功夫不会白下，好的节目也一定会被人看见，河短短加油！！,2021-09-22 15:32:55,3,回复
回复 @metoobanyungong :只怕观众看不到，不怕观众不喜欢，这是河南电视台的底气，也是我们的传统文化的底气,2021-09-22 15:36:08,6,回复
这个创意真的惊艳，让人们了解的是鲜活的文化，并非单单是台上。有了参与感。,2021-09-19 23:34:08,5,评论
是的。沉浸式台前幕后[妙啊],2021-09-20 23:59:16,5,回复
看过戏曲，却从未见过后台，即使戏曲不在流行，它依旧有一种大家闺秀真功夫的庄重，不是随便的电视有没演技依旧红的所谓明星能比的,2021-09-19 21:05:11,5,评论
《戏韵》简直神级节目！[支持],2021-09-21 13:48:54,5,评论
最喜欢的三个之一，剩下的是玄奘和水墨丹青,2021-09-19 23:24:50,6,评论
巧了，我也这么觉得,2021-09-19 23:25:47,6,回复
巧了，俺也一样[打call],2021-09-20 07:12:38,5,回复
我还喜欢和与少林,2021-09-21 02:05:20,5,回复
太好了完整的！中间有段运镜好棒！就是还没听够就没了[tv_鼓掌],2021-09-19 21:10:45,5,评论
可能本来就不是唱戏的节目，而是介绍戏曲的传承，让大家了解戏曲演员和道具制作老师们的工作和传承,2021-09-19 23:50:41,5,回复
看完只有一个感想:以前觉得京剧不好看的我怕不是瞎了眼[微笑]以后谁在搁我面前说老文化是糟粕我把他天灵盖掀了,2021-09-23 15:29:17,5,评论
为什么。。。好想哭。。。草,2021-09-19 23:39:56,5,评论
论做文化节目，还有谁！！！,2021-09-19 20:57:55,2,评论
这个二郎神！这个嫦娥！吹爆啊！！！,2021-09-19 20:45:05,6,评论
按理来说，这个视频就是青年人喜欢的文化传播的方式啊，为什么播放量这么低呢？？？只希望河南卫视不要怀疑自己，这样的创作以后可以多来些，当然如果得不到大家的支持，这样的视频可能之后就没有厂商愿意投资，河南卫视可能也就没有精力再去制作了吧。。。挺遗憾的,2021-09-29 13:08:40,5,评论
实际播放次数不低的，大家都喜欢，只是小破站压流量了,2021-09-29 20:13:51,3,回复
是被压流量了，评论数也倒着长，因为b站自己也有晚会,2021-09-30 20:21:59,4,回复
我的点赞都没啦，你猜为啥播放量低，哈哈哈,2021-12-24 18:01:04,6,回复
宣扬戏曲这对于少年人而言最难啃的文化传承，还真的得看河大卫。戏曲的传统可以不求变，但真的需要在表现形式上求新！与新世界接轨，俯下身子，才能靠近大地，接地气而后绵延不绝。干得好啊，河大卫！[热词系列_妙啊][热词系列_妙啊][热词系列_妙啊],2021-09-23 17:28:01,6,评论
印象最深的是靴子！原来是这么做的！涨知识！,2021-09-21 19:30:02,5,评论
天津的非遗，搜索戏剧靴子，能了解更多，不同角色靴子形状高低都有讲究，这是京剧发展这么多年才形成的，其他剧种由于发展程度不同，也不会这么讲究，不过一个剧种发展的越好那肯定大家越多规矩越多,2021-09-22 14:41:53,6,回复
小时候觉得听戏曲是属于老年人的事，不时髦，有点落伍。认为听流行歌，看偶像剧才是时髦有个性。现在才明白那些都是流水线式的快餐，是没有营养的。而只有当我们能够从心底接受戏曲、接受传统文化才真正成熟了,2021-09-21 00:12:36,5,评论
天哪，我都能想象到，我坐在台下吃着瓜子花生，看着台上的演员和一声好~~~,2021-09-20 12:55:22,4,评论
@河南共青团 [大哭][大哭][大哭]希望团团上传这个，我觉得这个是中秋最佳的,2021-09-20 11:12:23,4,评论
我也是[脱单doge],2021-09-20 17:20:00,4,回复
基本一台晚会能有一个特别出彩的节目就算成功了，中秋奇妙游里我最喜欢的有三个，并列第一：戏韵，东都行者，和。河短短出息了，真的很棒！！！,2021-09-21 12:03:55,3,评论
