评论内容,评论时间,评论人等级,评论类型
弹幕里有个说“感觉非遗有点土不太符合现代的审美”首先审美这个东西千人千面，现代审美有多少是西方输入的，你可以觉得土，但我觉得漂亮。其次非遗传承的是手工艺，技艺，不是固定题材，我们可以用非遗的技艺去创新，去做一些迎合现代审美的物件，比如湖北英山缠花，南京非遗绒花，本身几乎就快无人传承现在变成簪娘入门技巧。而且不局限于传统题材，可以做成胸针装饰等。我认识汉服六年了，最初也是觉得汉服宽袍大袖不适合日常，但其实汉服本身就有很日常的形制，现在也有很多融入日常生活的设计，比如加口袋，拉链等，有的时候我穿了汉服你也看不出来,2022-01-29 14:42:52,5,评论
说土的只是自己的文化素养跟不上  并且估计小孩居多,2022-01-29 23:40:40,6,回复
回复 @Sanpang的中国代理 :被韩国糟粕洗脑了，失去辨别能力了,2022-01-31 10:13:56,4,回复
土？他难道不知道有个词叫复古么？世界上就没有土的东西， 只是有人不够时尚而已。,2022-02-01 21:54:25,3,回复
美[热词系列_妙啊]想要走出去，就不能让我们的审美标准被别人定义[支持]非遗换新计划加油,2022-01-27 16:51:55,4,评论
我们的美自己欣赏即可，不需要蛮夷的认可，他们没有资格。,2022-01-28 04:56:44,5,评论
衣服有点素，白色在古代并不是特别吉祥的颜色，可以考虑换一件鲜艳的，别无他意,2022-02-01 13:07:34,4,评论
毕竟为了追求“仙气”嘛[笑哭]不过中国传统审美还是多元化一点比较好，可别一看到汉服就想到“仙”，那可太狭隘了[辣眼睛],2022-02-01 21:34:27,5,回复
古代丧事穿的是没有染过颜料的衣服，大概是麻布那色，土黄色加点白色，粗布麻衣那种感觉，不是纯白色，魏晋还是哪个朝代还流行过纯白色的婚服哦~,2022-02-18 00:24:56,5,回复
回复 @菌菇俺可以 :我后来才知道的，谢谢,2022-02-18 01:43:43,4,回复
啊啊啊啊啊啊啊啊小姐姐好好看[打call],2022-01-27 17:06:32,5,评论
终于看到王横横超过一分钟的视频了[笑哭],2022-02-01 14:50:18,3,评论
竟然两分钟[微笑],2022-02-05 01:17:02,6,评论
和讯飞输入法是一家吗,2022-02-01 23:04:01,5,评论
要是一身红装许是更美,2022-02-01 22:19:59,5,评论
科大讯飞看好你呦，加油！,2022-02-01 22:15:21,6,评论
太漂亮了吧，爱了爱了,2022-02-01 22:08:37,3,评论
好看，打call[2233娘_大笑],2022-02-01 22:07:50,5,评论
科大讯飞，财务好像不太美观呀，不过人儿美,2022-02-01 22:05:09,4,评论
希望明年能加入科大讯飞,2022-02-01 22:00:07,4,评论
清丽脱俗，遗世之姿,2022-02-01 21:56:01,3,评论
求bgm,2022-02-01 21:50:33,5,评论
西楼别序,2022-02-01 21:55:03,5,回复
回复 @酸奶棒222 :谢谢大兄弟[给心心],2022-02-01 22:03:39,5,回复
古代谁会离婚，是吧[doge],2022-02-01 21:48:29,5,评论
漂亮姐姐[脱单doge],2022-02-01 21:47:09,5,评论
怎么盘的头发，真好看[保卫萝卜_哇],2022-02-01 20:56:06,6,评论
白衣胜雪,2022-02-01 20:07:49,4,评论
真美，好喜欢！[支持][支持][支持],2022-01-31 19:43:06,5,评论
[豹富][豹富][豹富],2022-01-29 20:04:17,3,评论
@思想家的怡宝,2022-01-29 13:53:48,5,评论
赞哦,2022-01-29 10:52:34,4,评论
太美了，词穷,2022-01-28 18:28:22,4,评论
[鹿乃_晚安],2022-01-27 23:57:13,5,评论
[支持],2022-01-27 23:51:33,5,评论
