评论内容,评论时间,评论人等级,评论类型
离谱的是：获得奖牌的运动员有的都回国了，也没见有运动员拿到这花……只有获奖运动员拿着限量版金色冰墩墩的视频照片，没有拿这花的……所以我就想问这花束到底什么时候才能拿出来，准备发给谁？,2022-02-12 12:08:25,5,评论
怎么没有啊？咱们国家得奖的运动员好多照片都有拍到？你没看到不是说没有发～～～,2022-02-12 13:38:29,5,回复
冬奥颁奖和比赛是分开的，比赛现场发金墩墩，晚上颁奖，颁奖的时候发奖牌和花。,2022-02-12 13:51:47,5,回复
回复 @云七莫 :我看了很多外国运动员发的视频，只看见晒奖牌晒金墩墩，但是没看见晒花的。,2022-02-12 16:21:32,5,回复
绒线钩针呀，以前初中学过。突然发现初中时的我才是全能，织毛衣、钩绒线、种爬山虎、解剖青蛙什么都会[笑哭][笑哭],2022-02-12 01:22:59,6,评论
是初中学过，忘光了,2022-02-12 01:30:22,5,回复
回复 @98783237208_bili :觉得现在的自己是什么都不会的废人[喜极而泣][喜极而泣],2022-02-12 10:27:12,6,回复
小学学的 忘了,2022-02-13 23:32:17,3,回复
就是微钩呀，淘宝上目前是材料包比较多，但信不信簪娘圈明年卷起来,2022-02-12 01:07:50,5,评论
伪簪娘表示有图就能复刻，只有老人才会真就大可不必[吃瓜],2022-02-12 05:37:38,5,回复
原来簪娘也会做这个啊⊙ω⊙，太厉害了吧,2022-02-12 09:10:28,5,回复
回复 @临江望月冷清风 :不是簪娘会，是簪娘知道了就卷会了，比如说绒花也是，被簪娘圈卷成了入门基本技艺。,2022-02-12 10:44:33,5,回复
一百多岁的非遗怕还不是个娃娃般的年纪,2022-02-14 21:56:13,6,评论
但是这个真的很简单呀，以前小学都有专门的手工课，像以前的饭盒提包都是用这种线勾的，基本每人一个，小学做手工，勾线啥的最简单了，最复杂的是刺绣，以前小学真的绣个蝴蝶被扎无数下，我一直以为奥运花束💐是绒花，结果是线勾的，就很普通，我阿姨经常勾坐垫，杯垫各种图案都有,2022-03-02 10:13:44,3,评论
ps我表妹男票送了它一个勾线包包，巨好看特别可爱，也是新手半个月还是一个月用空余时间勾的,2022-03-02 10:16:01,3,回复
我发现女选手会仔细打量这束花，男选手基本不看[笑哭],2022-02-21 17:12:32,5,评论
真美，奥运会中小小的温暖[给心心],2022-02-11 19:30:59,5,评论
五千年的底蕴出来不是开玩笑的,2022-02-11 21:10:13,2,评论
多希望官网能卖这花！我好喜欢！温暖又可爱！[给心心],2022-02-12 09:39:04,4,评论
好好看,2022-02-11 19:22:28,5,评论
[支持][冰墩墩],2022-02-11 19:34:50,6,评论
牛啊牛啊,2022-02-11 20:10:38,5,评论
捧花好漂亮啊！真是太有心意和诚意了呢！【冰墩墩】【雪容融】[虎年][豹富][打call][2022][星星眼]想买这个[星星眼],2022-02-14 12:29:12,5,评论
我一个三十多岁的大老爷们表示，钩针这玩意我也会，当年学校还教过，我还会十字绣那[滑稽],2022-02-12 16:18:52,4,评论
您好，匠人集，可以推荐一些海派绒线花的账号吗？想关注[冰墩墩],2022-03-05 21:57:20,5,评论
有喜欢的可以试试在b站上看教程学，有好多大大教得好详细～,2022-02-27 23:15:09,6,评论
其实我都好像要这样的花  真的好浪漫,2022-02-27 13:16:40,5,评论
原来是非遗啊！,2022-02-12 15:50:22,4,评论
真不错,2022-02-26 15:05:51,4,评论
韩国：很好，现在是我的了,2022-02-12 00:07:39,6,评论
很好看，想买一些放家里,2022-02-12 14:31:09,5,评论
國`家要好好保護自己的傳統文化! 申遺的要趕快! 不然西八 韓國又來偷了..他們最愛偷中國非遺傳統文化,2022-02-19 23:57:19,5,评论
真的想不到。应该大力宣传才对啊！,2022-02-22 17:19:34,5,评论
真好,2022-02-22 11:43:20,5,评论
电视上其实宣传过，不过现在年轻人可能不太看电视[笑哭],2022-02-22 14:38:35,5,评论
外婆去世以后我家就没一个会,2022-02-21 17:08:05,4,评论
没有运动员晒这些漂亮的花，好可惜啊,2022-02-18 18:39:35,4,评论
真好,2022-02-15 23:01:55,6,评论
我现在就想大棒子别给我们辛辛苦苦编的花给扔了，毕竟多恶心的事他们也干得出来……,2022-02-14 14:28:37,3,评论
牡丹、月季、荷花、菊花、兰花、芙蓉、,2022-02-14 13:42:41,5,评论
遇见王沥川的背景音乐,2022-02-14 00:51:48,4,评论
必须加大宣传啊,2022-02-14 01:41:46,3,评论
非遗，哈哈！至少偷国人偷不走了！,2022-02-12 14:11:16,5,评论
为啥我有些心慌[辣眼睛][辣眼睛][辣眼睛]好担心偷国,2022-02-13 21:11:50,5,评论
太美了！,2022-02-12 22:59:44,3,评论
！我要我妈教我了，然后⋯现在哪有毛线卖⋯,2022-02-13 00:25:58,4,评论
淘宝多的是,2022-02-17 13:01:07,4,回复
好棒的花啊，一看就爱上了，好珍贵,2022-02-13 01:12:44,4,评论
他们不会转头扔了吧[尴尬],2022-02-12 20:30:10,5,评论
千万别让韩国人看到[笑哭],2022-02-12 11:24:59,5,评论
这么好的寓意，真的好的花儿，多多宣传啊,2022-02-12 16:44:12,5,评论
我还以为是真花呢,2022-02-12 16:01:48,5,评论
这个脏了能洗嘛,2022-02-12 11:04:23,2,评论
好耶！好暖！[大哭][大哭][大哭][大哭],2022-02-12 00:19:54,5,评论
太棒了！[打call],2022-02-11 23:58:25,5,评论
好像收藏资格,2022-02-12 13:03:09,5,评论
上海恒源祥集团做的，怎么是北京的？,2022-02-12 12:58:24,6,评论
中国人的浪漫，永不凋谢的花,2022-02-12 11:48:22,5,评论
这个他们是真没见过,2022-02-12 09:02:08,5,评论
这个活比较需要耐心,2022-02-12 10:06:48,3,评论
时间心意  😭关怀感动,2022-02-12 12:15:52,5,评论
官方应该宣传起来啊,2022-02-12 11:26:31,3,评论
这个……钩针编织，自学成才[虎年],2022-02-12 01:43:39,5,评论
哭了,2022-02-12 10:41:35,6,评论
那些获奖运动员好像没人带这束花,2022-02-12 08:12:57,4,评论
颁奖的时候没注意是编织物诶。好厉害。,2022-02-12 07:33:20,6,评论
家里还有好多手工毛衣不舍的扔，好看，还厚实，就是太扎了，我敏感皮肤。。。[笑哭],2022-02-12 05:17:25,6,评论
原谅我就记得颁奖的金色冰墩墩了,2022-02-12 02:00:05,5,评论
哪里！我也会！这个很好学！,2022-02-12 09:19:32,4,评论
永不凋谢的花🌸,2022-02-12 08:55:34,4,评论
好好看,2022-02-12 08:25:47,5,评论
太棒了[冰墩墩][雪容融][爱心],2022-02-12 08:22:42,6,评论
太棒了，颁奖的时候都不知道是针织的,2022-02-12 01:55:10,5,评论
特别有意义的[给心心],2022-02-12 09:30:10,5,评论
不能给韩国人，他们会偷。。。,2022-02-11 23:43:01,5,评论
真不错啊，虽然是很小的一件事但是非常有意义,2022-02-12 00:30:13,5,评论
