评论内容,评论时间,评论人等级,评论类型
传统糕点总有人说什么太甜能量太高会胖，一般说这些话的人吃奶油吃炼乳吃芝士那些外国高热量东西的时候吃的欢得很[无语],2021-06-28 01:43:21,5,评论
反正我个人是基本不吃高糖食品，中国外国都不吃，东西拿到手先看配料表营养成分表。有钱吃这些不如多吃点肉蛋奶，蔬菜水果，深海鱼类。于我来说比起口腹之欲，还是健康的饮食更重要。,2021-06-28 19:22:16,6,回复
说会胖是矫情，说太甜是真的,2021-06-29 12:36:16,6,回复
回复 @花神月 :其实不必要，平时习惯好保持运动就好了＾０＾~,2021-07-01 03:03:58,4,回复
这种糕点，就着浓茶喝，太棒了！吹着风扇，再追着剧[歪嘴][歪嘴][歪嘴],2021-06-21 18:28:42,4,评论
有一个中式风格很浓重的庭院，凉亭，摇椅，茶，微风，爽到起飞,2021-06-23 19:44:10,5,回复
回复 @设计阳仔 :小舍得南建龙的家就是我想象中最舒服的装修,2021-06-24 13:24:44,5,回复
如果有一天，从日本传来一个一模一样的糕点，冠上什么匠人传承。这玩意不会会在国内火起来[思考][思考][思考],2021-06-25 17:33:05,4,评论
这东西日本也有类似的，也没见火,2021-06-28 11:27:14,5,回复
回复 @小旭鸭 :偷过去,2021-06-28 14:47:35,6,回复
我这里也有卖中式糕点的店，好吃的都卖的挺好啊，应季的桂花糕啥的每天老早就卖完了，你这非遗不介绍就光秃秃抖两下谁明白啊，要推广就好好推广，做什么标题党,2021-07-01 14:07:38,6,评论
中式糕点全国随便哪个超市或者景区特产商店进去都是绝对能买得到的，而且各地各有特色，到up这里变成失传了真的是搞笑。,2021-07-03 00:36:24,5,回复
回复 @你看看你_还是要迟到 :我就是做中式糕点的[笑哭]视频里的这种东西我每天都有做[doge],2021-07-03 18:56:17,5,回复
回复 @你看看你_还是要迟到 :我怀疑他是不是真心想传承文化的，很多这种传统文化的视频说是呼吁人们重视传统文化，实则弄个响标题，内容简短空洞（很多短视频平台的风格），人们就看个爽，也没能深入了解过，很难不让人认为这是单纯为自己的频道赚流量,2021-07-08 20:42:20,5,回复
马卡龙好吃吧？和果子好吃吧？中式糕点就不好吃？都是配茶配咖啡吃的，没让你干吃，也不怕甜齁着,2021-06-27 13:45:02,5,评论
我个人哪个都不太爱吃，但我觉得糕点还是要更好些[藏狐],2021-06-28 13:18:14,5,回复
个人认为，马卡龙确实是不好吃，甜的发齁,2021-06-28 18:21:39,5,回复
回复 @鸡排卷煎饼 :马卡龙是欧洲贵妇配着下午茶吃的，喝一口茶吃一小口，一下午才吃一块。。[笑哭],2021-06-29 00:54:47,6,回复
说句抱怨的话，每天说失传失传的，你不传可不失传么，我很喜欢中点，投了很多中式糕点酒店的简历，因为经验不足都是闭门羹，不收学徒怎么能有新鲜血液,2021-07-01 06:57:03,6,评论
就是 就是,2021-07-01 20:16:23,4,回复
我觉得要传给年轻人，但别又傻到传给外国人，特别是日、韩[捂脸],2021-07-02 17:28:09,5,回复
回复 @仲尼与叔本华 :讲道理有些师傅也是看不起自己人媚外的，这可没办法了,2021-07-07 23:42:04,6,回复
每次标题都这种话术真没意思，不如认真拍一下制作过程,2021-06-23 21:04:23,5,评论
光打情怀可不行啊。而且这种视频老式糕点很干很干的，得配那种超级清香的浓茶一起。最好在院里葡萄藤下的椅子上慢悠悠的吃。,2021-06-25 14:49:24,5,回复
我奶奶就喜欢看这种标题，每次还过来跟我分享说学学人家[无语],2021-06-26 02:14:06,5,回复
回复 @地球OL普通玩家1号 :一杯水或者开水就行，主要是防止吃噎了的，没那么多讲究,2021-06-29 15:19:00,5,回复
怎么看两个宣传古手艺的视频下评论完全不一样，一个几乎都是批评的，一个都是支持的，大家能不能独立思考，一个事物的两面性是不可避免的，为什么要盯着一个方面不撒手呢？[辣眼睛][辣眼睛][辣眼睛],2021-06-26 17:00:13,5,评论
因为这种传统几乎清一色得拿失传等情怀来说事涨播放量，让人反感，这种情况越是同情越会让他们觉得自己是对的，让他们认为没人欣赏糕点是现代人不知道珍惜，而不去想自己的糕点没有跟上时代，墨守成规。所以不管是批评还是褒扬也好，都是希望他们可以向前发展希望传统手艺可以更好的传承下去，所以该批评时就应该批评。只怕是争论是视频制作者故意制造的，争论越多越激烈他们越有播放量，那就很是无趣，如果真是如此它们是最拿传统手艺不当回事的一批人,2021-06-28 01:17:59,5,回复
回复 @茶枫逸助 :有趣的小知识，其实中式糕点从大清中叶开始就几乎没有发展了。西式甜点往回推那么几百年该难吃还得难吃。像这种沉淀下来的东西，跨了那么大的时间尺度你觉得更好吃才是有问题的，但你觉得它不行那也是另一个问题[滑稽],2021-06-28 18:20:45,5,回复
有人引战而已[doge],2021-07-02 18:23:54,5,回复
其实呢，不火了还是不好吃。你别跟我说什么古人浓茶又什么的，时代再发展，社会在进步。这糕点也不是千百年来从未变过，遵循传统，更得与时俱进，而不是恪守成规，叫嚷着祖宗之法不可废。,2021-06-25 12:57:56,5,评论
其实，我个人怀疑现代人西化，影响是方方面面的，也是可以影响食品的。我以前特别喜欢吃的一种糕点，现在就是馅料甜腻还油大，不如以前好吃了。,2021-06-25 20:05:26,5,回复
古代那种糕点是腻 难吃  难咽下去  你想想现在这社会快餐式   什么都讲究快  哪里会有时间空下来一口茶一口糕  而且还没馅,2021-06-25 21:30:31,6,回复
回复 @无柳相赠别鬼谷 :是的！！！！西化太严重了，真的吃过品尝过古法糕点吗？不否认难吃的有很多，但好吃的也不少啊,2021-06-28 12:53:30,6,回复
我寻思这也玩意机器做出来和手工做出来味道上也没什么区别，我凭什么要因为情怀两个字去买一个本来只值一块钱但是因为手工两个字价格贵上几倍的东西？,2021-06-25 06:21:07,5,评论
如果机器做出来的和人工的口味差不多，价格更便宜，我也会选机器做的。有些产品适合手工制作比如街边的大饼，要趁热吃。至于这种冷加工的零食，我觉得机器量产的有自己的优势，比如标准化生产品质更稳定易控，更卫生。至于传统，谁有钱谁就去捧场呗！,2021-06-26 19:26:20,5,回复
"有钱人吃的是传承,情怀 没钱人吃的是西北风 没毛病[吃瓜]",2021-06-26 23:52:02,5,回复
回复 @Suremp丶夏夜 :你的意思是因为情怀去买传统手工的东西就是有钱人咯，那我可买不起1.43w的糕点啊[doge],2021-06-27 09:56:34,4,回复
为了所谓的情怀坚持手工拒绝机器，让消费者承担手工的费用，谁买啊,2021-06-24 21:51:47,5,评论
