USA,9.3
中国台湾,8.34878048780488
中国大陆,8.060317460317453
中国香港,8.198989898989897
丹麦,8.2
以色列,8.05
伊朗,8.899999999999999
俄罗斯,8.27142857142857
保加利亚,7.1
冰岛,8.5
加拿大,7.4875
匈牙利,8.58
南斯拉夫,8.7
南非,8.75
印度,8.226666666666667
哈萨克斯坦,8.6
哥伦比亚,8.2
土耳其,7.8
塞浦路斯,7.8
墨西哥,7.933333333333334
奥地利,8.5
巴西,8.833333333333334
希腊,9.0
德国,8.390476190476189
意大利,8.511111111111111
捷克,8.175
捷克斯洛伐克,8.1
斯洛文尼亚,8.5
新加坡,7.6
新西兰,7.9799999999999995
日本,8.480392156862733
智利,8.1
比利时,7.4
法国,8.294047619047618
波兰,8.219999999999999
波黑,7.8
泰国,7.675000000000001
澳大利亚,7.922222222222222
爱尔兰,8.366666666666667
瑞典,8.49
瑞士,8.4
突尼斯,6.9
罗马尼亚,7.2
美国,8.2287795992714
苏联,8.8
英国,8.493288590604024
西班牙,7.98235294117647
越南,8.1
阿根廷,8.066666666666668
韩国,7.857075471698109
马来西亚,7.7
黎巴嫩,9.1
